t,K,Z
8.782,1.44228,1.56975
8.783,1.44146,1.57044
8.784,1.44064,1.57113
8.785,1.43981,1.57183
8.786,1.43899,1.57252
8.787,1.43817,1.57321
8.788,1.43734,1.5739
8.789,1.43652,1.57459
8.79,1.43569,1.57527
8.791,1.43487,1.57596
8.792,1.43404,1.57664
8.793,1.43321,1.57733
8.794,1.43239,1.57801
8.795,1.43156,1.57869
8.796,1.43073,1.57938
8.797,1.4299,1.58006
8.798,1.42907,1.58074
8.799,1.42824,1.58141
8.8,1.42741,1.58209
8.801,1.42658,1.58277
8.802,1.42575,1.58344
8.803,1.42492,1.58412
8.804,1.42408,1.58479
8.805,1.42325,1.58546
8.806,1.42242,1.58613
8.807,1.42158,1.5868
8.808,1.42075,1.58747
8.809,1.41992,1.58814
8.81,1.41908,1.58881
8.811,1.41824,1.58947
8.812,1.41741,1.59014
8.813,1.41657,1.5908
8.814,1.41573,1.59146
8.815,1.4149,1.59213
8.816,1.41406,1.59279
8.817,1.41322,1.59345
8.818,1.41238,1.5941
8.819,1.41154,1.59476
8.82,1.4107,1.59542
8.821,1.40986,1.59607
8.822,1.40902,1.59673
8.823,1.40818,1.59738
8.824,1.40734,1.59803
8.825,1.4065,1.59868
8.826,1.40566,1.59933
8.827,1.40482,1.59998
8.828,1.40397,1.60063
8.829,1.40313,1.60128
8.83,1.40229,1.60192
8.831,1.40144,1.60257
8.832,1.4006,1.60321
8.833,1.39975,1.60385
8.834,1.39891,1.60449
8.835,1.39806,1.60513
8.836,1.39722,1.60577
8.837,1.39637,1.60641
8.838,1.39552,1.60705
8.839,1.39468,1.60768
8.84,1.39383,1.60832
8.841,1.39298,1.60895
8.842,1.39213,1.60958
8.843,1.39128,1.61021
8.844,1.39043,1.61084
8.845,1.38958,1.61147
8.846,1.38874,1.6121
8.847,1.38789,1.61273
8.848,1.38703,1.61335
8.849,1.38618,1.61398
8.85,1.38533,1.6146
8.851,1.38448,1.61522
8.852,1.38363,1.61584
8.853,1.38278,1.61646
8.854,1.38193,1.61708
8.855,1.38107,1.6177
8.856,1.38022,1.61832
8.857,1.37937,1.61893
8.858,1.37851,1.61955
8.859,1.37766,1.62016
8.86,1.3768,1.62077
8.861,1.37595,1.62138
8.862,1.37509,1.62199
8.863,1.37424,1.6226
8.864,1.37338,1.62321
8.865,1.37253,1.62381
8.866,1.37167,1.62442
8.867,1.37081,1.62502
8.868,1.36996,1.62562
8.869,1.3691,1.62623
8.87,1.36824,1.62683
8.871,1.36739,1.62742
8.872,1.36653,1.62802
8.873,1.36567,1.62862
8.874,1.36481,1.62921
8.875,1.36395,1.62981
8.876,1.36309,1.6304
8.877,1.36223,1.63099
8.878,1.36137,1.63158
8.879,1.36051,1.63217
8.88,1.35965,1.63276
8.881,1.35879,1.63335
8.882,1.35793,1.63394
8.883,1.35707,1.63452
8.884,1.35621,1.6351
8.885,1.35535,1.63569
8.886,1.35449,1.63627
8.887,1.35363,1.63685
8.888,1.35276,1.63743
8.889,1.3519,1.638
8.89,1.35104,1.63858
8.891,1.35018,1.63916
8.892,1.34931,1.63973
8.893,1.34845,1.6403
8.894,1.34759,1.64087
8.895,1.34672,1.64145
8.896,1.34586,1.64201
8.897,1.345,1.64258
8.898,1.34413,1.64315
8.899,1.34327,1.64371
8.9,1.3424,1.64428
8.901,1.34154,1.64484
8.902,1.34067,1.6454
8.903,1.33981,1.64596
8.904,1.33894,1.64652
8.905,1.33808,1.64708
8.906,1.33721,1.64764
8.907,1.33634,1.64819
8.908,1.33548,1.64875
8.909,1.33461,1.6493
8.91,1.33375,1.64985
8.911,1.33288,1.6504
8.912,1.33201,1.65095
8.913,1.33114,1.6515
8.914,1.33028,1.65205
8.915,1.32941,1.65259
8.916,1.32854,1.65314
8.917,1.32767,1.65368
8.918,1.32681,1.65422
8.919,1.32594,1.65476
8.92,1.32507,1.6553
8.921,1.3242,1.65584
8.922,1.32333,1.65638
8.923,1.32247,1.65691
8.924,1.3216,1.65745
8.925,1.32073,1.65798
8.926,1.31986,1.65851
8.927,1.31899,1.65904
8.928,1.31812,1.65957
8.929,1.31725,1.6601
8.93,1.31638,1.66063
8.931,1.31551,1.66115
8.932,1.31464,1.66168
8.933,1.31377,1.6622
8.934,1.3129,1.66272
8.935,1.31203,1.66324
8.936,1.31116,1.66376
8.937,1.31029,1.66428
8.938,1.30942,1.66479
8.939,1.30855,1.66531
8.94,1.30768,1.66582
8.941,1.30681,1.66634
8.942,1.30594,1.66685
8.943,1.30507,1.66736
8.944,1.3042,1.66787
8.945,1.30333,1.66837
8.946,1.30245,1.66888
8.947,1.30158,1.66938
8.948,1.30071,1.66989
8.949,1.29984,1.67039
8.95,1.29897,1.67089
8.951,1.2981,1.67139
8.952,1.29723,1.67189
8.953,1.29635,1.67238
8.954,1.29548,1.67288
8.955,1.29461,1.67337
8.956,1.29374,1.67387
8.957,1.29287,1.67436
8.958,1.292,1.67485
8.959,1.29112,1.67534
8.96,1.29025,1.67583
8.961,1.28938,1.67631
8.962,1.28851,1.6768
8.963,1.28764,1.67728
8.964,1.28676,1.67776
8.965,1.28589,1.67825
8.966,1.28502,1.67873
8.967,1.28415,1.6792
8.968,1.28328,1.67968
8.969,1.2824,1.68016
8.97,1.28153,1.68063
8.971,1.28066,1.6811
8.972,1.27979,1.68158
8.973,1.27891,1.68205
8.974,1.27804,1.68252
8.975,1.27717,1.68298
8.976,1.2763,1.68345
8.977,1.27542,1.68392
8.978,1.27455,1.68438
8.979,1.27368,1.68484
8.98,1.27281,1.6853
8.981,1.27194,1.68576
8.982,1.27106,1.68622
8.983,1.27019,1.68668
8.984,1.26932,1.68713
8.985,1.26845,1.68759
8.986,1.26757,1.68804
8.987,1.2667,1.68849
8.988,1.26583,1.68894
8.989,1.26496,1.68939
8.99,1.26409,1.68984
8.991,1.26321,1.69029
8.992,1.26234,1.69073
8.993,1.26147,1.69117
8.994,1.2606,1.69162
8.995,1.25973,1.69206
8.996,1.25885,1.6925
8.997,1.25798,1.69293
8.998,1.25711,1.69337
8.999,1.25624,1.69381
9,1.25537,1.69424
9.001,1.2545,1.69467
9.002,1.25363,1.6951
9.003,1.25275,1.69553
9.004,1.25188,1.69596
9.005,1.25101,1.69639
9.006,1.25014,1.69682
9.007,1.24927,1.69724
9.008,1.2484,1.69766
9.009,1.24753,1.69809
9.01,1.24666,1.69851
9.011,1.24579,1.69892
9.012,1.24491,1.69934
9.013,1.24404,1.69976
9.014,1.24317,1.70017
9.015,1.2423,1.70059
9.016,1.24143,1.701
9.017,1.24056,1.70141
9.018,1.23969,1.70182
9.019,1.23882,1.70223
9.02,1.23795,1.70263
9.021,1.23708,1.70304
9.022,1.23621,1.70344
9.023,1.23534,1.70384
9.024,1.23447,1.70425
9.025,1.2336,1.70465
9.026,1.23274,1.70504
9.027,1.23187,1.70544
9.028,1.231,1.70584
9.029,1.23013,1.70623
9.03,1.22926,1.70662
9.031,1.22839,1.70701
9.032,1.22752,1.7074
9.033,1.22665,1.70779
9.034,1.22579,1.70818
9.035,1.22492,1.70856
9.036,1.22405,1.70895
9.037,1.22318,1.70933
9.038,1.22231,1.70971
9.039,1.22145,1.71009
9.04,1.22058,1.71047
9.041,1.21971,1.71085
9.042,1.21885,1.71123
9.043,1.21798,1.7116
9.044,1.21711,1.71197
9.045,1.21624,1.71234
9.046,1.21538,1.71271
9.047,1.21451,1.71308
9.048,1.21365,1.71345
9.049,1.21278,1.71382
9.05,1.21191,1.71418
9.051,1.21105,1.71455
9.052,1.21018,1.71491
9.053,1.20932,1.71527
9.054,1.20845,1.71563
9.055,1.20759,1.71598
9.056,1.20672,1.71634
9.057,1.20586,1.7167
9.058,1.205,1.71705
9.059,1.20413,1.7174
9.06,1.20327,1.71775
9.061,1.2024,1.7181
9.062,1.20154,1.71845
9.063,1.20068,1.71879
9.064,1.19981,1.71914
9.065,1.19895,1.71948
9.066,1.19809,1.71983
9.067,1.19723,1.72017
9.068,1.19636,1.7205
9.069,1.1955,1.72084
9.07,1.19464,1.72118
9.071,1.19378,1.72151
9.072,1.19292,1.72185
9.073,1.19206,1.72218
9.074,1.1912,1.72251
9.075,1.19033,1.72284
9.076,1.18947,1.72317
9.077,1.18861,1.72349
9.078,1.18775,1.72382
9.079,1.18689,1.72414
9.08,1.18604,1.72447
9.081,1.18518,1.72479
9.082,1.18432,1.72511
9.083,1.18346,1.72542
9.084,1.1826,1.72574
9.085,1.18174,1.72606
9.086,1.18088,1.72637
9.087,1.18003,1.72668
9.088,1.17917,1.72699
9.089,1.17831,1.7273
9.09,1.17745,1.72761
9.091,1.1766,1.72792
9.092,1.17574,1.72822
9.093,1.17488,1.72852
9.094,1.17403,1.72883
9.095,1.17317,1.72913
9.096,1.17232,1.72943
9.097,1.17146,1.72973
9.098,1.17061,1.73002
9.099,1.16975,1.73032
9.1,1.1689,1.73061
9.101,1.16804,1.7309
9.102,1.16719,1.73119
9.103,1.16634,1.73148
9.104,1.16548,1.73177
9.105,1.16463,1.73206
9.106,1.16378,1.73234
9.107,1.16293,1.73263
9.108,1.16207,1.73291
9.109,1.16122,1.73319
9.11,1.16037,1.73347
9.111,1.15952,1.73375
9.112,1.15867,1.73402
9.113,1.15782,1.7343
9.114,1.15697,1.73457
9.115,1.15612,1.73485
9.116,1.15527,1.73512
9.117,1.15442,1.73539
9.118,1.15357,1.73565
9.119,1.15272,1.73592
9.12,1.15187,1.73619
9.121,1.15103,1.73645
9.122,1.15018,1.73671
9.123,1.14933,1.73697
9.124,1.14848,1.73723
9.125,1.14764,1.73749
9.126,1.14679,1.73775
9.127,1.14595,1.738
9.128,1.1451,1.73825
9.129,1.14425,1.73851
9.13,1.14341,1.73876
9.131,1.14256,1.73901
9.132,1.14172,1.73925
9.133,1.14088,1.7395
9.134,1.14003,1.73975
9.135,1.13919,1.73999
9.136,1.13835,1.74023
9.137,1.1375,1.74047
9.138,1.13666,1.74071
9.139,1.13582,1.74095
9.14,1.13498,1.74119
9.141,1.13414,1.74142
9.142,1.1333,1.74166
9.143,1.13245,1.74189
9.144,1.13161,1.74212
9.145,1.13078,1.74235
9.146,1.12994,1.74258
9.147,1.1291,1.7428
9.148,1.12826,1.74303
9.149,1.12742,1.74325
9.15,1.12658,1.74347
9.151,1.12574,1.74369
9.152,1.12491,1.74391
9.153,1.12407,1.74413
9.154,1.12323,1.74435
9.155,1.1224,1.74456
9.156,1.12156,1.74478
9.157,1.12073,1.74499
9.158,1.11989,1.7452
9.159,1.11906,1.74541
9.16,1.11822,1.74561
9.161,1.11739,1.74582
9.162,1.11656,1.74603
9.163,1.11572,1.74623
9.164,1.11489,1.74643
9.165,1.11406,1.74663
9.166,1.11323,1.74683
9.167,1.11239,1.74703
9.168,1.11156,1.74723
9.169,1.11073,1.74742
9.17,1.1099,1.74761
9.171,1.10907,1.74781
9.172,1.10824,1.748
9.173,1.10741,1.74819
9.174,1.10659,1.74837
9.175,1.10576,1.74856
9.176,1.10493,1.74875
9.177,1.1041,1.74893
9.178,1.10328,1.74911
9.179,1.10245,1.74929
9.18,1.10162,1.74947
9.181,1.1008,1.74965
9.182,1.09997,1.74982
9.183,1.09915,1.75
9.184,1.09832,1.75017
9.185,1.0975,1.75035
9.186,1.09668,1.75052
9.187,1.09585,1.75069
9.188,1.09503,1.75085
9.189,1.09421,1.75102
9.19,1.09339,1.75118
9.191,1.09257,1.75135
9.192,1.09174,1.75151
9.193,1.09092,1.75167
9.194,1.0901,1.75183
9.195,1.08928,1.75199
9.196,1.08847,1.75214
9.197,1.08765,1.7523
9.198,1.08683,1.75245
9.199,1.08601,1.7526
9.2,1.08519,1.75276
9.201,1.08438,1.75291
9.202,1.08356,1.75305
9.203,1.08274,1.7532
9.204,1.08193,1.75334
9.205,1.08111,1.75349
9.206,1.0803,1.75363
9.207,1.07948,1.75377
9.208,1.07867,1.75391
9.209,1.07786,1.75405
9.21,1.07704,1.75419
9.211,1.07623,1.75432
9.212,1.07542,1.75445
9.213,1.07461,1.75459
9.214,1.0738,1.75472
9.215,1.07299,1.75485
9.216,1.07218,1.75497
9.217,1.07137,1.7551
9.218,1.07056,1.75523
9.219,1.06975,1.75535
9.22,1.06894,1.75547
9.221,1.06814,1.75559
9.222,1.06733,1.75571
9.223,1.06652,1.75583
9.224,1.06572,1.75595
9.225,1.06491,1.75606
9.226,1.0641,1.75618
9.227,1.0633,1.75629
9.228,1.0625,1.7564
9.229,1.06169,1.75651
9.23,1.06089,1.75662
9.231,1.06009,1.75673
9.232,1.05928,1.75683
9.233,1.05848,1.75694
9.234,1.05768,1.75704
9.235,1.05688,1.75714
9.236,1.05608,1.75724
9.237,1.05528,1.75734
9.238,1.05448,1.75744
9.239,1.05368,1.75753
9.24,1.05288,1.75763
9.241,1.05209,1.75772
9.242,1.05129,1.75781
9.243,1.05049,1.7579
9.244,1.0497,1.75799
9.245,1.0489,1.75808
9.246,1.04811,1.75816
9.247,1.04731,1.75825
9.248,1.04652,1.75833
9.249,1.04572,1.75841
9.25,1.04493,1.75849
9.251,1.04414,1.75857
9.252,1.04335,1.75865
9.253,1.04255,1.75873
9.254,1.04176,1.7588
9.255,1.04097,1.75887
9.256,1.04018,1.75895
9.257,1.03939,1.75902
9.258,1.0386,1.75909
9.259,1.03782,1.75915
9.26,1.03703,1.75922
9.261,1.03624,1.75929
9.262,1.03545,1.75935
9.263,1.03467,1.75941
9.264,1.03388,1.75947
9.265,1.0331,1.75953
9.266,1.03231,1.75959
9.267,1.03153,1.75965
9.268,1.03074,1.7597
9.269,1.02996,1.75976
9.27,1.02918,1.75981
9.271,1.0284,1.75986
9.272,1.02762,1.75991
9.273,1.02683,1.75996
9.274,1.02605,1.76001
9.275,1.02527,1.76005
9.276,1.0245,1.7601
9.277,1.02372,1.76014
9.278,1.02294,1.76018
9.279,1.02216,1.76022
9.28,1.02138,1.76026
9.281,1.02061,1.7603
9.282,1.01983,1.76034
9.283,1.01906,1.76037
9.284,1.01828,1.7604
9.285,1.01751,1.76044
9.286,1.01673,1.76047
9.287,1.01596,1.7605
9.288,1.01519,1.76052
9.289,1.01442,1.76055
9.29,1.01364,1.76058
9.291,1.01287,1.7606
9.292,1.0121,1.76062
9.293,1.01133,1.76064
9.294,1.01056,1.76066
9.295,1.00979,1.76068
9.296,1.00903,1.7607
9.297,1.00826,1.76072
9.298,1.00749,1.76073
9.299,1.00673,1.76074
9.3,1.00596,1.76076
9.301,1.00519,1.76077
9.302,1.00443,1.76078
9.303,1.00367,1.76078
9.304,1.0029,1.76079
9.305,1.00214,1.7608
9.306,1.00138,1.7608
9.307,1.00061,1.7608
9.308,0.999853,1.7608
9.309,0.999093,1.7608
9.31,0.998332,1.7608
9.311,0.997573,1.7608
9.312,0.996814,1.76079
9.313,0.996056,1.76079
9.314,0.995298,1.76078
9.315,0.994541,1.76077
9.316,0.993784,1.76076
9.317,0.993028,1.76075
9.318,0.992273,1.76074
9.319,0.991518,1.76073
9.32,0.990763,1.76071
9.321,0.99001,1.76069
9.322,0.989257,1.76068
9.323,0.988504,1.76066
9.324,0.987752,1.76064
9.325,0.987001,1.76062
9.326,0.98625,1.76059
9.327,0.9855,1.76057
9.328,0.98475,1.76054
9.329,0.984002,1.76052
9.33,0.983253,1.76049
9.331,0.982505,1.76046
9.332,0.981758,1.76043
9.333,0.981012,1.7604
9.334,0.980266,1.76036
9.335,0.97952,1.76033
9.336,0.978776,1.76029
9.337,0.978031,1.76025
9.338,0.977288,1.76022
9.339,0.976545,1.76018
9.34,0.975803,1.76014
9.341,0.975061,1.76009
9.342,0.97432,1.76005
9.343,0.973579,1.76
9.344,0.972839,1.75996
9.345,0.9721,1.75991
9.346,0.971361,1.75986
9.347,0.970623,1.75981
9.348,0.969886,1.75976
9.349,0.969149,1.7597
9.35,0.968413,1.75965
9.351,0.967677,1.75959
9.352,0.966942,1.75954
9.353,0.966207,1.75948
9.354,0.965474,1.75942
9.355,0.96474,1.75936
9.356,0.964008,1.7593
9.357,0.963276,1.75923
9.358,0.962544,1.75917
9.359,0.961814,1.7591
9.36,0.961084,1.75904
9.361,0.960354,1.75897
9.362,0.959625,1.7589
9.363,0.958897,1.75883
9.364,0.958169,1.75876
9.365,0.957442,1.75868
9.366,0.956716,1.75861
9.367,0.95599,1.75853
9.368,0.955265,1.75845
9.369,0.954541,1.75837
9.37,0.953817,1.75829
9.371,0.953093,1.75821
9.372,0.952371,1.75813
9.373,0.951649,1.75805
9.374,0.950927,1.75796
9.375,0.950207,1.75788
9.376,0.949486,1.75779
9.377,0.948767,1.7577
9.378,0.948048,1.75761
9.379,0.94733,1.75752
9.38,0.946612,1.75743
9.381,0.945895,1.75733
9.382,0.945179,1.75724
9.383,0.944463,1.75714
9.384,0.943748,1.75704
9.385,0.943033,1.75694
9.386,0.94232,1.75684
9.387,0.941606,1.75674
9.388,0.940894,1.75664
9.389,0.940182,1.75654
9.39,0.939471,1.75643
9.391,0.93876,1.75632
9.392,0.93805,1.75622
9.393,0.937341,1.75611
9.394,0.936632,1.756
9.395,0.935924,1.75589
9.396,0.935216,1.75577
9.397,0.93451,1.75566
9.398,0.933803,1.75555
9.399,0.933098,1.75543
9.4,0.932393,1.75531
9.401,0.931689,1.75519
9.402,0.930985,1.75507
9.403,0.930282,1.75495
9.404,0.92958,1.75483
9.405,0.928878,1.75471
9.406,0.928177,1.75458
9.407,0.927477,1.75446
9.408,0.926777,1.75433
9.409,0.926078,1.7542
9.41,0.92538,1.75407
9.411,0.924682,1.75394
9.412,0.923985,1.75381
9.413,0.923288,1.75367
9.414,0.922592,1.75354
9.415,0.921897,1.7534
9.416,0.921202,1.75327
9.417,0.920509,1.75313
9.418,0.919815,1.75299
9.419,0.919123,1.75285
9.42,0.918431,1.75271
9.421,0.917739,1.75256
9.422,0.917049,1.75242
9.423,0.916359,1.75227
9.424,0.915669,1.75213
9.425,0.914981,1.75198
9.426,0.914293,1.75183
9.427,0.913605,1.75168
9.428,0.912918,1.75153
9.429,0.912232,1.75138
9.43,0.911547,1.75122
9.431,0.910862,1.75107
9.432,0.910178,1.75091
9.433,0.909495,1.75076
9.434,0.908812,1.7506
9.435,0.90813,1.75044
9.436,0.907448,1.75028
9.437,0.906767,1.75011
9.438,0.906087,1.74995
9.439,0.905408,1.74979
9.44,0.904729,1.74962
9.441,0.904051,1.74945
9.442,0.903373,1.74929
9.443,0.902696,1.74912
9.444,0.90202,1.74895
9.445,0.901344,1.74878
9.446,0.900669,1.7486
9.447,0.899995,1.74843
9.448,0.899322,1.74826
9.449,0.898649,1.74808
9.45,0.897976,1.7479
9.451,0.897305,1.74772
9.452,0.896634,1.74754
9.453,0.895964,1.74736
9.454,0.895294,1.74718
9.455,0.894625,1.747
9.456,0.893957,1.74681
9.457,0.893289,1.74663
9.458,0.892622,1.74644
9.459,0.891956,1.74626
9.46,0.89129,1.74607
9.461,0.890625,1.74588
9.462,0.889961,1.74569
9.463,0.889297,1.74549
9.464,0.888634,1.7453
9.465,0.887972,1.74511
9.466,0.88731,1.74491
9.467,0.886649,1.74471
9.468,0.885989,1.74452
9.469,0.88533,1.74432
9.47,0.884671,1.74412
9.471,0.884012,1.74392
9.472,0.883355,1.74371
9.473,0.882698,1.74351
9.474,0.882041,1.74331
9.475,0.881386,1.7431
9.476,0.880731,1.74289
9.477,0.880077,1.74269
9.478,0.879423,1.74248
9.479,0.87877,1.74227
9.48,0.878118,1.74206
9.481,0.877466,1.74184
9.482,0.876815,1.74163
9.483,0.876165,1.74142
9.484,0.875515,1.7412
9.485,0.874866,1.74098
9.486,0.874218,1.74077
9.487,0.87357,1.74055
9.488,0.872924,1.74033
9.489,0.872277,1.74011
9.49,0.871632,1.73988
9.491,0.870987,1.73966
9.492,0.870343,1.73944
9.493,0.869699,1.73921
9.494,0.869056,1.73898
9.495,0.868414,1.73876
9.496,0.867772,1.73853
9.497,0.867131,1.7383
9.498,0.866491,1.73807
9.499,0.865852,1.73783
9.5,0.865213,1.7376
9.501,0.864575,1.73737
9.502,0.863937,1.73713
9.503,0.8633,1.73689
9.504,0.862664,1.73666
9.505,0.862029,1.73642
9.506,0.861394,1.73618
9.507,0.86076,1.73594
9.508,0.860126,1.7357
9.509,0.859494,1.73545
9.51,0.858861,1.73521
9.511,0.85823,1.73497
9.512,0.857599,1.73472
9.513,0.856969,1.73447
9.514,0.85634,1.73422
9.515,0.855711,1.73397
9.516,0.855083,1.73372
9.517,0.854455,1.73347
9.518,0.853829,1.73322
9.519,0.853203,1.73297
9.52,0.852577,1.73271
9.521,0.851953,1.73246
9.522,0.851329,1.7322
9.523,0.850705,1.73194
9.524,0.850083,1.73169
9.525,0.849461,1.73143
9.526,0.848839,1.73117
9.527,0.848219,1.7309
9.528,0.847599,1.73064
9.529,0.846979,1.73038
9.53,0.846361,1.73011
9.531,0.845743,1.72985
9.532,0.845126,1.72958
9.533,0.844509,1.72931
9.534,0.843893,1.72904
9.535,0.843278,1.72877
9.536,0.842663,1.7285
9.537,0.842049,1.72823
9.538,0.841436,1.72796
9.539,0.840824,1.72768
9.54,0.840212,1.72741
9.541,0.839601,1.72713
9.542,0.83899,1.72685
9.543,0.83838,1.72658
9.544,0.837771,1.7263
9.545,0.837163,1.72602
9.546,0.836555,1.72574
9.547,0.835948,1.72545
9.548,0.835341,1.72517
9.549,0.834736,1.72489
9.55,0.83413,1.7246
9.551,0.833526,1.72432
9.552,0.832922,1.72403
9.553,0.832319,1.72374
9.554,0.831717,1.72345
9.555,0.831115,1.72316
9.556,0.830514,1.72287
9.557,0.829914,1.72258
9.558,0.829314,1.72229
9.559,0.828715,1.72199
9.56,0.828117,1.7217
9.561,0.827519,1.7214
9.562,0.826922,1.7211
9.563,0.826326,1.72081
9.564,0.82573,1.72051
9.565,0.825135,1.72021
9.566,0.824541,1.71991
9.567,0.823947,1.71961
9.568,0.823355,1.7193
9.569,0.822762,1.719
9.57,0.822171,1.71869
9.571,0.82158,1.71839
9.572,0.82099,1.71808
9.573,0.8204,1.71777
9.574,0.819811,1.71747
9.575,0.819223,1.71716
9.576,0.818636,1.71685
9.577,0.818049,1.71653
9.578,0.817463,1.71622
9.579,0.816877,1.71591
9.58,0.816292,1.71559
9.581,0.815708,1.71528
9.582,0.815125,1.71496
9.583,0.814542,1.71465
9.584,0.81396,1.71433
9.585,0.813378,1.71401
9.586,0.812798,1.71369
9.587,0.812217,1.71337
9.588,0.811638,1.71305
9.589,0.811059,1.71272
9.59,0.810481,1.7124
9.591,0.809904,1.71208
9.592,0.809327,1.71175
9.593,0.808751,1.71142
9.594,0.808176,1.7111
9.595,0.807601,1.71077
9.596,0.807027,1.71044
9.597,0.806454,1.71011
9.598,0.805881,1.70978
9.599,0.805309,1.70945
9.6,0.804738,1.70911
9.601,0.804167,1.70878
9.602,0.803597,1.70845
9.603,0.803028,1.70811
9.604,0.802459,1.70777
9.605,0.801891,1.70744
9.606,0.801324,1.7071
9.607,0.800757,1.70676
9.608,0.800191,1.70642
9.609,0.799626,1.70608
9.61,0.799061,1.70574
9.611,0.798498,1.70539
9.612,0.797934,1.70505
9.613,0.797372,1.70471
9.614,0.79681,1.70436
9.615,0.796249,1.70401
9.616,0.795688,1.70367
9.617,0.795128,1.70332
9.618,0.794569,1.70297
9.619,0.79401,1.70262
9.62,0.793452,1.70227
9.621,0.792895,1.70192
9.622,0.792339,1.70156
9.623,0.791783,1.70121
9.624,0.791228,1.70086
9.625,0.790673,1.7005
9.626,0.790119,1.70015
9.627,0.789566,1.69979
9.628,0.789013,1.69943
9.629,0.788462,1.69907
9.63,0.78791,1.69871
9.631,0.78736,1.69835
9.632,0.78681,1.69799
9.633,0.786261,1.69763
9.634,0.785712,1.69727
9.635,0.785164,1.6969
9.636,0.784617,1.69654
9.637,0.784071,1.69617
9.638,0.783525,1.69581
9.639,0.78298,1.69544
9.64,0.782435,1.69507
9.641,0.781891,1.6947
9.642,0.781348,1.69433
9.643,0.780806,1.69396
9.644,0.780264,1.69359
9.645,0.779723,1.69322
9.646,0.779182,1.69285
9.647,0.778642,1.69247
9.648,0.778103,1.6921
9.649,0.777565,1.69172
9.65,0.777027,1.69135
9.651,0.776489,1.69097
9.652,0.775953,1.69059
9.653,0.775417,1.69021
9.654,0.774882,1.68983
9.655,0.774347,1.68945
9.656,0.773813,1.68907
9.657,0.77328,1.68869
9.658,0.772748,1.68831
9.659,0.772216,1.68792
9.66,0.771685,1.68754
9.661,0.771154,1.68715
9.662,0.770624,1.68677
9.663,0.770095,1.68638
9.664,0.769566,1.68599
9.665,0.769038,1.6856
9.666,0.768511,1.68521
9.667,0.767985,1.68482
9.668,0.767459,1.68443
9.669,0.766933,1.68404
9.67,0.766409,1.68365
9.671,0.765885,1.68326
9.672,0.765361,1.68286
9.673,0.764839,1.68247
9.674,0.764317,1.68207
9.675,0.763796,1.68168
9.676,0.763275,1.68128
9.677,0.762755,1.68088
9.678,0.762236,1.68048
9.679,0.761717,1.68008
9.68,0.761199,1.67968
9.681,0.760681,1.67928
9.682,0.760165,1.67888
9.683,0.759649,1.67848
9.684,0.759133,1.67807
9.685,0.758619,1.67767
9.686,0.758104,1.67726
9.687,0.757591,1.67686
9.688,0.757078,1.67645
9.689,0.756566,1.67604
9.69,0.756055,1.67564
9.691,0.755544,1.67523
9.692,0.755034,1.67482
9.693,0.754524,1.67441
9.694,0.754015,1.674
9.695,0.753507,1.67358
9.696,0.753,1.67317
9.697,0.752493,1.67276
9.698,0.751986,1.67234
9.699,0.751481,1.67193
9.7,0.750976,1.67151
9.701,0.750472,1.6711
9.702,0.749968,1.67068
9.703,0.749465,1.67026
9.704,0.748963,1.66984
9.705,0.748461,1.66943
9.706,0.74796,1.66901
9.707,0.747459,1.66858
9.708,0.74696,1.66816
9.709,0.746461,1.66774
9.71,0.745962,1.66732
9.711,0.745464,1.6669
9.712,0.744967,1.66647
9.713,0.744471,1.66605
9.714,0.743975,1.66562
9.715,0.74348,1.66519
9.716,0.742985,1.66477
9.717,0.742491,1.66434
9.718,0.741998,1.66391
9.719,0.741505,1.66348
9.72,0.741013,1.66305
9.721,0.740522,1.66262
9.722,0.740031,1.66219
9.723,0.739541,1.66176
9.724,0.739052,1.66132
9.725,0.738563,1.66089
9.726,0.738075,1.66046
9.727,0.737588,1.66002
9.728,0.737101,1.65959
9.729,0.736615,1.65915
9.73,0.736129,1.65871
9.731,0.735644,1.65827
9.732,0.73516,1.65784
9.733,0.734676,1.6574
9.734,0.734193,1.65696
9.735,0.733711,1.65652
9.736,0.733229,1.65608
9.737,0.732748,1.65563
9.738,0.732268,1.65519
9.739,0.731788,1.65475
9.74,0.731309,1.6543
9.741,0.73083,1.65386
9.742,0.730353,1.65341
9.743,0.729875,1.65297
9.744,0.729399,1.65252
9.745,0.728923,1.65208
9.746,0.728447,1.65163
9.747,0.727973,1.65118
9.748,0.727499,1.65073
9.749,0.727025,1.65028
9.75,0.726553,1.64983
9.751,0.72608,1.64938
9.752,0.725609,1.64893
9.753,0.725138,1.64847
9.754,0.724668,1.64802
9.755,0.724198,1.64757
9.756,0.723729,1.64711
9.757,0.723261,1.64666
9.758,0.722793,1.6462
9.759,0.722326,1.64575
9.76,0.72186,1.64529
9.761,0.721394,1.64483
9.762,0.720929,1.64437
9.763,0.720464,1.64391
9.764,0.72,1.64345
9.765,0.719537,1.64299
9.766,0.719074,1.64253
9.767,0.718612,1.64207
9.768,0.718151,1.64161
9.769,0.71769,1.64115
9.77,0.71723,1.64068
9.771,0.71677,1.64022
9.772,0.716312,1.63976
9.773,0.715853,1.63929
9.774,0.715396,1.63882
9.775,0.714939,1.63836
9.776,0.714482,1.63789
9.777,0.714026,1.63742
9.778,0.713571,1.63696
9.779,0.713117,1.63649
9.78,0.712663,1.63602
9.781,0.71221,1.63555
