t,K,Z
9.86,2.03044,0.993882
9.87,2.03046,0.99394
9.88,2.03048,0.993997
9.89,2.0305,0.994054
9.9,2.03051,0.994111
9.91,2.03053,0.994167
9.92,2.03054,0.994222
9.93,2.03056,0.994277
9.94,2.03057,0.994332
9.95,2.03058,0.994386
9.96,2.03059,0.994439
9.97,2.0306,0.994492
9.98,2.0306,0.994545
9.99,2.03061,0.994597
10,2.03062,0.994648
10.01,2.03062,0.994699
10.02,2.03063,0.99475
10.03,2.03063,0.9948
10.04,2.03063,0.99485
10.05,2.03063,0.994899
10.06,2.03063,0.994947
10.07,2.03063,0.994995
10.08,2.03063,0.995043
10.09,2.03062,0.99509
10.1,2.03062,0.995136
10.11,2.03061,0.995182
10.12,2.03061,0.995228
10.13,2.0306,0.995273
10.14,2.03059,0.995317
10.15,2.03058,0.995361
10.16,2.03057,0.995405
10.17,2.03056,0.995448
10.18,2.03055,0.99549
10.19,2.03054,0.995532
10.2,2.03052,0.995574
10.21,2.03051,0.995615
10.22,2.03049,0.995656
10.23,2.03048,0.995696
10.24,2.03046,0.995735
10.25,2.03044,0.995774
10.26,2.03042,0.995813
10.27,2.03041,0.995851
10.28,2.03039,0.995889
10.29,2.03036,0.995926
10.3,2.03034,0.995963
10.31,2.03032,0.995999
10.32,2.0303,0.996035
10.33,2.03027,0.99607
10.34,2.03025,0.996105
10.35,2.03023,0.996139
10.36,2.0302,0.996173
10.37,2.03017,0.996206
10.38,2.03015,0.996239
10.39,2.03012,0.996271
10.4,2.03009,0.996303
10.41,2.03006,0.996335
10.42,2.03003,0.996366
10.43,2.03,0.996396
10.44,2.02997,0.996427
10.45,2.02994,0.996456
10.46,2.02991,0.996485
10.47,2.02987,0.996514
10.48,2.02984,0.996542
10.49,2.02981,0.99657
10.5,2.02977,0.996598
10.51,2.02974,0.996625
10.52,2.0297,0.996651
10.53,2.02966,0.996677
10.54,2.02963,0.996703
10.55,2.02959,0.996728
10.56,2.02955,0.996753
10.57,2.02951,0.996777
10.58,2.02948,0.996801
10.59,2.02944,0.996824
10.6,2.0294,0.996847
10.61,2.02936,0.99687
10.62,2.02932,0.996892
10.63,2.02927,0.996914
10.64,2.02923,0.996935
10.65,2.02919,0.996956
10.66,2.02915,0.996976
10.67,2.02911,0.996996
10.68,2.02906,0.997016
10.69,2.02902,0.997035
10.7,2.02898,0.997054
10.71,2.02893,0.997072
10.72,2.02889,0.99709
10.73,2.02884,0.997108
10.74,2.0288,0.997125
10.75,2.02875,0.997142
10.76,2.0287,0.997158
10.77,2.02866,0.997174
10.78,2.02861,0.99719
10.79,2.02856,0.997205
10.8,2.02852,0.99722
10.81,2.02847,0.997235
10.82,2.02842,0.997249
10.83,2.02837,0.997263
10.84,2.02832,0.997276
10.85,2.02828,0.997289
10.86,2.02823,0.997302
10.87,2.02818,0.997314
10.88,2.02813,0.997326
10.89,2.02808,0.997337
10.9,2.02803,0.997349
10.91,2.02798,0.997359
10.92,2.02793,0.99737
10.93,2.02788,0.99738
10.94,2.02783,0.99739
10.95,2.02777,0.997399
10.96,2.02772,0.997408
10.97,2.02767,0.997417
10.98,2.02762,0.997425
10.99,2.02757,0.997434
11,2.02752,0.997441
11.01,2.02747,0.997449
11.02,2.02741,0.997456
11.03,2.02736,0.997463
11.04,2.02731,0.997469
11.05,2.02726,0.997475
11.06,2.0272,0.997481
11.07,2.02715,0.997487
11.08,2.0271,0.997492
11.09,2.02704,0.997497
11.1,2.02699,0.997501
11.11,2.02694,0.997506
11.12,2.02688,0.99751
11.13,2.02683,0.997513
11.14,2.02678,0.997517
11.15,2.02672,0.99752
11.16,2.02667,0.997523
11.17,2.02662,0.997525
11.18,2.02656,0.997527
11.19,2.02651,0.997529
11.2,2.02646,0.997531
11.21,2.0264,0.997532
11.22,2.02635,0.997534
11.23,2.0263,0.997534
11.24,2.02624,0.997535
11.25,2.02619,0.997535
11.26,2.02613,0.997535
11.27,2.02608,0.997535
11.28,2.02603,0.997535
11.29,2.02597,0.997534
11.3,2.02592,0.997533
11.31,2.02587,0.997532
11.32,2.02581,0.997531
11.33,2.02576,0.997529
11.34,2.0257,0.997527
11.35,2.02565,0.997525
11.36,2.0256,0.997522
11.37,2.02554,0.99752
11.38,2.02549,0.997517
11.39,2.02544,0.997514
11.4,2.02538,0.997511
11.41,2.02533,0.997507
11.42,2.02528,0.997503
11.43,2.02522,0.997499
11.44,2.02517,0.997495
11.45,2.02512,0.997491
11.46,2.02507,0.997486
11.47,2.02501,0.997482
11.48,2.02496,0.997477
11.49,2.02491,0.997471
11.5,2.02486,0.997466
11.51,2.0248,0.99746
11.52,2.02475,0.997455
11.53,2.0247,0.997449
11.54,2.02465,0.997442
11.55,2.0246,0.997436
11.56,2.02455,0.99743
11.57,2.02449,0.997423
11.58,2.02444,0.997416
11.59,2.02439,0.997409
11.6,2.02434,0.997402
11.61,2.02429,0.997394
11.62,2.02424,0.997387
11.63,2.02419,0.997379
11.64,2.02414,0.997371
11.65,2.02409,0.997363
11.66,2.02404,0.997355
11.67,2.02399,0.997347
11.68,2.02394,0.997338
11.69,2.02389,0.997329
11.7,2.02384,0.997321
11.71,2.02379,0.997312
11.72,2.02374,0.997302
11.73,2.02369,0.997293
11.74,2.02364,0.997284
11.75,2.0236,0.997274
11.76,2.02355,0.997265
11.77,2.0235,0.997255
11.78,2.02345,0.997245
11.79,2.02341,0.997235
11.8,2.02336,0.997225
11.81,2.02331,0.997214
11.82,2.02326,0.997204
11.83,2.02322,0.997193
11.84,2.02317,0.997183
11.85,2.02312,0.997172
11.86,2.02308,0.997161
11.87,2.02303,0.99715
11.88,2.02299,0.997139
11.89,2.02294,0.997128
11.9,2.0229,0.997117
11.91,2.02285,0.997105
11.92,2.02281,0.997094
11.93,2.02276,0.997082
11.94,2.02272,0.997071
11.95,2.02267,0.997059
11.96,2.02263,0.997047
11.97,2.02259,0.997035
11.98,2.02254,0.997023
11.99,2.0225,0.997011
12,2.02246,0.996999
12.01,2.02242,0.996986
12.02,2.02237,0.996974
12.03,2.02233,0.996962
12.04,2.02229,0.996949
12.05,2.02225,0.996937
12.06,2.02221,0.996924
12.07,2.02217,0.996911
12.08,2.02213,0.996899
12.09,2.02209,0.996886
12.1,2.02205,0.996873
12.11,2.02201,0.99686
12.12,2.02197,0.996847
12.13,2.02193,0.996834
12.14,2.02189,0.996821
12.15,2.02185,0.996807
12.16,2.02181,0.996794
12.17,2.02177,0.996781
12.18,2.02174,0.996768
12.19,2.0217,0.996754
12.2,2.02166,0.996741
12.21,2.02162,0.996727
12.22,2.02159,0.996714
12.23,2.02155,0.9967
12.24,2.02151,0.996687
12.25,2.02148,0.996673
12.26,2.02144,0.99666
12.27,2.02141,0.996646
12.28,2.02137,0.996632
12.29,2.02134,0.996619
12.3,2.0213,0.996605
12.31,2.02127,0.996591
12.32,2.02124,0.996577
12.33,2.0212,0.996564
12.34,2.02117,0.99655
12.35,2.02114,0.996536
12.36,2.0211,0.996522
12.37,2.02107,0.996508
12.38,2.02104,0.996494
12.39,2.02101,0.99648
12.4,2.02097,0.996467
12.41,2.02094,0.996453
12.42,2.02091,0.996439
12.43,2.02088,0.996425
12.44,2.02085,0.996411
12.45,2.02082,0.996397
12.46,2.02079,0.996383
12.47,2.02076,0.996369
12.48,2.02073,0.996355
12.49,2.0207,0.996341
12.5,2.02067,0.996327
12.51,2.02064,0.996313
12.52,2.02062,0.996299
12.53,2.02059,0.996285
12.54,2.02056,0.996272
12.55,2.02053,0.996258
12.56,2.02051,0.996244
12.57,2.02048,0.99623
12.58,2.02045,0.996216
12.59,2.02043,0.996202
12.6,2.0204,0.996188
12.61,2.02037,0.996175
12.62,2.02035,0.996161
12.63,2.02032,0.996147
12.64,2.0203,0.996133
12.65,2.02027,0.99612
12.66,2.02025,0.996106
12.67,2.02023,0.996092
12.68,2.0202,0.996079
12.69,2.02018,0.996065
12.7,2.02016,0.996051
12.71,2.02013,0.996038
12.72,2.02011,0.996024
12.73,2.02009,0.996011
12.74,2.02007,0.995997
12.75,2.02004,0.995984
12.76,2.02002,0.99597
12.77,2.02,0.995957
12.78,2.01998,0.995944
12.79,2.01996,0.99593
12.8,2.01994,0.995917
12.81,2.01992,0.995904
12.82,2.0199,0.995891
12.83,2.01988,0.995878
12.84,2.01986,0.995864
12.85,2.01984,0.995851
12.86,2.01982,0.995838
12.87,2.0198,0.995825
12.88,2.01979,0.995812
12.89,2.01977,0.9958
12.9,2.01975,0.995787
12.91,2.01973,0.995774
12.92,2.01972,0.995761
12.93,2.0197,0.995748
12.94,2.01968,0.995736
12.95,2.01967,0.995723
12.96,2.01965,0.995711
12.97,2.01963,0.995698
12.98,2.01962,0.995686
12.99,2.0196,0.995673
13,2.01959,0.995661
13.01,2.01957,0.995649
13.02,2.01956,0.995637
13.03,2.01954,0.995624
13.04,2.01953,0.995612
13.05,2.01952,0.9956
13.06,2.0195,0.995588
13.07,2.01949,0.995576
13.08,2.01948,0.995564
13.09,2.01946,0.995552
13.1,2.01945,0.995541
13.11,2.01944,0.995529
13.12,2.01943,0.995517
13.13,2.01941,0.995506
13.14,2.0194,0.995494
13.15,2.01939,0.995483
13.16,2.01938,0.995471
13.17,2.01937,0.99546
13.18,2.01936,0.995449
13.19,2.01935,0.995438
13.2,2.01934,0.995426
13.21,2.01933,0.995415
13.22,2.01932,0.995404
13.23,2.01931,0.995393
13.24,2.0193,0.995383
13.25,2.01929,0.995372
13.26,2.01928,0.995361
13.27,2.01927,0.99535
13.28,2.01926,0.99534
13.29,2.01925,0.995329
13.3,2.01925,0.995319
13.31,2.01924,0.995308
13.32,2.01923,0.995298
13.33,2.01922,0.995288
13.34,2.01922,0.995277
13.35,2.01921,0.995267
13.36,2.0192,0.995257
13.37,2.01919,0.995247
13.38,2.01919,0.995237
13.39,2.01918,0.995227
13.4,2.01918,0.995218
13.41,2.01917,0.995208
13.42,2.01916,0.995198
13.43,2.01916,0.995189
13.44,2.01915,0.995179
13.45,2.01915,0.99517
13.46,2.01914,0.995161
13.47,2.01914,0.995151
13.48,2.01913,0.995142
13.49,2.01913,0.995133
13.5,2.01913,0.995124
13.51,2.01912,0.995115
13.52,2.01912,0.995106
13.53,2.01912,0.995097
13.54,2.01911,0.995088
13.55,2.01911,0.99508
13.56,2.01911,0.995071
13.57,2.0191,0.995063
13.58,2.0191,0.995054
13.59,2.0191,0.995046
13.6,2.0191,0.995037
13.61,2.01909,0.995029
13.62,2.01909,0.995021
13.63,2.01909,0.995013
13.64,2.01909,0.995005
13.65,2.01909,0.994997
13.66,2.01908,0.994989
13.67,2.01908,0.994981
13.68,2.01908,0.994973
13.69,2.01908,0.994966
13.7,2.01908,0.994958
13.71,2.01908,0.994951
13.72,2.01908,0.994943
13.73,2.01908,0.994936
13.74,2.01908,0.994929
13.75,2.01908,0.994921
13.76,2.01908,0.994914
13.77,2.01908,0.994907
13.78,2.01908,0.9949
13.79,2.01908,0.994893
13.8,2.01908,0.994887
13.81,2.01908,0.99488
13.82,2.01908,0.994873
13.83,2.01908,0.994866
13.84,2.01909,0.99486
13.85,2.01909,0.994853
13.86,2.01909,0.994847
13.87,2.01909,0.994841
13.88,2.01909,0.994834
13.89,2.01909,0.994828
13.9,2.0191,0.994822
13.91,2.0191,0.994816
13.92,2.0191,0.99481
13.93,2.0191,0.994804
13.94,2.01911,0.994799
13.95,2.01911,0.994793
13.96,2.01911,0.994787
13.97,2.01911,0.994782
13.98,2.01912,0.994776
13.99,2.01912,0.994771
14,2.01912,0.994765
14.01,2.01913,0.99476
14.02,2.01913,0.994755
14.03,2.01913,0.994749
14.04,2.01914,0.994744
14.05,2.01914,0.994739
14.06,2.01915,0.994734
14.07,2.01915,0.994729
14.08,2.01915,0.994725
14.09,2.01916,0.99472
14.1,2.01916,0.994715
14.11,2.01917,0.994711
14.12,2.01917,0.994706
14.13,2.01918,0.994701
14.14,2.01918,0.994697
14.15,2.01918,0.994693
14.16,2.01919,0.994688
14.17,2.01919,0.994684
14.18,2.0192,0.99468
14.19,2.0192,0.994676
14.2,2.01921,0.994672
14.21,2.01921,0.994668
14.22,2.01922,0.994664
14.23,2.01923,0.99466
14.24,2.01923,0.994657
14.25,2.01924,0.994653
14.26,2.01924,0.994649
14.27,2.01925,0.994646
14.28,2.01925,0.994642
14.29,2.01926,0.994639
14.3,2.01927,0.994635
14.31,2.01927,0.994632
14.32,2.01928,0.994629
14.33,2.01928,0.994626
14.34,2.01929,0.994623
14.35,2.0193,0.994619
14.36,2.0193,0.994616
14.37,2.01931,0.994614
14.38,2.01931,0.994611
14.39,2.01932,0.994608
14.4,2.01933,0.994605
14.41,2.01933,0.994602
14.42,2.01934,0.9946
14.43,2.01935,0.994597
14.44,2.01935,0.994595
14.45,2.01936,0.994592
14.46,2.01937,0.99459
14.47,2.01937,0.994587
14.48,2.01938,0.994585
14.49,2.01939,0.994583
14.5,2.0194,0.994581
14.51,2.0194,0.994579
14.52,2.01941,0.994577
14.53,2.01942,0.994575
14.54,2.01942,0.994573
14.55,2.01943,0.994571
14.56,2.01944,0.994569
14.57,2.01945,0.994567
14.58,2.01945,0.994565
14.59,2.01946,0.994564
14.6,2.01947,0.994562
14.61,2.01948,0.99456
14.62,2.01948,0.994559
14.63,2.01949,0.994557
14.64,2.0195,0.994556
14.65,2.01951,0.994555
14.66,2.01951,0.994553
14.67,2.01952,0.994552
14.68,2.01953,0.994551
14.69,2.01954,0.99455
14.7,2.01954,0.994549
14.71,2.01955,0.994547
14.72,2.01956,0.994546
14.73,2.01957,0.994545
14.74,2.01957,0.994544
14.75,2.01958,0.994544
14.76,2.01959,0.994543
14.77,2.0196,0.994542
14.78,2.01961,0.994541
14.79,2.01961,0.994541
14.8,2.01962,0.99454
14.81,2.01963,0.994539
14.82,2.01964,0.994539
14.83,2.01965,0.994538
14.84,2.01965,0.994538
14.85,2.01966,0.994537
14.86,2.01967,0.994537
14.87,2.01968,0.994536
14.88,2.01969,0.994536
14.89,2.01969,0.994536
14.9,2.0197,0.994536
14.91,2.01971,0.994535
14.92,2.01972,0.994535
14.93,2.01972,0.994535
14.94,2.01973,0.994535
14.95,2.01974,0.994535
14.96,2.01975,0.994535
14.97,2.01976,0.994535
14.98,2.01976,0.994535
14.99,2.01977,0.994535
15,2.01978,0.994535
15.01,2.01979,0.994536
15.02,2.0198,0.994536
15.03,2.0198,0.994536
15.04,2.01981,0.994536
15.05,2.01982,0.994537
15.06,2.01983,0.994537
15.07,2.01984,0.994538
15.08,2.01984,0.994538
15.09,2.01985,0.994538
15.1,2.01986,0.994539
15.11,2.01987,0.994539
15.12,2.01988,0.99454
15.13,2.01988,0.994541
15.14,2.01989,0.994541
15.15,2.0199,0.994542
15.16,2.01991,0.994543
15.17,2.01991,0.994543
15.18,2.01992,0.994544
15.19,2.01993,0.994545
15.2,2.01994,0.994546
15.21,2.01995,0.994547
15.22,2.01995,0.994547
15.23,2.01996,0.994548
15.24,2.01997,0.994549
15.25,2.01998,0.99455
15.26,2.01998,0.994551
15.27,2.01999,0.994552
15.28,2.02,0.994553
15.29,2.02001,0.994554
15.3,2.02001,0.994555
15.31,2.02002,0.994556
15.32,2.02003,0.994558
15.33,2.02004,0.994559
15.34,2.02004,0.99456
15.35,2.02005,0.994561
15.36,2.02006,0.994562
15.37,2.02007,0.994564
15.38,2.02007,0.994565
15.39,2.02008,0.994566
15.4,2.02009,0.994567
15.41,2.0201,0.994569
15.42,2.0201,0.99457
15.43,2.02011,0.994572
15.44,2.02012,0.994573
15.45,2.02012,0.994574
15.46,2.02013,0.994576
15.47,2.02014,0.994577
15.48,2.02015,0.994579
15.49,2.02015,0.99458
15.5,2.02016,0.994582
15.51,2.02017,0.994583
15.52,2.02017,0.994585
15.53,2.02018,0.994586
15.54,2.02019,0.994588
15.55,2.02019,0.99459
15.56,2.0202,0.994591
15.57,2.02021,0.994593
15.58,2.02021,0.994594
15.59,2.02022,0.994596
15.6,2.02023,0.994598
15.61,2.02023,0.9946
15.62,2.02024,0.994601
15.63,2.02025,0.994603
15.64,2.02025,0.994605
15.65,2.02026,0.994606
15.66,2.02027,0.994608
15.67,2.02027,0.99461
15.68,2.02028,0.994612
15.69,2.02029,0.994614
15.7,2.02029,0.994615
15.71,2.0203,0.994617
15.72,2.0203,0.994619
15.73,2.02031,0.994621
15.74,2.02032,0.994623
15.75,2.02032,0.994625
15.76,2.02033,0.994627
15.77,2.02034,0.994628
15.78,2.02034,0.99463
15.79,2.02035,0.994632
15.8,2.02035,0.994634
15.81,2.02036,0.994636
15.82,2.02037,0.994638
15.83,2.02037,0.99464
15.84,2.02038,0.994642
15.85,2.02038,0.994644
15.86,2.02039,0.994646
15.87,2.02039,0.994648
15.88,2.0204,0.99465
15.89,2.0204,0.994652
15.9,2.02041,0.994654
15.91,2.02042,0.994656
15.92,2.02042,0.994658
15.93,2.02043,0.99466
15.94,2.02043,0.994662
15.95,2.02044,0.994664
15.96,2.02044,0.994666
15.97,2.02045,0.994668
15.98,2.02045,0.99467
15.99,2.02046,0.994672
16,2.02046,0.994674
16.01,2.02047,0.994676
16.02,2.02047,0.994678
16.03,2.02048,0.99468
16.04,2.02048,0.994682
16.05,2.02049,0.994684
16.06,2.02049,0.994686
16.07,2.0205,0.994688
16.08,2.0205,0.99469
16.09,2.02051,0.994693
16.1,2.02051,0.994695
16.11,2.02052,0.994697
16.12,2.02052,0.994699
16.13,2.02053,0.994701
16.14,2.02053,0.994703
16.15,2.02054,0.994705
16.16,2.02054,0.994707
16.17,2.02054,0.994709
16.18,2.02055,0.994711
16.19,2.02055,0.994713
16.2,2.02056,0.994715
16.21,2.02056,0.994717
16.22,2.02057,0.994719
16.23,2.02057,0.994722
16.24,2.02057,0.994724
16.25,2.02058,0.994726
16.26,2.02058,0.994728
16.27,2.02059,0.99473
16.28,2.02059,0.994732
16.29,2.02059,0.994734
16.3,2.0206,0.994736
16.31,2.0206,0.994738
16.32,2.0206,0.99474
16.33,2.02061,0.994742
16.34,2.02061,0.994744
16.35,2.02062,0.994746
16.36,2.02062,0.994748
16.37,2.02062,0.99475
16.38,2.02063,0.994752
16.39,2.02063,0.994754
16.4,2.02063,0.994756
16.41,2.02064,0.994758
16.42,2.02064,0.99476
16.43,2.02064,0.994762
16.44,2.02065,0.994764
16.45,2.02065,0.994766
16.46,2.02065,0.994768
16.47,2.02066,0.99477
16.48,2.02066,0.994772
16.49,2.02066,0.994774
16.5,2.02066,0.994776
16.51,2.02067,0.994778
16.52,2.02067,0.99478
16.53,2.02067,0.994782
16.54,2.02068,0.994784
16.55,2.02068,0.994786
16.56,2.02068,0.994788
16.57,2.02068,0.99479
16.58,2.02069,0.994792
16.59,2.02069,0.994794
16.6,2.02069,0.994796
16.61,2.0207,0.994798
16.62,2.0207,0.994799
16.63,2.0207,0.994801
16.64,2.0207,0.994803
16.65,2.02071,0.994805
16.66,2.02071,0.994807
16.67,2.02071,0.994809
16.68,2.02071,0.994811
16.69,2.02071,0.994812
16.7,2.02072,0.994814
16.71,2.02072,0.994816
16.72,2.02072,0.994818
16.73,2.02072,0.99482
16.74,2.02073,0.994822
16.75,2.02073,0.994823
16.76,2.02073,0.994825
16.77,2.02073,0.994827
16.78,2.02073,0.994829
16.79,2.02074,0.99483
16.8,2.02074,0.994832
16.81,2.02074,0.994834
16.82,2.02074,0.994836
16.83,2.02074,0.994837
16.84,2.02074,0.994839
16.85,2.02075,0.994841
16.86,2.02075,0.994842
16.87,2.02075,0.994844
16.88,2.02075,0.994846
16.89,2.02075,0.994847
16.9,2.02075,0.994849
16.91,2.02076,0.994851
16.92,2.02076,0.994852
16.93,2.02076,0.994854
16.94,2.02076,0.994856
16.95,2.02076,0.994857
16.96,2.02076,0.994859
16.97,2.02076,0.99486
16.98,2.02076,0.994862
16.99,2.02077,0.994864
17,2.02077,0.994865
17.01,2.02077,0.994867
17.02,2.02077,0.994868
17.03,2.02077,0.99487
17.04,2.02077,0.994871
17.05,2.02077,0.994873
17.06,2.02077,0.994874
17.07,2.02077,0.994876
17.08,2.02078,0.994877
17.09,2.02078,0.994879
17.1,2.02078,0.99488
17.11,2.02078,0.994882
17.12,2.02078,0.994883
17.13,2.02078,0.994884
17.14,2.02078,0.994886
17.15,2.02078,0.994887
17.16,2.02078,0.994889
17.17,2.02078,0.99489
17.18,2.02078,0.994891
17.19,2.02078,0.994893
17.2,2.02078,0.994894
17.21,2.02079,0.994895
17.22,2.02079,0.994897
17.23,2.02079,0.994898
17.24,2.02079,0.994899
17.25,2.02079,0.994901
17.26,2.02079,0.994902
17.27,2.02079,0.994903
17.28,2.02079,0.994904
17.29,2.02079,0.994906
17.3,2.02079,0.994907
17.31,2.02079,0.994908
17.32,2.02079,0.994909
17.33,2.02079,0.99491
17.34,2.02079,0.994912
17.35,2.02079,0.994913
17.36,2.02079,0.994914
17.37,2.02079,0.994915
17.38,2.02079,0.994916
17.39,2.02079,0.994917
17.4,2.02079,0.994919
17.41,2.02079,0.99492
17.42,2.02079,0.994921
17.43,2.02079,0.994922
17.44,2.02079,0.994923
17.45,2.02079,0.994924
17.46,2.02079,0.994925
17.47,2.02079,0.994926
17.48,2.02079,0.994927
17.49,2.02079,0.994928
17.5,2.02079,0.994929
17.51,2.02079,0.99493
17.52,2.02079,0.994931
17.53,2.02079,0.994932
17.54,2.02079,0.994933
17.55,2.02079,0.994934
17.56,2.02079,0.994935
17.57,2.02079,0.994936
17.58,2.02079,0.994937
17.59,2.02079,0.994938
17.6,2.02079,0.994939
17.61,2.02079,0.99494
17.62,2.02079,0.99494
17.63,2.02079,0.994941
17.64,2.02079,0.994942
17.65,2.02079,0.994943
17.66,2.02079,0.994944
17.67,2.02079,0.994945
17.68,2.02079,0.994945
17.69,2.02078,0.994946
17.7,2.02078,0.994947
17.71,2.02078,0.994948
17.72,2.02078,0.994949
17.73,2.02078,0.994949
17.74,2.02078,0.99495
17.75,2.02078,0.994951
17.76,2.02078,0.994952
17.77,2.02078,0.994952
17.78,2.02078,0.994953
17.79,2.02078,0.994954
17.8,2.02078,0.994954
17.81,2.02078,0.994955
17.82,2.02078,0.994956
17.83,2.02078,0.994956
17.84,2.02078,0.994957
17.85,2.02077,0.994958
17.86,2.02077,0.994958
17.87,2.02077,0.994959
17.88,2.02077,0.99496
17.89,2.02077,0.99496
17.9,2.02077,0.994961
17.91,2.02077,0.994961
17.92,2.02077,0.994962
17.93,2.02077,0.994963
17.94,2.02077,0.994963
17.95,2.02077,0.994964
17.96,2.02077,0.994964
17.97,2.02077,0.994965
17.98,2.02076,0.994965
17.99,2.02076,0.994966
18,2.02076,0.994966
18.01,2.02076,0.994967
18.02,2.02076,0.994967
18.03,2.02076,0.994968
18.04,2.02076,0.994968
18.05,2.02076,0.994969
18.06,2.02076,0.994969
18.07,2.02076,0.994969
18.08,2.02076,0.99497
18.09,2.02075,0.99497
18.1,2.02075,0.994971
18.11,2.02075,0.994971
18.12,2.02075,0.994971
18.13,2.02075,0.994972
18.14,2.02075,0.994972
18.15,2.02075,0.994973
18.16,2.02075,0.994973
18.17,2.02075,0.994973
18.18,2.02075,0.994974
18.19,2.02074,0.994974
18.2,2.02074,0.994974
18.21,2.02074,0.994974
18.22,2.02074,0.994975
18.23,2.02074,0.994975
18.24,2.02074,0.994975
18.25,2.02074,0.994976
18.26,2.02074,0.994976
18.27,2.02074,0.994976
18.28,2.02073,0.994976
18.29,2.02073,0.994977
18.3,2.02073,0.994977
18.31,2.02073,0.994977
18.32,2.02073,0.994977
18.33,2.02073,0.994978
18.34,2.02073,0.994978
18.35,2.02073,0.994978
18.36,2.02073,0.994978
18.37,2.02072,0.994978
18.38,2.02072,0.994979
18.39,2.02072,0.994979
18.4,2.02072,0.994979
18.41,2.02072,0.994979
18.42,2.02072,0.994979
18.43,2.02072,0.994979
18.44,2.02072,0.994979
18.45,2.02072,0.99498
18.46,2.02071,0.99498
18.47,2.02071,0.99498
18.48,2.02071,0.99498
18.49,2.02071,0.99498
18.5,2.02071,0.99498
18.51,2.02071,0.99498
18.52,2.02071,0.99498
18.53,2.02071,0.99498
18.54,2.0207,0.99498
18.55,2.0207,0.99498
18.56,2.0207,0.994981
18.57,2.0207,0.994981
18.58,2.0207,0.994981
18.59,2.0207,0.994981
18.6,2.0207,0.994981
18.61,2.0207,0.994981
18.62,2.0207,0.994981
18.63,2.02069,0.994981
18.64,2.02069,0.994981
18.65,2.02069,0.994981
18.66,2.02069,0.994981
18.67,2.02069,0.994981
18.68,2.02069,0.994981
18.69,2.02069,0.994981
18.7,2.02069,0.994981
18.71,2.02068,0.994981
18.72,2.02068,0.994981
18.73,2.02068,0.994981
18.74,2.02068,0.994981
18.75,2.02068,0.99498
18.76,2.02068,0.99498
18.77,2.02068,0.99498
18.78,2.02068,0.99498
18.79,2.02067,0.99498
18.8,2.02067,0.99498
18.81,2.02067,0.99498
18.82,2.02067,0.99498
18.83,2.02067,0.99498
18.84,2.02067,0.99498
18.85,2.02067,0.99498
18.86,2.02067,0.99498
18.87,2.02067,0.994979
18.88,2.02066,0.994979
18.89,2.02066,0.994979
18.9,2.02066,0.994979
18.91,2.02066,0.994979
18.92,2.02066,0.994979
18.93,2.02066,0.994979
18.94,2.02066,0.994979
18.95,2.02066,0.994978
18.96,2.02066,0.994978
18.97,2.02065,0.994978
18.98,2.02065,0.994978
18.99,2.02065,0.994978
19,2.02065,0.994978
19.01,2.02065,0.994977
19.02,2.02065,0.994977
19.03,2.02065,0.994977
19.04,2.02065,0.994977
19.05,2.02065,0.994977
19.06,2.02064,0.994977
19.07,2.02064,0.994976
19.08,2.02064,0.994976
19.09,2.02064,0.994976
19.1,2.02064,0.994976
19.11,2.02064,0.994976
19.12,2.02064,0.994975
19.13,2.02064,0.994975
19.14,2.02064,0.994975
19.15,2.02063,0.994975
19.16,2.02063,0.994975
19.17,2.02063,0.994974
19.18,2.02063,0.994974
19.19,2.02063,0.994974
19.2,2.02063,0.994974
19.21,2.02063,0.994973
19.22,2.02063,0.994973
19.23,2.02063,0.994973
19.24,2.02063,0.994973
19.25,2.02062,0.994972
19.26,2.02062,0.994972
19.27,2.02062,0.994972
19.28,2.02062,0.994972
19.29,2.02062,0.994971
19.3,2.02062,0.994971
19.31,2.02062,0.994971
19.32,2.02062,0.994971
19.33,2.02062,0.99497
19.34,2.02062,0.99497
19.35,2.02061,0.99497
19.36,2.02061,0.99497
19.37,2.02061,0.994969
19.38,2.02061,0.994969
19.39,2.02061,0.994969
19.4,2.02061,0.994969
19.41,2.02061,0.994968
19.42,2.02061,0.994968
19.43,2.02061,0.994968
19.44,2.02061,0.994967
19.45,2.0206,0.994967
19.46,2.0206,0.994967
19.47,2.0206,0.994967
19.48,2.0206,0.994966
19.49,2.0206,0.994966
19.5,2.0206,0.994966
19.51,2.0206,0.994965
19.52,2.0206,0.994965
19.53,2.0206,0.994965
19.54,2.0206,0.994965
19.55,2.0206,0.994964
19.56,2.0206,0.994964
19.57,2.02059,0.994964
19.58,2.02059,0.994963
19.59,2.02059,0.994963
19.6,2.02059,0.994963
19.61,2.02059,0.994963
19.62,2.02059,0.994962
19.63,2.02059,0.994962
19.64,2.02059,0.994962
19.65,2.02059,0.994961
19.66,2.02059,0.994961
19.67,2.02059,0.994961
19.68,2.02059,0.99496
19.69,2.02058,0.99496
19.7,2.02058,0.99496
19.71,2.02058,0.994959
19.72,2.02058,0.994959
19.73,2.02058,0.994959
19.74,2.02058,0.994959
19.75,2.02058,0.994958
19.76,2.02058,0.994958
19.77,2.02058,0.994958
19.78,2.02058,0.994957
19.79,2.02058,0.994957
19.8,2.02058,0.994957
19.81,2.02058,0.994956
19.82,2.02058,0.994956
19.83,2.02057,0.994956
19.84,2.02057,0.994955
19.85,2.02057,0.994955
19.86,2.02057,0.994955
