t,K,Z
9.2,2.28187,0.939923
9.3,2.28179,0.939793
9.4,2.28174,0.939679
9.5,2.28172,0.939579
9.6,2.28173,0.939492
9.7,2.28176,0.939417
9.8,2.2818,0.939353
9.9,2.28186,0.939299
10,2.28193,0.939254
10.1,2.28202,0.939217
10.2,2.28211,0.939188
10.3,2.2822,0.939164
10.4,2.28231,0.939147
10.5,2.28241,0.939135
10.6,2.28252,0.939127
10.7,2.28262,0.939123
10.8,2.28273,0.939123
10.9,2.28284,0.939125
11,2.28294,0.93913
11.1,2.28304,0.939138
11.2,2.28314,0.939147
11.3,2.28324,0.939157
11.4,2.28333,0.939169
11.5,2.28342,0.939181
11.6,2.2835,0.939194
11.7,2.28358,0.939208
11.8,2.28366,0.939222
11.9,2.28373,0.939236
12,2.2838,0.93925
12.1,2.28386,0.939264
12.2,2.28392,0.939278
12.3,2.28398,0.939291
12.4,2.28403,0.939304
12.5,2.28407,0.939317
12.6,2.28412,0.939329
12.7,2.28416,0.939341
12.8,2.2842,0.939353
12.9,2.28423,0.939363
13,2.28426,0.939374
13.1,2.28429,0.939383
13.2,2.28432,0.939392
13.3,2.28434,0.939401
13.4,2.28436,0.939409
13.5,2.28438,0.939416
13.6,2.2844,0.939423
13.7,2.28441,0.93943
13.8,2.28442,0.939436
13.9,2.28444,0.939441
14,2.28445,0.939446
14.1,2.28445,0.939451
14.2,2.28446,0.939455
14.3,2.28447,0.939459
14.4,2.28447,0.939463
14.5,2.28448,0.939466
14.6,2.28448,0.939469
14.7,2.28449,0.939471
14.8,2.28449,0.939474
14.9,2.28449,0.939476
15,2.28449,0.939477
15.1,2.28449,0.939479
15.2,2.28449,0.93948
15.3,2.28449,0.939482
15.4,2.28449,0.939483
15.5,2.28449,0.939484
15.6,2.28449,0.939484
15.7,2.28449,0.939485
15.8,2.28449,0.939485
15.9,2.28449,0.939486
16,2.28448,0.939486
16.1,2.28448,0.939486
16.2,2.28448,0.939487
16.3,2.28448,0.939487
16.4,2.28448,0.939487
16.5,2.28448,0.939487
16.6,2.28448,0.939487
16.7,2.28447,0.939487
16.8,2.28447,0.939487
16.9,2.28447,0.939487
17,2.28447,0.939486
17.1,2.28447,0.939486
17.2,2.28447,0.939486
17.3,2.28447,0.939486
17.4,2.28447,0.939486
17.5,2.28446,0.939486
17.6,2.28446,0.939485
17.7,2.28446,0.939485
17.8,2.28446,0.939485
17.9,2.28446,0.939485
18,2.28446,0.939485
18.1,2.28446,0.939484
18.2,2.28446,0.939484
18.3,2.28446,0.939484
18.4,2.28446,0.939484
18.5,2.28446,0.939484
18.6,2.28446,0.939484
18.7,2.28446,0.939483
18.8,2.28446,0.939483
18.9,2.28446,0.939483
19,2.28446,0.939483
19.1,2.28446,0.939483
19.2,2.28445,0.939483
19.3,2.28445,0.939483
19.4,2.28445,0.939483
19.5,2.28445,0.939483
19.6,2.28445,0.939482
19.7,2.28445,0.939482
19.8,2.28445,0.939482
19.9,2.28445,0.939482
20,2.28445,0.939482
20.1,2.28445,0.939482
20.2,2.28445,0.939482
20.3,2.28445,0.939482
20.4,2.28445,0.939482
20.5,2.28445,0.939482
20.6,2.28445,0.939482
20.7,2.28445,0.939482
20.8,2.28445,0.939482
20.9,2.28445,0.939482
21,2.28445,0.939482
21.1,2.28445,0.939482
21.2,2.28445,0.939482
21.3,2.28445,0.939482
21.4,2.28445,0.939482
21.5,2.28445,0.939482
21.6,2.28445,0.939482
21.7,2.28445,0.939482
21.8,2.28445,0.939482
21.9,2.28445,0.939482
22,2.28445,0.939482
22.1,2.28445,0.939482
22.2,2.28445,0.939482
22.3,2.28445,0.939482
22.4,2.28445,0.939482
22.5,2.28445,0.939482
22.6,2.28445,0.939482
22.7,2.28445,0.939482
22.8,2.28445,0.939482
22.9,2.28445,0.939482
23,2.28445,0.939482
23.1,2.28445,0.939482
23.2,2.28445,0.939482
23.3,2.28445,0.939482
23.4,2.28445,0.939482
23.5,2.28445,0.939482
23.6,2.28445,0.939482
23.7,2.28445,0.939482
23.8,2.28445,0.939482
23.9,2.28445,0.939482
24,2.28445,0.939482
24.1,2.28445,0.939482
24.2,2.28445,0.939482
24.3,2.28445,0.939482
24.4,2.28445,0.939482
24.5,2.28445,0.939482
24.6,2.28445,0.939482
24.7,2.28445,0.939482
24.8,2.28445,0.939482
24.9,2.28445,0.939482
25,2.28445,0.939482
25.1,2.28445,0.939482
25.2,2.28445,0.939482
25.3,2.28445,0.939482
25.4,2.28445,0.939482
25.5,2.28445,0.939482
25.6,2.28445,0.939482
25.7,2.28445,0.939482
25.8,2.28445,0.939482
25.9,2.28445,0.939482
26,2.28445,0.939482
26.1,2.28445,0.939482
26.2,2.28445,0.939482
26.3,2.28445,0.939482
26.4,2.28445,0.939482
26.5,2.28445,0.939482
26.6,2.28445,0.939482
26.7,2.28445,0.939482
26.8,2.28445,0.939482
26.9,2.28445,0.939482
27,2.28445,0.939482
27.1,2.28445,0.939482
27.2,2.28445,0.939482
27.3,2.28445,0.939482
27.4,2.28445,0.939482
27.5,2.28445,0.939482
27.6,2.28445,0.939482
27.7,2.28445,0.939482
27.8,2.28445,0.939482
27.9,2.28445,0.939482
28,2.28445,0.939482
28.1,2.28445,0.939482
28.2,2.28445,0.939482
28.3,2.28445,0.939482
28.4,2.28445,0.939482
28.5,2.28445,0.939482
28.6,2.28445,0.939482
28.7,2.28445,0.939482
28.8,2.28445,0.939482
28.9,2.28445,0.939482
29,2.28445,0.939482
29.1,2.28445,0.939482
29.2,2.28445,0.939482
29.3,2.28445,0.939482
29.4,2.28445,0.939482
29.5,2.28445,0.939482
29.6,2.28445,0.939482
29.7,2.28445,0.939482
29.8,2.28445,0.939482
29.9,2.28445,0.939482
30,2.28445,0.939482
30.1,2.28445,0.939482
30.2,2.28445,0.939482
30.3,2.28445,0.939482
30.4,2.28445,0.939482
30.5,2.28445,0.939482
30.6,2.28445,0.939482
30.7,2.28445,0.939482
30.8,2.28445,0.939482
30.9,2.28445,0.939482
31,2.28445,0.939482
31.1,2.28445,0.939482
31.2,2.28445,0.939482
31.3,2.28445,0.939482
31.4,2.28445,0.939482
31.5,2.28445,0.939482
31.6,2.28445,0.939482
31.7,2.28445,0.939482
31.8,2.28445,0.939482
31.9,2.28445,0.939482
32,2.28445,0.939482
32.1,2.28445,0.939482
32.2,2.28445,0.939482
32.3,2.28445,0.939482
32.4,2.28445,0.939482
32.5,2.28445,0.939482
32.6,2.28445,0.939482
32.7,2.28445,0.939482
32.8,2.28445,0.939482
32.9,2.28445,0.939482
33,2.28445,0.939482
33.1,2.28445,0.939482
33.2,2.28445,0.939482
33.3,2.28445,0.939482
33.4,2.28445,0.939482
33.5,2.28445,0.939482
33.6,2.28445,0.939482
33.7,2.28445,0.939482
33.8,2.28445,0.939482
33.9,2.28445,0.939482
34,2.28445,0.939482
34.1,2.28445,0.939482
34.2,2.28445,0.939482
34.3,2.28445,0.939482
34.4,2.28445,0.939482
34.5,2.28445,0.939482
34.6,2.28445,0.939482
34.7,2.28445,0.939482
34.8,2.28445,0.939482
34.9,2.28445,0.939482
35,2.28445,0.939482
35.1,2.28445,0.939482
35.2,2.28445,0.939482
35.3,2.28445,0.939482
35.4,2.28445,0.939482
35.5,2.28445,0.939482
35.6,2.28445,0.939482
35.7,2.28445,0.939482
35.8,2.28445,0.939482
35.9,2.28445,0.939482
36,2.28445,0.939482
36.1,2.28445,0.939482
36.2,2.28445,0.939482
36.3,2.28445,0.939482
36.4,2.28445,0.939482
36.5,2.28445,0.939482
36.6,2.28445,0.939482
36.7,2.28445,0.939482
36.8,2.28445,0.939482
36.9,2.28445,0.939482
37,2.28445,0.939482
37.1,2.28445,0.939482
37.2,2.28445,0.939482
37.3,2.28445,0.939482
37.4,2.28445,0.939482
37.5,2.28445,0.939482
37.6,2.28445,0.939482
37.7,2.28445,0.939482
37.8,2.28445,0.939482
37.9,2.28445,0.939482
38,2.28445,0.939482
38.1,2.28445,0.939482
38.2,2.28445,0.939482
38.3,2.28445,0.939482
38.4,2.28445,0.939482
38.5,2.28445,0.939482
38.6,2.28445,0.939482
38.7,2.28445,0.939482
38.8,2.28445,0.939482
38.9,2.28445,0.939482
39,2.28445,0.939482
39.1,2.28445,0.939482
39.2,2.28445,0.939482
39.3,2.28445,0.939482
39.4,2.28445,0.939482
39.5,2.28445,0.939482
39.6,2.28445,0.939482
39.7,2.28445,0.939482
39.8,2.28445,0.939482
39.9,2.28445,0.939482
