t,K,Z
20.2,0.377452,0.163152
20.3,0.409039,0.152995
20.4,0.443685,0.143953
20.5,0.481666,0.135945
20.6,0.523285,0.128899
20.7,0.568868,0.122754
20.8,0.618772,0.117462
20.9,0.673381,0.112984
21,0.733111,0.109293
21.1,0.798409,0.106376
21.2,0.869757,0.104232
21.3,0.947667,0.102874
21.4,1.03268,0.102336
21.5,1.12539,0.10267
21.6,1.22637,0.103958
21.7,1.33626,0.106311
21.8,1.45568,0.109886
21.9,1.58525,0.114893
22,1.72556,0.121617
22.1,1.87713,0.130441
22.2,2.04036,0.141883
22.3,2.21544,0.156644
22.4,2.40229,0.175683
22.5,2.60031,0.200319
22.6,2.80825,0.232376
22.7,3.02382,0.274395
22.8,3.24323,0.329928
22.9,3.46055,0.403938
23,3.66682,0.503329
23.1,3.84894,0.637558
23.2,3.98844,0.819195
23.3,4.06056,1.06401
23.4,4.03457,1.38965
23.5,3.87736,1.81135
23.6,3.56277,2.33254
23.7,3.08802,2.93032
23.8,2.49193,3.54217
23.9,1.85844,4.07064
24,1.28778,4.42008
24.1,0.847349,4.54728
24.2,0.546771,4.47786
24.3,0.356611,4.27491
24.4,0.239824,3.99987
24.5,0.16788,3.69581
24.6,0.122623,3.38828
24.7,0.093337,3.091
24.8,0.0738203,2.81075
24.9,0.0604533,2.55042
25,0.0510805,2.3108
25.1,0.0443849,2.09152
25.2,0.0395402,1.89165
25.3,0.0360146,1.70997
25.4,0.0334577,1.54513
25.5,0.0316338,1.39578
25.6,0.0303818,1.26062
25.7,0.02959,1.13839
25.8,0.0291805,1.02792
25.9,0.029099,0.928127
26,0.0293081,0.838015
26.1,0.0297829,0.756669
26.2,0.0305076,0.683256
26.3,0.0314739,0.617015
26.4,0.0326793,0.557255
26.5,0.0341262,0.503351
26.6,0.035821,0.454734
26.7,0.0377742,0.410889
26.8,0.0399996,0.371352
26.9,0.0425141,0.335702
27,0.0453383,0.303559
27.1,0.0484959,0.27458
27.2,0.0520139,0.248453
27.3,0.0559229,0.2249
27.4,0.0602575,0.203668
27.5,0.065056,0.184528
27.6,0.0703612,0.167276
27.7,0.0762203,0.151725
27.8,0.0826859,0.137709
27.9,0.0898158,0.125077
28,0.097674,0.113693
28.1,0.106331,0.103434
28.2,0.115864,0.0941904
28.3,0.126359,0.0858627
28.4,0.13791,0.0783614
28.5,0.150621,0.0716059
28.6,0.164604,0.0655239
28.7,0.179986,0.06005
28.8,0.196904,0.0551258
28.9,0.215509,0.0506987
29,0.235967,0.0467214
29.1,0.258461,0.0431518
29.2,0.283192,0.0399519
29.3,0.31038,0.0370881
29.4,0.340267,0.0345304
29.5,0.373118,0.0322524
29.6,0.409227,0.0302305
29.7,0.448912,0.0284446
29.8,0.492527,0.026877
29.9,0.540455,0.0255131
30,0.593122,0.0243406
30.1,0.650991,0.0233503
30.2,0.71457,0.0225353
30.3,0.784416,0.0218921
30.4,0.861141,0.0214202
30.5,0.94541,0.0211227
30.6,1.03795,0.0210074
30.7,1.13957,0.0210871
30.8,1.25112,0.0213814
30.9,1.37356,0.0219184
31,1.50791,0.0227372
31.1,1.65527,0.023892
31.2,1.81684,0.0254576
31.3,1.9939,0.027537
31.4,2.1878,0.0302739
31.5,2.39995,0.0338699
31.6,2.63182,0.0386115
31.7,2.88484,0.0449122
31.8,3.16037,0.0533775
31.9,3.45954,0.064909
32,3.78303,0.0808736
32.1,4.13074,0.103381
32.2,4.50111,0.135747
32.3,4.89012,0.183273
32.4,5.28951,0.254569
32.5,5.68381,0.363767
32.6,6.04543,0.534148
32.7,6.32706,0.803649
32.8,6.45129,1.23176
32.9,6.30178,1.90323
33,5.73259,2.91227
33.1,4.63636,4.29053
33.2,3.11075,5.85072
33.3,1.60181,7.08567
33.4,0.627003,7.51209
33.5,0.218693,7.23189
33.6,0.0824059,6.66686
33.7,0.0357077,6.05511
33.8,0.017657,5.47122
33.9,0.00976219,4.93376
34,0.00592198,4.4452
34.1,0.00388174,4.00331
34.2,0.00271593,3.60454
34.3,0.00200856,3.24506
34.4,0.00155762,2.92121
34.5,0.00125837,2.62954
34.6,0.00105332,2.36692
34.7,0.000909336,2.13048
34.8,0.000806538,1.91762
34.9,0.000732528,1.72601
35,0.000679346,1.55354
35.1,0.000641741,1.39829
35.2,0.000616181,1.25855
35.3,0.00060025,1.13277
35.4,0.00059228,1.01956
35.5,0.000591121,0.917668
35.6,0.000595988,0.825956
35.7,0.000606361,0.743409
35.8,0.00062192,0.669113
35.9,0.000642498,0.602244
36,0.000668054,0.542058
36.1,0.000698647,0.487888
36.2,0.000734426,0.439134
36.3,0.000775617,0.395253
36.4,0.000822522,0.355758
36.5,0.000875513,0.320211
36.6,0.000935029,0.288218
36.7,0.00100158,0.259423
36.8,0.00107576,0.233507
36.9,0.00115821,0.210181
37,0.00124969,0.189188
37.1,0.00135102,0.170293
37.2,0.00146311,0.153286
37.3,0.001587,0.13798
37.4,0.0017238,0.124204
37.5,0.00187477,0.111805
37.6,0.00204128,0.100645
37.7,0.00222487,0.0906015
37.8,0.0024272,0.0815615
37.9,0.00265012,0.0734251
38,0.00289567,0.0661021
38.1,0.0031661,0.059511
38.2,0.00346387,0.0535787
38.3,0.0037917,0.0482394
38.4,0.00415258,0.0434338
38.5,0.0045498,0.0391084
38.6,0.00498698,0.0352154
38.7,0.00546812,0.0317114
38.8,0.00599759,0.0285576
38.9,0.00658022,0.025719
39,0.00722132,0.023164
39.1,0.00792673,0.0208643
39.2,0.00870286,0.0187944
39.3,0.00955679,0.0169313
39.4,0.0104963,0.0152544
39.5,0.0115299,0.013745
39.6,0.012667,0.0123863
39.7,0.0139181,0.0111634
39.8,0.0152943,0.0100626
39.9,0.0168084,0.00907171
