t,K,Z
10.411,2.01287,1.00187
10.412,2.01286,1.00187
10.413,2.01286,1.00187
10.414,2.01285,1.00188
10.415,2.01285,1.00188
10.416,2.01284,1.00188
10.417,2.01284,1.00189
10.418,2.01283,1.00189
10.419,2.01283,1.00189
10.42,2.01282,1.0019
10.421,2.01282,1.0019
10.422,2.01281,1.0019
10.423,2.01281,1.0019
10.424,2.0128,1.00191
10.425,2.0128,1.00191
10.426,2.01279,1.00191
10.427,2.01279,1.00192
10.428,2.01278,1.00192
10.429,2.01278,1.00192
10.43,2.01277,1.00193
10.431,2.01277,1.00193
10.432,2.01276,1.00193
10.433,2.01276,1.00193
10.434,2.01275,1.00194
10.435,2.01275,1.00194
10.436,2.01274,1.00194
10.437,2.01274,1.00195
10.438,2.01273,1.00195
10.439,2.01273,1.00195
10.44,2.01272,1.00195
10.441,2.01272,1.00196
10.442,2.01271,1.00196
10.443,2.01271,1.00196
10.444,2.0127,1.00197
10.445,2.0127,1.00197
10.446,2.01269,1.00197
10.447,2.01269,1.00197
10.448,2.01268,1.00198
10.449,2.01268,1.00198
10.45,2.01267,1.00198
10.451,2.01267,1.00199
10.452,2.01266,1.00199
10.453,2.01266,1.00199
10.454,2.01265,1.00199
10.455,2.01265,1.002
10.456,2.01264,1.002
10.457,2.01264,1.002
10.458,2.01263,1.002
10.459,2.01263,1.00201
10.46,2.01262,1.00201
10.461,2.01262,1.00201
10.462,2.01261,1.00202
10.463,2.01261,1.00202
10.464,2.0126,1.00202
10.465,2.0126,1.00202
10.466,2.01259,1.00203
10.467,2.01259,1.00203
10.468,2.01258,1.00203
10.469,2.01258,1.00204
10.47,2.01257,1.00204
10.471,2.01257,1.00204
10.472,2.01256,1.00204
10.473,2.01256,1.00205
10.474,2.01255,1.00205
10.475,2.01255,1.00205
10.476,2.01254,1.00205
10.477,2.01254,1.00206
10.478,2.01253,1.00206
10.479,2.01253,1.00206
10.48,2.01252,1.00206
10.481,2.01252,1.00207
10.482,2.01251,1.00207
10.483,2.01251,1.00207
10.484,2.0125,1.00208
10.485,2.0125,1.00208
10.486,2.01249,1.00208
10.487,2.01249,1.00208
10.488,2.01248,1.00209
10.489,2.01248,1.00209
10.49,2.01247,1.00209
10.491,2.01246,1.00209
10.492,2.01246,1.0021
10.493,2.01245,1.0021
10.494,2.01245,1.0021
10.495,2.01244,1.0021
10.496,2.01244,1.00211
10.497,2.01243,1.00211
10.498,2.01243,1.00211
10.499,2.01242,1.00211
10.5,2.01242,1.00212
10.501,2.01241,1.00212
10.502,2.01241,1.00212
10.503,2.0124,1.00212
10.504,2.0124,1.00213
10.505,2.01239,1.00213
10.506,2.01239,1.00213
10.507,2.01238,1.00213
10.508,2.01238,1.00214
10.509,2.01237,1.00214
10.51,2.01236,1.00214
10.511,2.01236,1.00214
10.512,2.01235,1.00215
10.513,2.01235,1.00215
10.514,2.01234,1.00215
10.515,2.01234,1.00215
10.516,2.01233,1.00216
10.517,2.01233,1.00216
10.518,2.01232,1.00216
10.519,2.01232,1.00216
10.52,2.01231,1.00217
10.521,2.01231,1.00217
10.522,2.0123,1.00217
10.523,2.01229,1.00217
10.524,2.01229,1.00218
10.525,2.01228,1.00218
10.526,2.01228,1.00218
10.527,2.01227,1.00218
10.528,2.01227,1.00219
10.529,2.01226,1.00219
10.53,2.01226,1.00219
10.531,2.01225,1.00219
10.532,2.01225,1.0022
10.533,2.01224,1.0022
10.534,2.01224,1.0022
10.535,2.01223,1.0022
10.536,2.01222,1.00221
10.537,2.01222,1.00221
10.538,2.01221,1.00221
10.539,2.01221,1.00221
10.54,2.0122,1.00222
10.541,2.0122,1.00222
10.542,2.01219,1.00222
10.543,2.01219,1.00222
10.544,2.01218,1.00222
10.545,2.01217,1.00223
10.546,2.01217,1.00223
10.547,2.01216,1.00223
10.548,2.01216,1.00223
10.549,2.01215,1.00224
10.55,2.01215,1.00224
10.551,2.01214,1.00224
10.552,2.01214,1.00224
10.553,2.01213,1.00225
10.554,2.01213,1.00225
10.555,2.01212,1.00225
10.556,2.01211,1.00225
10.557,2.01211,1.00225
10.558,2.0121,1.00226
10.559,2.0121,1.00226
10.56,2.01209,1.00226
10.561,2.01209,1.00226
10.562,2.01208,1.00227
10.563,2.01208,1.00227
10.564,2.01207,1.00227
10.565,2.01206,1.00227
10.566,2.01206,1.00227
10.567,2.01205,1.00228
10.568,2.01205,1.00228
10.569,2.01204,1.00228
10.57,2.01204,1.00228
10.571,2.01203,1.00229
10.572,2.01202,1.00229
10.573,2.01202,1.00229
10.574,2.01201,1.00229
10.575,2.01201,1.00229
10.576,2.012,1.0023
10.577,2.012,1.0023
10.578,2.01199,1.0023
10.579,2.01199,1.0023
10.58,2.01198,1.00231
10.581,2.01197,1.00231
10.582,2.01197,1.00231
10.583,2.01196,1.00231
10.584,2.01196,1.00231
10.585,2.01195,1.00232
10.586,2.01195,1.00232
10.587,2.01194,1.00232
10.588,2.01193,1.00232
10.589,2.01193,1.00232
10.59,2.01192,1.00233
10.591,2.01192,1.00233
10.592,2.01191,1.00233
10.593,2.01191,1.00233
10.594,2.0119,1.00233
10.595,2.01189,1.00234
10.596,2.01189,1.00234
10.597,2.01188,1.00234
10.598,2.01188,1.00234
10.599,2.01187,1.00234
10.6,2.01187,1.00235
10.601,2.01186,1.00235
10.602,2.01185,1.00235
10.603,2.01185,1.00235
10.604,2.01184,1.00236
10.605,2.01184,1.00236
10.606,2.01183,1.00236
10.607,2.01183,1.00236
10.608,2.01182,1.00236
10.609,2.01181,1.00237
10.61,2.01181,1.00237
10.611,2.0118,1.00237
10.612,2.0118,1.00237
10.613,2.01179,1.00237
10.614,2.01178,1.00238
10.615,2.01178,1.00238
10.616,2.01177,1.00238
10.617,2.01177,1.00238
10.618,2.01176,1.00238
10.619,2.01176,1.00239
10.62,2.01175,1.00239
10.621,2.01174,1.00239
10.622,2.01174,1.00239
10.623,2.01173,1.00239
10.624,2.01173,1.00239
10.625,2.01172,1.0024
10.626,2.01172,1.0024
10.627,2.01171,1.0024
10.628,2.0117,1.0024
10.629,2.0117,1.0024
10.63,2.01169,1.00241
10.631,2.01169,1.00241
10.632,2.01168,1.00241
10.633,2.01167,1.00241
10.634,2.01167,1.00241
10.635,2.01166,1.00242
10.636,2.01166,1.00242
10.637,2.01165,1.00242
10.638,2.01164,1.00242
10.639,2.01164,1.00242
10.64,2.01163,1.00243
10.641,2.01163,1.00243
10.642,2.01162,1.00243
10.643,2.01162,1.00243
10.644,2.01161,1.00243
10.645,2.0116,1.00243
10.646,2.0116,1.00244
10.647,2.01159,1.00244
10.648,2.01159,1.00244
10.649,2.01158,1.00244
10.65,2.01157,1.00244
10.651,2.01157,1.00245
10.652,2.01156,1.00245
10.653,2.01156,1.00245
10.654,2.01155,1.00245
10.655,2.01154,1.00245
10.656,2.01154,1.00245
10.657,2.01153,1.00246
10.658,2.01153,1.00246
10.659,2.01152,1.00246
10.66,2.01151,1.00246
10.661,2.01151,1.00246
10.662,2.0115,1.00246
10.663,2.0115,1.00247
10.664,2.01149,1.00247
10.665,2.01148,1.00247
10.666,2.01148,1.00247
10.667,2.01147,1.00247
10.668,2.01147,1.00248
10.669,2.01146,1.00248
10.67,2.01145,1.00248
10.671,2.01145,1.00248
10.672,2.01144,1.00248
10.673,2.01144,1.00248
10.674,2.01143,1.00249
10.675,2.01142,1.00249
10.676,2.01142,1.00249
10.677,2.01141,1.00249
10.678,2.01141,1.00249
10.679,2.0114,1.00249
10.68,2.01139,1.0025
10.681,2.01139,1.0025
10.682,2.01138,1.0025
10.683,2.01138,1.0025
10.684,2.01137,1.0025
10.685,2.01136,1.0025
10.686,2.01136,1.00251
10.687,2.01135,1.00251
10.688,2.01135,1.00251
10.689,2.01134,1.00251
10.69,2.01133,1.00251
10.691,2.01133,1.00251
10.692,2.01132,1.00252
10.693,2.01132,1.00252
10.694,2.01131,1.00252
10.695,2.0113,1.00252
10.696,2.0113,1.00252
10.697,2.01129,1.00252
10.698,2.01128,1.00252
10.699,2.01128,1.00253
10.7,2.01127,1.00253
10.701,2.01127,1.00253
10.702,2.01126,1.00253
10.703,2.01125,1.00253
10.704,2.01125,1.00253
10.705,2.01124,1.00254
10.706,2.01124,1.00254
10.707,2.01123,1.00254
10.708,2.01122,1.00254
10.709,2.01122,1.00254
10.71,2.01121,1.00254
10.711,2.01121,1.00254
10.712,2.0112,1.00255
10.713,2.01119,1.00255
10.714,2.01119,1.00255
10.715,2.01118,1.00255
10.716,2.01117,1.00255
10.717,2.01117,1.00255
10.718,2.01116,1.00256
10.719,2.01116,1.00256
10.72,2.01115,1.00256
10.721,2.01114,1.00256
10.722,2.01114,1.00256
10.723,2.01113,1.00256
10.724,2.01113,1.00256
10.725,2.01112,1.00257
10.726,2.01111,1.00257
10.727,2.01111,1.00257
10.728,2.0111,1.00257
10.729,2.01109,1.00257
10.73,2.01109,1.00257
10.731,2.01108,1.00257
10.732,2.01108,1.00258
10.733,2.01107,1.00258
10.734,2.01106,1.00258
10.735,2.01106,1.00258
10.736,2.01105,1.00258
10.737,2.01104,1.00258
10.738,2.01104,1.00258
10.739,2.01103,1.00259
10.74,2.01103,1.00259
10.741,2.01102,1.00259
10.742,2.01101,1.00259
10.743,2.01101,1.00259
10.744,2.011,1.00259
10.745,2.011,1.00259
10.746,2.01099,1.0026
10.747,2.01098,1.0026
10.748,2.01098,1.0026
10.749,2.01097,1.0026
10.75,2.01096,1.0026
10.751,2.01096,1.0026
10.752,2.01095,1.0026
10.753,2.01095,1.0026
10.754,2.01094,1.00261
10.755,2.01093,1.00261
10.756,2.01093,1.00261
10.757,2.01092,1.00261
10.758,2.01091,1.00261
10.759,2.01091,1.00261
10.76,2.0109,1.00261
10.761,2.0109,1.00262
10.762,2.01089,1.00262
10.763,2.01088,1.00262
10.764,2.01088,1.00262
10.765,2.01087,1.00262
10.766,2.01086,1.00262
10.767,2.01086,1.00262
10.768,2.01085,1.00262
10.769,2.01084,1.00263
10.77,2.01084,1.00263
10.771,2.01083,1.00263
10.772,2.01083,1.00263
10.773,2.01082,1.00263
10.774,2.01081,1.00263
10.775,2.01081,1.00263
10.776,2.0108,1.00263
10.777,2.01079,1.00264
10.778,2.01079,1.00264
10.779,2.01078,1.00264
10.78,2.01078,1.00264
10.781,2.01077,1.00264
10.782,2.01076,1.00264
10.783,2.01076,1.00264
10.784,2.01075,1.00264
10.785,2.01074,1.00265
10.786,2.01074,1.00265
10.787,2.01073,1.00265
10.788,2.01072,1.00265
10.789,2.01072,1.00265
10.79,2.01071,1.00265
10.791,2.01071,1.00265
10.792,2.0107,1.00265
10.793,2.01069,1.00265
10.794,2.01069,1.00266
10.795,2.01068,1.00266
10.796,2.01067,1.00266
10.797,2.01067,1.00266
10.798,2.01066,1.00266
10.799,2.01065,1.00266
10.8,2.01065,1.00266
10.801,2.01064,1.00266
10.802,2.01064,1.00266
10.803,2.01063,1.00267
10.804,2.01062,1.00267
10.805,2.01062,1.00267
10.806,2.01061,1.00267
10.807,2.0106,1.00267
10.808,2.0106,1.00267
10.809,2.01059,1.00267
10.81,2.01058,1.00267
10.811,2.01058,1.00267
10.812,2.01057,1.00268
10.813,2.01057,1.00268
10.814,2.01056,1.00268
10.815,2.01055,1.00268
10.816,2.01055,1.00268
10.817,2.01054,1.00268
10.818,2.01053,1.00268
10.819,2.01053,1.00268
10.82,2.01052,1.00268
10.821,2.01051,1.00269
10.822,2.01051,1.00269
10.823,2.0105,1.00269
10.824,2.01049,1.00269
10.825,2.01049,1.00269
10.826,2.01048,1.00269
10.827,2.01048,1.00269
10.828,2.01047,1.00269
10.829,2.01046,1.00269
10.83,2.01046,1.00269
10.831,2.01045,1.0027
10.832,2.01044,1.0027
10.833,2.01044,1.0027
10.834,2.01043,1.0027
10.835,2.01042,1.0027
10.836,2.01042,1.0027
10.837,2.01041,1.0027
10.838,2.0104,1.0027
10.839,2.0104,1.0027
10.84,2.01039,1.0027
10.841,2.01039,1.0027
10.842,2.01038,1.00271
10.843,2.01037,1.00271
10.844,2.01037,1.00271
10.845,2.01036,1.00271
10.846,2.01035,1.00271
10.847,2.01035,1.00271
10.848,2.01034,1.00271
10.849,2.01033,1.00271
10.85,2.01033,1.00271
10.851,2.01032,1.00271
10.852,2.01031,1.00272
10.853,2.01031,1.00272
10.854,2.0103,1.00272
10.855,2.01029,1.00272
10.856,2.01029,1.00272
10.857,2.01028,1.00272
10.858,2.01028,1.00272
10.859,2.01027,1.00272
10.86,2.01026,1.00272
10.861,2.01026,1.00272
10.862,2.01025,1.00272
10.863,2.01024,1.00272
10.864,2.01024,1.00273
10.865,2.01023,1.00273
10.866,2.01022,1.00273
10.867,2.01022,1.00273
10.868,2.01021,1.00273
10.869,2.0102,1.00273
10.87,2.0102,1.00273
10.871,2.01019,1.00273
10.872,2.01018,1.00273
10.873,2.01018,1.00273
10.874,2.01017,1.00273
10.875,2.01016,1.00273
10.876,2.01016,1.00274
10.877,2.01015,1.00274
10.878,2.01015,1.00274
10.879,2.01014,1.00274
10.88,2.01013,1.00274
10.881,2.01013,1.00274
10.882,2.01012,1.00274
10.883,2.01011,1.00274
10.884,2.01011,1.00274
10.885,2.0101,1.00274
10.886,2.01009,1.00274
10.887,2.01009,1.00274
10.888,2.01008,1.00275
10.889,2.01007,1.00275
10.89,2.01007,1.00275
10.891,2.01006,1.00275
10.892,2.01005,1.00275
10.893,2.01005,1.00275
10.894,2.01004,1.00275
10.895,2.01003,1.00275
10.896,2.01003,1.00275
10.897,2.01002,1.00275
10.898,2.01001,1.00275
10.899,2.01001,1.00275
10.9,2.01,1.00275
10.901,2.00999,1.00275
10.902,2.00999,1.00276
10.903,2.00998,1.00276
10.904,2.00998,1.00276
10.905,2.00997,1.00276
10.906,2.00996,1.00276
10.907,2.00996,1.00276
10.908,2.00995,1.00276
10.909,2.00994,1.00276
10.91,2.00994,1.00276
10.911,2.00993,1.00276
10.912,2.00992,1.00276
10.913,2.00992,1.00276
10.914,2.00991,1.00276
10.915,2.0099,1.00276
10.916,2.0099,1.00276
10.917,2.00989,1.00277
10.918,2.00988,1.00277
10.919,2.00988,1.00277
10.92,2.00987,1.00277
10.921,2.00986,1.00277
10.922,2.00986,1.00277
10.923,2.00985,1.00277
10.924,2.00984,1.00277
10.925,2.00984,1.00277
10.926,2.00983,1.00277
10.927,2.00982,1.00277
10.928,2.00982,1.00277
10.929,2.00981,1.00277
10.93,2.0098,1.00277
10.931,2.0098,1.00277
10.932,2.00979,1.00277
10.933,2.00978,1.00278
10.934,2.00978,1.00278
10.935,2.00977,1.00278
10.936,2.00976,1.00278
10.937,2.00976,1.00278
10.938,2.00975,1.00278
10.939,2.00974,1.00278
10.94,2.00974,1.00278
10.941,2.00973,1.00278
10.942,2.00973,1.00278
10.943,2.00972,1.00278
10.944,2.00971,1.00278
10.945,2.00971,1.00278
10.946,2.0097,1.00278
10.947,2.00969,1.00278
10.948,2.00969,1.00278
10.949,2.00968,1.00278
10.95,2.00967,1.00278
10.951,2.00967,1.00279
10.952,2.00966,1.00279
10.953,2.00965,1.00279
10.954,2.00965,1.00279
10.955,2.00964,1.00279
10.956,2.00963,1.00279
10.957,2.00963,1.00279
10.958,2.00962,1.00279
10.959,2.00961,1.00279
10.96,2.00961,1.00279
10.961,2.0096,1.00279
10.962,2.00959,1.00279
10.963,2.00959,1.00279
10.964,2.00958,1.00279
10.965,2.00957,1.00279
10.966,2.00957,1.00279
10.967,2.00956,1.00279
10.968,2.00955,1.00279
10.969,2.00955,1.00279
10.97,2.00954,1.00279
10.971,2.00953,1.00279
10.972,2.00953,1.00279
10.973,2.00952,1.0028
10.974,2.00951,1.0028
10.975,2.00951,1.0028
10.976,2.0095,1.0028
10.977,2.00949,1.0028
10.978,2.00949,1.0028
10.979,2.00948,1.0028
10.98,2.00947,1.0028
10.981,2.00947,1.0028
10.982,2.00946,1.0028
10.983,2.00945,1.0028
10.984,2.00945,1.0028
10.985,2.00944,1.0028
10.986,2.00943,1.0028
10.987,2.00943,1.0028
10.988,2.00942,1.0028
10.989,2.00941,1.0028
10.99,2.00941,1.0028
10.991,2.0094,1.0028
10.992,2.00939,1.0028
10.993,2.00939,1.0028
10.994,2.00938,1.0028
10.995,2.00937,1.0028
10.996,2.00937,1.0028
10.997,2.00936,1.0028
10.998,2.00935,1.0028
10.999,2.00935,1.00281
11,2.00934,1.00281
11.001,2.00933,1.00281
11.002,2.00933,1.00281
11.003,2.00932,1.00281
11.004,2.00931,1.00281
11.005,2.00931,1.00281
11.006,2.0093,1.00281
11.007,2.00929,1.00281
11.008,2.00929,1.00281
11.009,2.00928,1.00281
11.01,2.00927,1.00281
11.011,2.00927,1.00281
11.012,2.00926,1.00281
11.013,2.00925,1.00281
11.014,2.00925,1.00281
11.015,2.00924,1.00281
11.016,2.00923,1.00281
11.017,2.00923,1.00281
11.018,2.00922,1.00281
11.019,2.00921,1.00281
11.02,2.00921,1.00281
11.021,2.0092,1.00281
11.022,2.00919,1.00281
11.023,2.00919,1.00281
11.024,2.00918,1.00281
11.025,2.00917,1.00281
11.026,2.00917,1.00281
11.027,2.00916,1.00281
11.028,2.00915,1.00281
11.029,2.00915,1.00281
11.03,2.00914,1.00281
11.031,2.00913,1.00281
11.032,2.00913,1.00281
11.033,2.00912,1.00281
11.034,2.00911,1.00281
11.035,2.00911,1.00281
11.036,2.0091,1.00282
11.037,2.00909,1.00282
11.038,2.00909,1.00282
11.039,2.00908,1.00282
11.04,2.00907,1.00282
11.041,2.00907,1.00282
11.042,2.00906,1.00282
11.043,2.00905,1.00282
11.044,2.00905,1.00282
11.045,2.00904,1.00282
11.046,2.00903,1.00282
11.047,2.00903,1.00282
11.048,2.00902,1.00282
11.049,2.00901,1.00282
11.05,2.00901,1.00282
11.051,2.009,1.00282
11.052,2.00899,1.00282
11.053,2.00899,1.00282
11.054,2.00898,1.00282
11.055,2.00897,1.00282
11.056,2.00897,1.00282
11.057,2.00896,1.00282
11.058,2.00895,1.00282
11.059,2.00895,1.00282
11.06,2.00894,1.00282
11.061,2.00893,1.00282
11.062,2.00893,1.00282
11.063,2.00892,1.00282
11.064,2.00891,1.00282
11.065,2.00891,1.00282
11.066,2.0089,1.00282
11.067,2.00889,1.00282
11.068,2.00889,1.00282
11.069,2.00888,1.00282
11.07,2.00887,1.00282
11.071,2.00887,1.00282
11.072,2.00886,1.00282
11.073,2.00885,1.00282
11.074,2.00885,1.00282
11.075,2.00884,1.00282
11.076,2.00883,1.00282
11.077,2.00883,1.00282
11.078,2.00882,1.00282
11.079,2.00881,1.00282
11.08,2.00881,1.00282
11.081,2.0088,1.00282
11.082,2.00879,1.00282
11.083,2.00879,1.00282
11.084,2.00878,1.00282
11.085,2.00877,1.00282
11.086,2.00877,1.00282
11.087,2.00876,1.00282
11.088,2.00875,1.00282
11.089,2.00875,1.00282
11.09,2.00874,1.00282
11.091,2.00873,1.00282
11.092,2.00873,1.00282
11.093,2.00872,1.00282
11.094,2.00871,1.00282
11.095,2.00871,1.00282
11.096,2.0087,1.00282
11.097,2.00869,1.00282
11.098,2.00869,1.00282
11.099,2.00868,1.00282
11.1,2.00867,1.00282
11.101,2.00867,1.00282
11.102,2.00866,1.00282
11.103,2.00865,1.00282
11.104,2.00865,1.00282
11.105,2.00864,1.00282
11.106,2.00863,1.00282
11.107,2.00863,1.00282
11.108,2.00862,1.00282
11.109,2.00861,1.00282
11.11,2.00861,1.00282
11.111,2.0086,1.00282
11.112,2.00859,1.00282
11.113,2.00859,1.00282
11.114,2.00858,1.00282
11.115,2.00857,1.00282
11.116,2.00857,1.00282
11.117,2.00856,1.00282
11.118,2.00855,1.00282
11.119,2.00855,1.00282
11.12,2.00854,1.00282
11.121,2.00853,1.00282
11.122,2.00853,1.00282
11.123,2.00852,1.00282
11.124,2.00851,1.00282
11.125,2.00851,1.00282
11.126,2.0085,1.00282
11.127,2.00849,1.00282
11.128,2.00849,1.00282
11.129,2.00848,1.00282
11.13,2.00847,1.00282
11.131,2.00847,1.00282
11.132,2.00846,1.00282
11.133,2.00845,1.00282
11.134,2.00845,1.00282
11.135,2.00844,1.00282
11.136,2.00843,1.00282
11.137,2.00843,1.00282
11.138,2.00842,1.00282
11.139,2.00841,1.00282
11.14,2.00841,1.00282
11.141,2.0084,1.00282
11.142,2.00839,1.00282
11.143,2.00839,1.00282
11.144,2.00838,1.00282
11.145,2.00837,1.00282
11.146,2.00837,1.00282
11.147,2.00836,1.00282
11.148,2.00835,1.00282
11.149,2.00835,1.00282
11.15,2.00834,1.00282
11.151,2.00833,1.00282
11.152,2.00833,1.00282
11.153,2.00832,1.00282
11.154,2.00831,1.00282
11.155,2.00831,1.00281
11.156,2.0083,1.00281
11.157,2.00829,1.00281
11.158,2.00829,1.00281
11.159,2.00828,1.00281
11.16,2.00827,1.00281
11.161,2.00827,1.00281
11.162,2.00826,1.00281
11.163,2.00825,1.00281
11.164,2.00825,1.00281
11.165,2.00824,1.00281
11.166,2.00823,1.00281
11.167,2.00823,1.00281
11.168,2.00822,1.00281
11.169,2.00821,1.00281
11.17,2.00821,1.00281
11.171,2.0082,1.00281
11.172,2.00819,1.00281
11.173,2.00819,1.00281
11.174,2.00818,1.00281
11.175,2.00817,1.00281
11.176,2.00817,1.00281
11.177,2.00816,1.00281
11.178,2.00815,1.00281
11.179,2.00815,1.00281
11.18,2.00814,1.00281
11.181,2.00813,1.00281
11.182,2.00813,1.00281
11.183,2.00812,1.00281
11.184,2.00811,1.00281
11.185,2.00811,1.00281
11.186,2.0081,1.00281
11.187,2.00809,1.00281
11.188,2.00809,1.00281
11.189,2.00808,1.00281
11.19,2.00807,1.00281
11.191,2.00807,1.00281
11.192,2.00806,1.00281
11.193,2.00805,1.00281
11.194,2.00805,1.0028
11.195,2.00804,1.0028
11.196,2.00803,1.0028
11.197,2.00803,1.0028
11.198,2.00802,1.0028
11.199,2.00801,1.0028
11.2,2.00801,1.0028
11.201,2.008,1.0028
11.202,2.00799,1.0028
11.203,2.00799,1.0028
11.204,2.00798,1.0028
11.205,2.00797,1.0028
11.206,2.00797,1.0028
11.207,2.00796,1.0028
11.208,2.00795,1.0028
11.209,2.00795,1.0028
11.21,2.00794,1.0028
11.211,2.00793,1.0028
11.212,2.00793,1.0028
11.213,2.00792,1.0028
11.214,2.00791,1.0028
11.215,2.00791,1.0028
11.216,2.0079,1.0028
11.217,2.00789,1.0028
11.218,2.00789,1.0028
11.219,2.00788,1.0028
11.22,2.00787,1.0028
11.221,2.00787,1.0028
11.222,2.00786,1.00279
11.223,2.00785,1.00279
11.224,2.00785,1.00279
11.225,2.00784,1.00279
11.226,2.00783,1.00279
11.227,2.00783,1.00279
11.228,2.00782,1.00279
11.229,2.00781,1.00279
11.23,2.00781,1.00279
11.231,2.0078,1.00279
11.232,2.00779,1.00279
11.233,2.00779,1.00279
11.234,2.00778,1.00279
11.235,2.00777,1.00279
11.236,2.00777,1.00279
11.237,2.00776,1.00279
11.238,2.00775,1.00279
11.239,2.00775,1.00279
11.24,2.00774,1.00279
11.241,2.00773,1.00279
11.242,2.00773,1.00279
11.243,2.00772,1.00279
11.244,2.00771,1.00279
11.245,2.00771,1.00278
11.246,2.0077,1.00278
11.247,2.00769,1.00278
11.248,2.00769,1.00278
11.249,2.00768,1.00278
11.25,2.00768,1.00278
11.251,2.00767,1.00278
11.252,2.00766,1.00278
11.253,2.00766,1.00278
11.254,2.00765,1.00278
11.255,2.00764,1.00278
11.256,2.00764,1.00278
11.257,2.00763,1.00278
11.258,2.00762,1.00278
11.259,2.00762,1.00278
11.26,2.00761,1.00278
11.261,2.0076,1.00278
11.262,2.0076,1.00278
11.263,2.00759,1.00278
11.264,2.00758,1.00278
11.265,2.00758,1.00278
11.266,2.00757,1.00277
11.267,2.00756,1.00277
11.268,2.00756,1.00277
11.269,2.00755,1.00277
11.27,2.00754,1.00277
11.271,2.00754,1.00277
11.272,2.00753,1.00277
11.273,2.00752,1.00277
11.274,2.00752,1.00277
11.275,2.00751,1.00277
11.276,2.0075,1.00277
11.277,2.0075,1.00277
11.278,2.00749,1.00277
11.279,2.00748,1.00277
11.28,2.00748,1.00277
11.281,2.00747,1.00277
11.282,2.00746,1.00277
11.283,2.00746,1.00277
11.284,2.00745,1.00276
11.285,2.00744,1.00276
11.286,2.00744,1.00276
11.287,2.00743,1.00276
11.288,2.00743,1.00276
11.289,2.00742,1.00276
11.29,2.00741,1.00276
11.291,2.00741,1.00276
11.292,2.0074,1.00276
11.293,2.00739,1.00276
11.294,2.00739,1.00276
11.295,2.00738,1.00276
11.296,2.00737,1.00276
11.297,2.00737,1.00276
11.298,2.00736,1.00276
11.299,2.00735,1.00276
11.3,2.00735,1.00276
11.301,2.00734,1.00275
11.302,2.00733,1.00275
11.303,2.00733,1.00275
11.304,2.00732,1.00275
11.305,2.00731,1.00275
11.306,2.00731,1.00275
11.307,2.0073,1.00275
11.308,2.00729,1.00275
11.309,2.00729,1.00275
11.31,2.00728,1.00275
11.311,2.00727,1.00275
11.312,2.00727,1.00275
11.313,2.00726,1.00275
11.314,2.00725,1.00275
11.315,2.00725,1.00275
11.316,2.00724,1.00275
11.317,2.00724,1.00274
11.318,2.00723,1.00274
11.319,2.00722,1.00274
11.32,2.00722,1.00274
11.321,2.00721,1.00274
11.322,2.0072,1.00274
11.323,2.0072,1.00274
11.324,2.00719,1.00274
11.325,2.00718,1.00274
11.326,2.00718,1.00274
11.327,2.00717,1.00274
11.328,2.00716,1.00274
11.329,2.00716,1.00274
11.33,2.00715,1.00274
11.331,2.00714,1.00274
11.332,2.00714,1.00273
11.333,2.00713,1.00273
11.334,2.00712,1.00273
11.335,2.00712,1.00273
11.336,2.00711,1.00273
11.337,2.00711,1.00273
11.338,2.0071,1.00273
11.339,2.00709,1.00273
11.34,2.00709,1.00273
11.341,2.00708,1.00273
11.342,2.00707,1.00273
11.343,2.00707,1.00273
11.344,2.00706,1.00273
11.345,2.00705,1.00273
11.346,2.00705,1.00272
11.347,2.00704,1.00272
11.348,2.00703,1.00272
11.349,2.00703,1.00272
11.35,2.00702,1.00272
11.351,2.00701,1.00272
11.352,2.00701,1.00272
11.353,2.007,1.00272
11.354,2.00699,1.00272
11.355,2.00699,1.00272
11.356,2.00698,1.00272
11.357,2.00698,1.00272
11.358,2.00697,1.00272
11.359,2.00696,1.00271
11.36,2.00696,1.00271
11.361,2.00695,1.00271
11.362,2.00694,1.00271
11.363,2.00694,1.00271
11.364,2.00693,1.00271
11.365,2.00692,1.00271
11.366,2.00692,1.00271
11.367,2.00691,1.00271
11.368,2.0069,1.00271
11.369,2.0069,1.00271
11.37,2.00689,1.00271
11.371,2.00689,1.00271
11.372,2.00688,1.0027
11.373,2.00687,1.0027
11.374,2.00687,1.0027
11.375,2.00686,1.0027
11.376,2.00685,1.0027
11.377,2.00685,1.0027
11.378,2.00684,1.0027
11.379,2.00683,1.0027
11.38,2.00683,1.0027
11.381,2.00682,1.0027
11.382,2.00681,1.0027
11.383,2.00681,1.0027
11.384,2.0068,1.00269
11.385,2.0068,1.00269
11.386,2.00679,1.00269
11.387,2.00678,1.00269
11.388,2.00678,1.00269
11.389,2.00677,1.00269
11.39,2.00676,1.00269
11.391,2.00676,1.00269
11.392,2.00675,1.00269
11.393,2.00674,1.00269
11.394,2.00674,1.00269
11.395,2.00673,1.00269
11.396,2.00672,1.00268
11.397,2.00672,1.00268
11.398,2.00671,1.00268
11.399,2.00671,1.00268
11.4,2.0067,1.00268
11.401,2.00669,1.00268
11.402,2.00669,1.00268
11.403,2.00668,1.00268
11.404,2.00667,1.00268
11.405,2.00667,1.00268
11.406,2.00666,1.00268
11.407,2.00665,1.00268
11.408,2.00665,1.00267
11.409,2.00664,1.00267
11.41,2.00664,1.00267
