t,K,Z
0.138,1.07259,0.485098
0.139,1.07314,0.485007
0.14,1.07369,0.484916
0.141,1.07425,0.484826
0.142,1.0748,0.484735
0.143,1.07535,0.484645
0.144,1.07591,0.484556
0.145,1.07646,0.484466
0.146,1.07702,0.484377
0.147,1.07757,0.484288
0.148,1.07813,0.484199
0.149,1.07868,0.484111
0.15,1.07924,0.484023
0.151,1.0798,0.483935
0.152,1.08036,0.483847
0.153,1.08091,0.483759
0.154,1.08147,0.483672
0.155,1.08203,0.483585
0.156,1.08259,0.483498
0.157,1.08315,0.483412
0.158,1.08371,0.483325
0.159,1.08427,0.483239
0.16,1.08483,0.483153
0.161,1.08539,0.483068
0.162,1.08595,0.482982
0.163,1.08651,0.482897
0.164,1.08707,0.482812
0.165,1.08764,0.482728
0.166,1.0882,0.482643
0.167,1.08876,0.482559
0.168,1.08933,0.482475
0.169,1.08989,0.482392
0.17,1.09045,0.482308
0.171,1.09102,0.482225
0.172,1.09158,0.482142
0.173,1.09215,0.48206
0.174,1.09271,0.481977
0.175,1.09328,0.481895
0.176,1.09385,0.481813
0.177,1.09441,0.481731
0.178,1.09498,0.48165
0.179,1.09555,0.481569
0.18,1.09612,0.481488
0.181,1.09669,0.481407
0.182,1.09725,0.481327
0.183,1.09782,0.481246
0.184,1.09839,0.481166
0.185,1.09896,0.481087
0.186,1.09953,0.481007
0.187,1.1001,0.480928
0.188,1.10068,0.480849
0.189,1.10125,0.48077
0.19,1.10182,0.480691
0.191,1.10239,0.480613
0.192,1.10296,0.480535
0.193,1.10354,0.480457
0.194,1.10411,0.48038
0.195,1.10468,0.480302
0.196,1.10526,0.480225
0.197,1.10583,0.480148
0.198,1.10641,0.480072
0.199,1.10698,0.479995
0.2,1.10756,0.479919
0.201,1.10814,0.479843
0.202,1.10871,0.479768
0.203,1.10929,0.479692
0.204,1.10987,0.479617
0.205,1.11044,0.479542
0.206,1.11102,0.479468
0.207,1.1116,0.479393
0.208,1.11218,0.479319
0.209,1.11276,0.479245
0.21,1.11334,0.479171
0.211,1.11392,0.479098
0.212,1.1145,0.479025
0.213,1.11508,0.478952
0.214,1.11566,0.478879
0.215,1.11624,0.478807
0.216,1.11682,0.478734
0.217,1.11741,0.478662
0.218,1.11799,0.47859
0.219,1.11857,0.478519
0.22,1.11916,0.478448
0.221,1.11974,0.478377
0.222,1.12032,0.478306
0.223,1.12091,0.478235
0.224,1.12149,0.478165
0.225,1.12208,0.478095
0.226,1.12266,0.478025
0.227,1.12325,0.477955
0.228,1.12384,0.477886
0.229,1.12442,0.477817
0.23,1.12501,0.477748
0.231,1.1256,0.47768
0.232,1.12619,0.477611
0.233,1.12677,0.477543
0.234,1.12736,0.477475
0.235,1.12795,0.477408
0.236,1.12854,0.47734
0.237,1.12913,0.477273
0.238,1.12972,0.477206
0.239,1.13031,0.477139
0.24,1.1309,0.477073
0.241,1.1315,0.477007
0.242,1.13209,0.476941
0.243,1.13268,0.476875
0.244,1.13327,0.47681
0.245,1.13387,0.476744
0.246,1.13446,0.476679
0.247,1.13505,0.476615
0.248,1.13565,0.47655
0.249,1.13624,0.476486
0.25,1.13684,0.476422
0.251,1.13743,0.476358
0.252,1.13803,0.476294
0.253,1.13862,0.476231
0.254,1.13922,0.476168
0.255,1.13982,0.476105
0.256,1.14041,0.476043
0.257,1.14101,0.47598
0.258,1.14161,0.475918
0.259,1.14221,0.475856
0.26,1.14281,0.475795
0.261,1.14341,0.475733
0.262,1.14401,0.475672
0.263,1.14461,0.475611
0.264,1.14521,0.475551
0.265,1.14581,0.47549
0.266,1.14641,0.47543
0.267,1.14701,0.47537
0.268,1.14761,0.475311
0.269,1.14821,0.475251
0.27,1.14882,0.475192
0.271,1.14942,0.475133
0.272,1.15002,0.475074
0.273,1.15063,0.475016
0.274,1.15123,0.474958
0.275,1.15184,0.4749
0.276,1.15244,0.474842
0.277,1.15305,0.474784
0.278,1.15365,0.474727
0.279,1.15426,0.47467
0.28,1.15486,0.474613
0.281,1.15547,0.474557
0.282,1.15608,0.474501
0.283,1.15669,0.474445
0.284,1.15729,0.474389
0.285,1.1579,0.474333
0.286,1.15851,0.474278
0.287,1.15912,0.474223
0.288,1.15973,0.474168
0.289,1.16034,0.474113
0.29,1.16095,0.474059
0.291,1.16156,0.474005
0.292,1.16217,0.473951
0.293,1.16278,0.473897
0.294,1.1634,0.473844
0.295,1.16401,0.473791
0.296,1.16462,0.473738
0.297,1.16523,0.473685
0.298,1.16585,0.473633
0.299,1.16646,0.473581
0.3,1.16707,0.473529
0.301,1.16769,0.473477
0.302,1.1683,0.473426
0.303,1.16892,0.473374
0.304,1.16954,0.473323
0.305,1.17015,0.473273
0.306,1.17077,0.473222
0.307,1.17138,0.473172
0.308,1.172,0.473122
0.309,1.17262,0.473072
0.31,1.17324,0.473023
0.311,1.17386,0.472973
0.312,1.17447,0.472924
0.313,1.17509,0.472876
0.314,1.17571,0.472827
0.315,1.17633,0.472779
0.316,1.17695,0.472731
0.317,1.17757,0.472683
0.318,1.1782,0.472635
0.319,1.17882,0.472588
0.32,1.17944,0.472541
0.321,1.18006,0.472494
0.322,1.18068,0.472447
0.323,1.18131,0.472401
0.324,1.18193,0.472355
0.325,1.18255,0.472309
0.326,1.18318,0.472263
0.327,1.1838,0.472218
0.328,1.18443,0.472173
0.329,1.18505,0.472128
0.33,1.18568,0.472083
0.331,1.1863,0.472039
0.332,1.18693,0.471995
0.333,1.18756,0.471951
0.334,1.18818,0.471907
0.335,1.18881,0.471864
0.336,1.18944,0.47182
0.337,1.19007,0.471777
0.338,1.1907,0.471735
0.339,1.19133,0.471692
0.34,1.19196,0.47165
0.341,1.19259,0.471608
0.342,1.19322,0.471566
0.343,1.19385,0.471525
0.344,1.19448,0.471483
0.345,1.19511,0.471442
0.346,1.19574,0.471402
0.347,1.19637,0.471361
0.348,1.19701,0.471321
0.349,1.19764,0.471281
0.35,1.19827,0.471241
0.351,1.19891,0.471201
0.352,1.19954,0.471162
0.353,1.20017,0.471123
0.354,1.20081,0.471084
0.355,1.20144,0.471045
0.356,1.20208,0.471007
0.357,1.20272,0.470969
0.358,1.20335,0.470931
0.359,1.20399,0.470893
0.36,1.20463,0.470856
0.361,1.20526,0.470819
0.362,1.2059,0.470782
0.363,1.20654,0.470745
0.364,1.20718,0.470709
0.365,1.20782,0.470673
0.366,1.20846,0.470637
0.367,1.2091,0.470601
0.368,1.20974,0.470565
0.369,1.21038,0.47053
0.37,1.21102,0.470495
0.371,1.21166,0.470461
0.372,1.2123,0.470426
0.373,1.21294,0.470392
0.374,1.21359,0.470358
0.375,1.21423,0.470324
0.376,1.21487,0.470291
0.377,1.21552,0.470257
0.378,1.21616,0.470224
0.379,1.2168,0.470192
0.38,1.21745,0.470159
0.381,1.21809,0.470127
0.382,1.21874,0.470095
0.383,1.21939,0.470063
0.384,1.22003,0.470031
0.385,1.22068,0.47
0.386,1.22133,0.469969
0.387,1.22197,0.469938
0.388,1.22262,0.469908
0.389,1.22327,0.469877
0.39,1.22392,0.469847
0.391,1.22457,0.469817
0.392,1.22522,0.469788
0.393,1.22587,0.469758
0.394,1.22652,0.469729
0.395,1.22717,0.4697
0.396,1.22782,0.469672
0.397,1.22847,0.469643
0.398,1.22912,0.469615
0.399,1.22977,0.469587
0.4,1.23042,0.46956
0.401,1.23108,0.469532
0.402,1.23173,0.469505
0.403,1.23238,0.469478
0.404,1.23304,0.469451
0.405,1.23369,0.469425
0.406,1.23435,0.469399
0.407,1.235,0.469373
0.408,1.23566,0.469347
0.409,1.23631,0.469322
0.41,1.23697,0.469296
0.411,1.23763,0.469271
0.412,1.23828,0.469247
0.413,1.23894,0.469222
0.414,1.2396,0.469198
0.415,1.24026,0.469174
0.416,1.24091,0.46915
0.417,1.24157,0.469127
0.418,1.24223,0.469103
0.419,1.24289,0.46908
0.42,1.24355,0.469058
0.421,1.24421,0.469035
0.422,1.24487,0.469013
0.423,1.24553,0.468991
0.424,1.2462,0.468969
0.425,1.24686,0.468947
0.426,1.24752,0.468926
0.427,1.24818,0.468905
0.428,1.24885,0.468884
0.429,1.24951,0.468864
0.43,1.25017,0.468843
0.431,1.25084,0.468823
0.432,1.2515,0.468803
0.433,1.25217,0.468784
0.434,1.25283,0.468764
0.435,1.2535,0.468745
0.436,1.25416,0.468726
0.437,1.25483,0.468708
0.438,1.2555,0.46869
0.439,1.25616,0.468671
0.44,1.25683,0.468654
0.441,1.2575,0.468636
0.442,1.25817,0.468618
0.443,1.25884,0.468601
0.444,1.25951,0.468584
0.445,1.26017,0.468568
0.446,1.26084,0.468551
0.447,1.26151,0.468535
0.448,1.26219,0.468519
0.449,1.26286,0.468504
0.45,1.26353,0.468488
0.451,1.2642,0.468473
0.452,1.26487,0.468458
0.453,1.26554,0.468443
0.454,1.26622,0.468429
0.455,1.26689,0.468415
0.456,1.26756,0.468401
0.457,1.26824,0.468387
0.458,1.26891,0.468374
0.459,1.26959,0.468361
0.46,1.27026,0.468348
0.461,1.27094,0.468335
0.462,1.27161,0.468322
0.463,1.27229,0.46831
0.464,1.27297,0.468298
0.465,1.27364,0.468286
0.466,1.27432,0.468275
0.467,1.275,0.468264
0.468,1.27568,0.468253
0.469,1.27635,0.468242
0.47,1.27703,0.468232
0.471,1.27771,0.468221
0.472,1.27839,0.468211
0.473,1.27907,0.468202
0.474,1.27975,0.468192
0.475,1.28043,0.468183
0.476,1.28111,0.468174
0.477,1.28179,0.468165
0.478,1.28248,0.468156
0.479,1.28316,0.468148
0.48,1.28384,0.46814
0.481,1.28452,0.468132
0.482,1.28521,0.468125
0.483,1.28589,0.468118
0.484,1.28657,0.468111
0.485,1.28726,0.468104
0.486,1.28794,0.468097
0.487,1.28863,0.468091
0.488,1.28931,0.468085
0.489,1.29,0.468079
0.49,1.29069,0.468074
0.491,1.29137,0.468068
0.492,1.29206,0.468063
0.493,1.29275,0.468058
0.494,1.29344,0.468054
0.495,1.29412,0.468049
0.496,1.29481,0.468045
0.497,1.2955,0.468042
0.498,1.29619,0.468038
0.499,1.29688,0.468035
0.5,1.29757,0.468032
0.501,1.29826,0.468029
0.502,1.29895,0.468026
0.503,1.29964,0.468024
0.504,1.30033,0.468022
0.505,1.30103,0.46802
0.506,1.30172,0.468018
0.507,1.30241,0.468017
0.508,1.3031,0.468016
0.509,1.3038,0.468015
0.51,1.30449,0.468015
0.511,1.30518,0.468014
0.512,1.30588,0.468014
0.513,1.30657,0.468014
0.514,1.30727,0.468015
0.515,1.30796,0.468015
0.516,1.30866,0.468016
0.517,1.30936,0.468017
0.518,1.31005,0.468019
0.519,1.31075,0.46802
0.52,1.31145,0.468022
0.521,1.31215,0.468025
0.522,1.31284,0.468027
0.523,1.31354,0.46803
0.524,1.31424,0.468032
0.525,1.31494,0.468036
0.526,1.31564,0.468039
0.527,1.31634,0.468043
0.528,1.31704,0.468047
0.529,1.31774,0.468051
0.53,1.31844,0.468055
0.531,1.31914,0.46806
0.532,1.31984,0.468065
0.533,1.32055,0.46807
0.534,1.32125,0.468075
0.535,1.32195,0.468081
0.536,1.32266,0.468087
0.537,1.32336,0.468093
0.538,1.32406,0.468099
0.539,1.32477,0.468106
0.54,1.32547,0.468113
0.541,1.32618,0.46812
0.542,1.32688,0.468127
0.543,1.32759,0.468135
0.544,1.32829,0.468143
0.545,1.329,0.468151
0.546,1.32971,0.46816
0.547,1.33042,0.468168
0.548,1.33112,0.468177
0.549,1.33183,0.468186
0.55,1.33254,0.468196
0.551,1.33325,0.468205
0.552,1.33396,0.468215
0.553,1.33467,0.468225
0.554,1.33538,0.468236
0.555,1.33609,0.468246
0.556,1.3368,0.468257
0.557,1.33751,0.468269
0.558,1.33822,0.46828
0.559,1.33893,0.468292
0.56,1.33964,0.468304
0.561,1.34036,0.468316
0.562,1.34107,0.468328
0.563,1.34178,0.468341
0.564,1.3425,0.468354
0.565,1.34321,0.468367
0.566,1.34392,0.46838
0.567,1.34464,0.468394
0.568,1.34535,0.468408
0.569,1.34607,0.468422
0.57,1.34678,0.468437
0.571,1.3475,0.468451
0.572,1.34822,0.468466
0.573,1.34893,0.468481
0.574,1.34965,0.468497
0.575,1.35037,0.468513
0.576,1.35108,0.468529
0.577,1.3518,0.468545
0.578,1.35252,0.468561
0.579,1.35324,0.468578
0.58,1.35396,0.468595
0.581,1.35468,0.468612
0.582,1.3554,0.46863
0.583,1.35612,0.468647
0.584,1.35684,0.468665
0.585,1.35756,0.468684
0.586,1.35828,0.468702
0.587,1.359,0.468721
0.588,1.35973,0.46874
0.589,1.36045,0.468759
0.59,1.36117,0.468779
0.591,1.36189,0.468798
0.592,1.36262,0.468818
0.593,1.36334,0.468839
0.594,1.36407,0.468859
0.595,1.36479,0.46888
0.596,1.36552,0.468901
0.597,1.36624,0.468922
0.598,1.36697,0.468944
0.599,1.36769,0.468966
0.6,1.36842,0.468988
0.601,1.36915,0.46901
0.602,1.36987,0.469033
0.603,1.3706,0.469055
0.604,1.37133,0.469078
0.605,1.37206,0.469102
0.606,1.37278,0.469125
0.607,1.37351,0.469149
0.608,1.37424,0.469173
0.609,1.37497,0.469198
0.61,1.3757,0.469222
0.611,1.37643,0.469247
0.612,1.37716,0.469272
0.613,1.37789,0.469298
0.614,1.37863,0.469323
0.615,1.37936,0.469349
0.616,1.38009,0.469375
0.617,1.38082,0.469402
0.618,1.38155,0.469428
0.619,1.38229,0.469455
0.62,1.38302,0.469482
0.621,1.38375,0.46951
0.622,1.38449,0.469537
0.623,1.38522,0.469565
0.624,1.38596,0.469593
0.625,1.38669,0.469622
0.626,1.38743,0.469651
0.627,1.38816,0.469679
0.628,1.3889,0.469709
0.629,1.38964,0.469738
0.63,1.39037,0.469768
0.631,1.39111,0.469798
0.632,1.39185,0.469828
0.633,1.39259,0.469859
0.634,1.39333,0.469889
0.635,1.39406,0.46992
0.636,1.3948,0.469952
0.637,1.39554,0.469983
0.638,1.39628,0.470015
0.639,1.39702,0.470047
0.64,1.39776,0.470079
0.641,1.3985,0.470112
0.642,1.39924,0.470145
0.643,1.39999,0.470178
0.644,1.40073,0.470211
0.645,1.40147,0.470245
0.646,1.40221,0.470278
0.647,1.40296,0.470313
0.648,1.4037,0.470347
0.649,1.40444,0.470381
0.65,1.40519,0.470416
0.651,1.40593,0.470452
0.652,1.40667,0.470487
0.653,1.40742,0.470523
0.654,1.40817,0.470558
0.655,1.40891,0.470595
0.656,1.40966,0.470631
0.657,1.4104,0.470668
0.658,1.41115,0.470705
0.659,1.4119,0.470742
0.66,1.41264,0.470779
0.661,1.41339,0.470817
0.662,1.41414,0.470855
0.663,1.41489,0.470893
0.664,1.41564,0.470932
0.665,1.41639,0.470971
0.666,1.41713,0.47101
0.667,1.41788,0.471049
0.668,1.41863,0.471088
0.669,1.41939,0.471128
0.67,1.42014,0.471168
0.671,1.42089,0.471209
0.672,1.42164,0.471249
0.673,1.42239,0.47129
0.674,1.42314,0.471331
0.675,1.42389,0.471373
0.676,1.42465,0.471414
0.677,1.4254,0.471456
0.678,1.42615,0.471498
0.679,1.42691,0.471541
0.68,1.42766,0.471583
0.681,1.42842,0.471626
0.682,1.42917,0.471669
0.683,1.42993,0.471713
0.684,1.43068,0.471757
0.685,1.43144,0.4718
0.686,1.43219,0.471845
0.687,1.43295,0.471889
0.688,1.43371,0.471934
0.689,1.43446,0.471979
0.69,1.43522,0.472024
0.691,1.43598,0.47207
0.692,1.43674,0.472116
0.693,1.4375,0.472162
0.694,1.43825,0.472208
0.695,1.43901,0.472255
0.696,1.43977,0.472302
0.697,1.44053,0.472349
0.698,1.44129,0.472396
0.699,1.44205,0.472444
0.7,1.44281,0.472492
0.701,1.44358,0.47254
0.702,1.44434,0.472588
0.703,1.4451,0.472637
0.704,1.44586,0.472686
0.705,1.44662,0.472735
0.706,1.44739,0.472785
0.707,1.44815,0.472834
0.708,1.44891,0.472884
0.709,1.44968,0.472935
0.71,1.45044,0.472985
0.711,1.45121,0.473036
0.712,1.45197,0.473087
0.713,1.45274,0.473138
0.714,1.4535,0.47319
0.715,1.45427,0.473242
0.716,1.45503,0.473294
0.717,1.4558,0.473346
0.718,1.45657,0.473399
0.719,1.45733,0.473452
0.72,1.4581,0.473505
0.721,1.45887,0.473559
0.722,1.45964,0.473612
0.723,1.4604,0.473666
0.724,1.46117,0.47372
0.725,1.46194,0.473775
0.726,1.46271,0.47383
0.727,1.46348,0.473885
0.728,1.46425,0.47394
0.729,1.46502,0.473996
0.73,1.46579,0.474052
0.731,1.46656,0.474108
0.732,1.46733,0.474164
0.733,1.46811,0.474221
0.734,1.46888,0.474278
0.735,1.46965,0.474335
0.736,1.47042,0.474392
0.737,1.4712,0.47445
0.738,1.47197,0.474508
0.739,1.47274,0.474566
0.74,1.47352,0.474625
0.741,1.47429,0.474683
0.742,1.47507,0.474742
0.743,1.47584,0.474802
0.744,1.47662,0.474861
0.745,1.47739,0.474921
0.746,1.47817,0.474981
0.747,1.47894,0.475042
0.748,1.47972,0.475102
0.749,1.4805,0.475163
0.75,1.48127,0.475224
0.751,1.48205,0.475286
0.752,1.48283,0.475347
0.753,1.48361,0.475409
0.754,1.48438,0.475472
0.755,1.48516,0.475534
0.756,1.48594,0.475597
0.757,1.48672,0.47566
0.758,1.4875,0.475723
0.759,1.48828,0.475787
0.76,1.48906,0.475851
0.761,1.48984,0.475915
0.762,1.49062,0.475979
0.763,1.4914,0.476044
0.764,1.49218,0.476109
0.765,1.49297,0.476174
0.766,1.49375,0.476239
0.767,1.49453,0.476305
0.768,1.49531,0.476371
0.769,1.4961,0.476437
0.77,1.49688,0.476504
0.771,1.49766,0.476571
0.772,1.49845,0.476638
0.773,1.49923,0.476705
0.774,1.50002,0.476773
0.775,1.5008,0.476841
0.776,1.50159,0.476909
0.777,1.50237,0.476977
0.778,1.50316,0.477046
0.779,1.50394,0.477115
0.78,1.50473,0.477184
0.781,1.50552,0.477254
0.782,1.5063,0.477324
0.783,1.50709,0.477394
0.784,1.50788,0.477464
0.785,1.50867,0.477535
0.786,1.50945,0.477605
0.787,1.51024,0.477677
0.788,1.51103,0.477748
0.789,1.51182,0.47782
0.79,1.51261,0.477892
0.791,1.5134,0.477964
0.792,1.51419,0.478036
0.793,1.51498,0.478109
0.794,1.51577,0.478182
0.795,1.51656,0.478256
0.796,1.51735,0.478329
0.797,1.51815,0.478403
0.798,1.51894,0.478477
0.799,1.51973,0.478552
0.8,1.52052,0.478626
0.801,1.52132,0.478701
0.802,1.52211,0.478776
0.803,1.5229,0.478852
0.804,1.5237,0.478928
0.805,1.52449,0.479004
0.806,1.52528,0.47908
0.807,1.52608,0.479157
0.808,1.52687,0.479234
0.809,1.52767,0.479311
0.81,1.52846,0.479388
0.811,1.52926,0.479466
0.812,1.53006,0.479544
0.813,1.53085,0.479622
0.814,1.53165,0.479701
0.815,1.53245,0.479779
0.816,1.53324,0.479858
0.817,1.53404,0.479938
0.818,1.53484,0.480017
0.819,1.53564,0.480097
0.82,1.53643,0.480177
0.821,1.53723,0.480258
0.822,1.53803,0.480338
0.823,1.53883,0.480419
0.824,1.53963,0.480501
0.825,1.54043,0.480582
0.826,1.54123,0.480664
0.827,1.54203,0.480746
0.828,1.54283,0.480829
0.829,1.54363,0.480911
0.83,1.54443,0.480994
0.831,1.54524,0.481077
0.832,1.54604,0.481161
0.833,1.54684,0.481244
0.834,1.54764,0.481328
0.835,1.54844,0.481413
0.836,1.54925,0.481497
0.837,1.55005,0.481582
0.838,1.55085,0.481667
0.839,1.55166,0.481753
0.84,1.55246,0.481838
0.841,1.55327,0.481924
0.842,1.55407,0.482011
0.843,1.55488,0.482097
0.844,1.55568,0.482184
0.845,1.55649,0.482271
0.846,1.55729,0.482358
0.847,1.5581,0.482446
0.848,1.55891,0.482534
0.849,1.55971,0.482622
0.85,1.56052,0.48271
0.851,1.56133,0.482799
0.852,1.56213,0.482888
0.853,1.56294,0.482978
0.854,1.56375,0.483067
0.855,1.56456,0.483157
0.856,1.56537,0.483247
0.857,1.56618,0.483337
0.858,1.56699,0.483428
0.859,1.56779,0.483519
0.86,1.5686,0.48361
0.861,1.56941,0.483702
0.862,1.57022,0.483794
0.863,1.57104,0.483886
0.864,1.57185,0.483978
0.865,1.57266,0.484071
0.866,1.57347,0.484164
0.867,1.57428,0.484257
0.868,1.57509,0.48435
0.869,1.5759,0.484444
0.87,1.57672,0.484538
0.871,1.57753,0.484632
0.872,1.57834,0.484727
0.873,1.57916,0.484822
0.874,1.57997,0.484917
0.875,1.58078,0.485013
0.876,1.5816,0.485108
0.877,1.58241,0.485204
0.878,1.58323,0.485301
0.879,1.58404,0.485397
0.88,1.58486,0.485494
0.881,1.58567,0.485591
0.882,1.58649,0.485689
0.883,1.5873,0.485786
0.884,1.58812,0.485884
0.885,1.58894,0.485982
0.886,1.58975,0.486081
0.887,1.59057,0.48618
0.888,1.59139,0.486279
0.889,1.5922,0.486378
0.89,1.59302,0.486478
0.891,1.59384,0.486578
0.892,1.59466,0.486678
0.893,1.59548,0.486779
0.894,1.5963,0.48688
0.895,1.59711,0.486981
0.896,1.59793,0.487082
0.897,1.59875,0.487184
0.898,1.59957,0.487286
0.899,1.60039,0.487388
0.9,1.60121,0.48749
0.901,1.60203,0.487593
0.902,1.60286,0.487696
0.903,1.60368,0.487799
0.904,1.6045,0.487903
0.905,1.60532,0.488007
0.906,1.60614,0.488111
0.907,1.60696,0.488216
0.908,1.60779,0.488321
0.909,1.60861,0.488426
0.91,1.60943,0.488531
0.911,1.61025,0.488637
0.912,1.61108,0.488742
0.913,1.6119,0.488849
0.914,1.61273,0.488955
0.915,1.61355,0.489062
0.916,1.61437,0.489169
0.917,1.6152,0.489276
0.918,1.61602,0.489384
0.919,1.61685,0.489492
0.92,1.61767,0.4896
0.921,1.6185,0.489709
0.922,1.61933,0.489817
0.923,1.62015,0.489926
0.924,1.62098,0.490036
0.925,1.6218,0.490145
0.926,1.62263,0.490255
0.927,1.62346,0.490365
0.928,1.62429,0.490476
0.929,1.62511,0.490587
0.93,1.62594,0.490698
0.931,1.62677,0.490809
0.932,1.6276,0.490921
0.933,1.62843,0.491033
0.934,1.62926,0.491145
0.935,1.63008,0.491257
0.936,1.63091,0.49137
0.937,1.63174,0.491483
0.938,1.63257,0.491597
0.939,1.6334,0.49171
0.94,1.63423,0.491824
0.941,1.63506,0.491939
0.942,1.63589,0.492053
0.943,1.63672,0.492168
0.944,1.63756,0.492283
0.945,1.63839,0.492398
0.946,1.63922,0.492514
0.947,1.64005,0.49263
0.948,1.64088,0.492746
0.949,1.64172,0.492863
0.95,1.64255,0.49298
0.951,1.64338,0.493097
0.952,1.64421,0.493214
0.953,1.64505,0.493332
0.954,1.64588,0.49345
0.955,1.64671,0.493568
0.956,1.64755,0.493687
0.957,1.64838,0.493805
0.958,1.64922,0.493925
0.959,1.65005,0.494044
0.96,1.65089,0.494164
0.961,1.65172,0.494284
0.962,1.65256,0.494404
0.963,1.65339,0.494525
0.964,1.65423,0.494646
0.965,1.65506,0.494767
0.966,1.6559,0.494888
0.967,1.65674,0.49501
0.968,1.65757,0.495132
0.969,1.65841,0.495254
0.97,1.65925,0.495377
0.971,1.66008,0.4955
0.972,1.66092,0.495623
0.973,1.66176,0.495747
0.974,1.6626,0.495871
0.975,1.66343,0.495995
0.976,1.66427,0.496119
0.977,1.66511,0.496244
0.978,1.66595,0.496369
0.979,1.66679,0.496494
0.98,1.66763,0.49662
0.981,1.66847,0.496745
0.982,1.66931,0.496872
0.983,1.67015,0.496998
0.984,1.67099,0.497125
0.985,1.67183,0.497252
0.986,1.67267,0.497379
0.987,1.67351,0.497507
0.988,1.67435,0.497635
0.989,1.67519,0.497763
0.99,1.67603,0.497891
0.991,1.67687,0.49802
0.992,1.67771,0.498149
0.993,1.67856,0.498279
0.994,1.6794,0.498408
0.995,1.68024,0.498538
0.996,1.68108,0.498668
0.997,1.68193,0.498799
0.998,1.68277,0.49893
0.999,1.68361,0.499061
