0, 0.0208027, -7.21645e-16
1, 0.056946, -6.0363e-16
2, 0.0930723, -6.12913e-16
3, 0.129174, -5.87367e-16
4, 0.165242, -4.65773e-16
5, 0.201269, -5.51642e-16
6, 0.237247, -4.31079e-16
7, 0.273168, -3.48679e-16
8, 0.309023, -4.4062e-16
9, 0.344805, -2.84495e-16
10, 0.380506, -3.79904e-16
11, 0.416118, -7.11237e-16
12, 0.451632, -4.3715e-16
13, 0.487042, -5.23886e-16
14, 0.522338, -6.00214e-16
15, 0.557514, -7.49401e-16
16, 0.592561, 2.77556e-17
17, 0.627471, 1.73472e-16
18, 0.662238, 1.31839e-16
19, 0.696852, -3.46945e-17
20, 0.731307, 2.63678e-16
21, 0.765596, -1.66533e-16
22, 0.799709, -1.66533e-16
23, 0.833641, -4.996e-16
24, 0.867383, -4.30211e-16
25, 0.900928, -4.996e-16
26, 0.934269, -4.02456e-16
27, 0.967398, -5.55112e-16
28, 1.00031, -4.30211e-16
29, 1.03299, -5.13478e-16
30, 1.06545, -3.46945e-16
31, 1.09766, -3.46945e-16
32, 1.12962, 4.996e-16
33, 1.16133, 4.71845e-16
34, 1.19278, 4.996e-16
35, 1.22397, 1.38778e-16
36, 1.25488, 4.71845e-16
37, 1.28551, 4.16334e-16
38, 1.31585, 4.16334e-16
39, 1.3459, 1.11022e-16
40, 1.37565, 3.33067e-16
41, 1.40509, 1.11022e-16
42, 1.43422, 2.22045e-16
43, 1.46304, -2.22045e-16
44, 1.49152, 2.22045e-16
45, 1.51968, -2.77556e-17
46, 1.54751, -8.32667e-17
47, 1.57499, -5.55112e-16
48, 1.60213, 4.44089e-16
49, 1.62891, 2.498e-16
50, 1.65533, 3.88578e-16
51, 1.6814, 0
52, 1.70709, 6.10623e-16
53, 1.73241, 1.66533e-16
54, 1.75735, 1.66533e-16
55, 1.78191, -3.88578e-16
56, 1.80608, -2.77556e-16
57, 1.82986, -7.77156e-16
58, 1.85324, -4.996e-16
59, 1.87622, -8.88178e-16
60, 1.8988, -5.55112e-16
61, 1.92097, -8.88178e-16
62, 1.94272, -5.55112e-16
63, 1.96405, -6.10623e-16
64, 1.98496, -2.22045e-16
65, 2.00545, -3.33067e-16
66, 2.02551, -5.55112e-17
67, 2.04513, -3.33067e-16
68, 2.06432, 1.66533e-16
69, 2.08307, -1.11022e-16
70, 2.10138, 5.55112e-17
71, 2.11924, -4.44089e-16
72, 2.13666, -4.44089e-16
73, 2.15363, -7.21645e-16
74, 2.17014, -7.21645e-16
75, 2.18619, -1.22125e-15
76, 2.20179, -8.88178e-16
77, 2.21693, -8.88178e-16
78, 2.23161, -6.66134e-16
79, 2.24582, -1.16573e-15
80, 2.25957, -2.22045e-16
81, 2.27284, -1.66533e-16
82, 2.28565, 0
83, 2.29799, -5.55112e-16
84, 2.30986, 0
85, 2.32125, -4.44089e-16
86, 2.33217, -2.77556e-16
87, 2.34262, -1.05471e-15
88, 2.35259, -7.77156e-16
89, 2.36208, -1.27676e-15
90, 2.37109, -8.32667e-16
91, 2.37963, -1.33227e-15
92, 2.38769, -8.88178e-16
93, 2.39527, -1.22125e-15
94, 2.40238, -9.4369e-16
95, 2.40901, -1.38778e-15
96, 2.41516, -4.44089e-16
97, 2.42083, -5.55112e-16
98, 2.42603, -4.996e-16
99, 2.43075, -9.4369e-16
100, 2.435, -4.996e-16
101, 2.43877, -6.66134e-16
102, 2.44207, -3.33067e-16
103, 2.4449, -9.99201e-16
104, 2.44725, -1.05471e-15
105, 2.44914, -1.27676e-15
106, 2.45056, -6.38378e-16
107, 2.45152, -1.33227e-15
108, 2.45201, -8.88178e-16
109, 2.45204, -8.88178e-16
110, 2.45161, -7.77156e-16
111, 2.45072, -1.249e-15
112, 2.44938, -5.82867e-16
113, 2.44758, -7.77156e-16
114, 2.44533, -6.66134e-16
115, 2.44264, -9.4369e-16
116, 2.4395, -4.16334e-16
117, 2.43592, -6.66134e-16
118, 2.4319, -7.07767e-16
119, 2.42744, -1.08247e-15
120, 2.42255, -8.46545e-16
121, 2.41723, -1.26288e-15
122, 2.41148, -9.4369e-16
123, 2.40531, -1.5335e-15
124, 2.39872, -1.04777e-15
125, 2.39172, -1.26288e-15
126, 2.38431, -1.05471e-15
127, 2.37649, -1.66187e-15
128, 2.36826, -1.35194e-15
129, 2.35964, -1.70523e-15
130, 2.35062, -1.43982e-15
131, 2.34121, -1.7833e-15
132, 2.33142, -1.23512e-15
133, 2.32124, -1.47798e-15
134, 2.31069, -1.08247e-15
135, 2.29977, -1.65146e-15
136, 2.28847, -1.41553e-15
137, 2.27682, -1.90126e-15
138, 2.26481, -1.249e-15
139, 2.25245, -1.77636e-15
140, 2.23974, -1.52656e-15
141, 2.22669, -1.58207e-15
142, 2.2133, -1.63758e-15
143, 2.19958, -1.85962e-15
144, 2.18554, -1.47105e-15
145, 2.17118, -1.77636e-15
146, 2.1565, -1.22125e-15
147, 2.14152, -1.83187e-15
148, 2.12623, -1.19349e-15
149, 2.11064, -1.63758e-15
150, 2.09477, -1.27676e-15
151, 2.07861, -1.60982e-15
152, 2.06217, -1.55431e-15
153, 2.04546, -2.10942e-15
154, 2.02848, -1.4988e-15
155, 2.01124, -1.9984e-15
156, 1.99375, -1.16573e-15
157, 1.97601, -1.44329e-15
158, 1.95803, -1.33227e-15
159, 1.93981, -1.4988e-15
160, 1.92137, -1.05471e-15
161, 1.9027, -1.4988e-15
162, 1.88382, -9.99201e-16
