iter	log
1	1.32
2	1.75884
3	1.26736
4	0.769309
5	0.260229
6	-0.267786
7	-0.829699
8	-1.45708
9	-2.23222
10	-3.5183
11	-3.99896
12	-3.5183
13	-3.03701
14	-2.9008
15	-2.93132
16	-2.9008
17	-2.88939
18	-2.88506
19	-2.88341
20	-2.88278
21	-2.88254
22	-2.88245
23	-2.88242
24	-2.8824
