iter	log
1226.23	576.499
1227.14	576.918
1228.05	577.337
1228.96	577.756
1229.86	578.175
1230.77	578.594
1231.68	579.013
1232.59	579.432
1233.5	579.85
1234.4	580.269
1235.31	580.688
1236.22	581.107
1237.13	581.526
1238.04	581.945
1238.94	582.363
1239.85	582.782
1240.76	583.201
1241.67	583.62
1242.58	584.039
1243.48	584.457
1244.39	584.876
1245.3	585.295
1246.21	585.713
1247.12	586.132
1248.03	586.551
1248.93	586.97
1249.84	587.388
1250.75	587.807
1251.66	588.226
1252.57	588.644
1253.47	589.063
1254.38	589.481
1255.29	589.9
1256.2	590.319
1257.11	590.737
1258.01	591.156
1258.92	591.574
1259.83	591.993
1260.74	592.412
1261.65	592.83
1262.56	593.249
1263.46	593.667
1264.37	594.086
1265.28	594.504
1266.19	594.923
1267.1	595.341
1268	595.76
1268.91	596.178
1269.82	596.597
1270.73	597.015
1271.64	597.434
1272.55	597.852
1273.45	598.27
1274.36	598.689
1275.27	599.107
1276.18	599.526
1277.09	599.944
1278	600.362
1278.9	600.781
1279.81	601.199
1280.72	601.617
1281.63	602.036
1282.54	602.454
1283.45	602.872
1284.35	603.291
1285.26	603.709
1286.17	604.127
1287.08	604.545
1287.99	604.964
1288.9	605.382
1289.8	605.8
1290.71	606.218
1291.62	606.637
1292.53	607.055
1293.44	607.473
1294.35	607.891
1295.25	608.309
1296.16	608.727
1297.07	609.146
1297.98	609.564
1298.89	609.982
1299.8	610.4
1300.7	610.818
1301.61	611.236
1302.52	611.654
1303.43	612.072
1304.34	612.49
1305.25	612.909
1306.15	613.327
1307.06	613.745
1307.97	614.163
1308.88	614.581
1309.79	614.999
1310.7	615.417
1311.61	615.835
1312.51	616.253
1313.42	616.671
1314.33	617.089
1315.24	617.506
1316.15	617.924
1317.06	618.342
1317.96	618.76
1318.87	619.178
1319.78	619.596
1320.69	620.014
1321.6	620.432
1322.51	620.85
1323.42	621.268
1324.32	621.685
1325.23	622.103
1326.14	622.521
1327.05	622.939
1327.96	623.357
1328.87	623.774
1329.78	624.192
1330.68	624.61
1331.59	625.028
1332.5	625.446
1333.41	625.863
1334.32	626.281
1335.23	626.699
1336.14	627.116
1337.04	627.534
1337.95	627.952
1338.86	628.37
1339.77	628.787
1340.68	629.205
1341.59	629.622
1342.5	630.04
1343.4	630.458
1344.31	630.875
1345.22	631.293
1346.13	631.711
1347.04	632.128
1347.95	632.546
1348.86	632.963
1349.76	633.381
1350.67	633.798
1351.58	634.216
1352.49	634.633
1353.4	635.051
1354.31	635.469
1355.22	635.886
1356.13	636.303
1357.03	636.721
1357.94	637.138
1358.85	637.556
1359.76	637.973
1360.67	638.391
1361.58	638.808
1362.49	639.226
1363.4	639.643
1364.3	640.06
1365.21	640.478
1366.12	640.895
1367.03	641.313
1367.94	641.73
1368.85	642.147
1369.76	642.565
1370.66	642.982
1371.57	643.399
1372.48	643.816
1373.39	644.234
1374.3	644.651
1375.21	645.068
1376.12	645.486
1377.03	645.903
1377.94	646.32
1378.84	646.737
1379.75	647.154
1380.66	647.572
1381.57	647.989
1382.48	648.406
1383.39	648.823
1384.3	649.24
1385.21	649.658
1386.11	650.075
1387.02	650.492
1387.93	650.909
1388.84	651.326
1389.75	651.743
1390.66	652.16
1391.57	652.577
1392.48	652.994
1393.39	653.412
1394.29	653.829
1395.2	654.246
1396.11	654.663
1397.02	655.08
1397.93	655.497
1398.84	655.914
1399.75	656.331
1400.66	656.748
1401.57	657.165
1402.47	657.582
1403.38	657.999
1404.29	658.415
1405.2	658.832
1406.11	659.249
1407.02	659.666
1407.93	660.083
1408.84	660.5
1409.75	660.917
1410.66	661.334
1411.56	661.751
1412.47	662.167
1413.38	662.584
1414.29	663.001
1415.2	663.418
1416.11	663.835
1417.02	664.252
1417.93	664.668
1418.84	665.085
1419.74	665.502
1420.65	665.919
1421.56	666.335
1422.47	666.752
1423.38	667.169
1424.29	667.586
1425.2	668.002
1426.11	668.419
1427.02	668.836
1427.93	669.252
1428.84	669.669
1429.74	670.086
1430.65	670.502
1431.56	670.919
1432.47	671.335
1433.38	671.752
1434.29	672.169
1435.2	672.585
1436.11	673.002
1437.02	673.418
1437.93	673.835
1438.84	674.252
1439.74	674.668
1440.65	675.085
1441.56	675.501
1442.47	675.918
1443.38	676.334
1444.29	676.751
1445.2	677.167
1446.11	677.584
1447.02	678
1447.93	678.416
1448.84	678.833
1449.75	679.249
1450.65	679.666
1451.56	680.082
1452.47	680.498
1453.38	680.915
1454.29	681.331
1455.2	681.748
1456.11	682.164
1457.02	682.58
1457.93	682.997
1458.84	683.413
1459.75	683.829
1460.66	684.245
1461.56	684.662
1462.47	685.078
1463.38	685.494
