iter	log
1221.32	591.443
1222.22	591.872
1223.12	592.302
1224.03	592.731
1224.93	593.16
1225.83	593.59
1226.74	594.019
1227.64	594.448
1228.54	594.878
1229.44	595.307
1230.35	595.736
1231.25	596.165
1232.15	596.595
1233.06	597.024
1233.96	597.453
1234.86	597.882
1235.77	598.312
1236.67	598.741
1237.57	599.17
1238.48	599.599
1239.38	600.028
1240.28	600.458
1241.19	600.887
1242.09	601.316
1242.99	601.745
1243.9	602.174
1244.8	602.603
1245.7	603.032
1246.61	603.462
1247.51	603.891
1248.41	604.32
1249.32	604.749
1250.22	605.178
1251.12	605.607
1252.03	606.036
1252.93	606.465
1253.83	606.894
1254.74	607.323
1255.64	607.752
1256.54	608.181
1257.45	608.61
1258.35	609.039
1259.25	609.468
1260.16	609.897
1261.06	610.326
1261.96	610.755
1262.87	611.184
1263.77	611.613
1264.67	612.042
1265.58	612.47
1266.48	612.899
1267.38	613.328
1268.29	613.757
1269.19	614.186
1270.09	614.615
1271	615.044
1271.9	615.472
1272.8	615.901
1273.71	616.33
1274.61	616.759
1275.51	617.188
1276.42	617.616
1277.32	618.045
1278.22	618.474
1279.13	618.903
1280.03	619.331
1280.93	619.76
1281.84	620.189
1282.74	620.618
1283.64	621.046
1284.55	621.475
1285.45	621.904
1286.35	622.332
1287.26	622.761
1288.16	623.19
1289.06	623.618
1289.97	624.047
1290.87	624.475
1291.77	624.904
1292.68	625.333
1293.58	625.761
1294.49	626.19
1295.39	626.618
1296.29	627.047
1297.2	627.475
1298.1	627.904
1299	628.333
1299.91	628.761
1300.81	629.19
1301.71	629.618
1302.62	630.047
1303.52	630.475
1304.42	630.903
1305.33	631.332
1306.23	631.76
1307.13	632.189
1308.04	632.617
1308.94	633.046
1309.85	633.474
1310.75	633.902
1311.65	634.331
1312.56	634.759
1313.46	635.188
1314.36	635.616
1315.27	636.044
1316.17	636.473
1317.07	636.901
1317.98	637.329
1318.88	637.757
1319.79	638.186
1320.69	638.614
1321.59	639.042
1322.5	639.471
1323.4	639.899
1324.3	640.327
1325.21	640.755
1326.11	641.184
1327.01	641.612
1327.92	642.04
1328.82	642.468
1329.73	642.896
1330.63	643.324
1331.53	643.753
1332.44	644.181
1333.34	644.609
1334.24	645.037
1335.15	645.465
1336.05	645.893
1336.96	646.321
1337.86	646.749
1338.76	647.178
1339.67	647.606
1340.57	648.034
1341.47	648.462
1342.38	648.89
1343.28	649.318
1344.19	649.746
1345.09	650.174
1345.99	650.602
1346.9	651.03
1347.8	651.458
1348.7	651.886
1349.61	652.314
1350.51	652.742
1351.42	653.17
1352.32	653.597
1353.22	654.025
1354.13	654.453
1355.03	654.881
1355.93	655.309
1356.84	655.737
1357.74	656.165
1358.65	656.593
1359.55	657.02
1360.45	657.448
1361.36	657.876
1362.26	658.304
1363.17	658.732
1364.07	659.16
1364.97	659.587
1365.88	660.015
1366.78	660.443
1367.69	660.871
1368.59	661.298
1369.49	661.726
1370.4	662.154
1371.3	662.582
1372.2	663.009
1373.11	663.437
1374.01	663.865
1374.92	664.292
1375.82	664.72
1376.72	665.148
1377.63	665.575
1378.53	666.003
1379.44	666.43
1380.34	666.858
1381.24	667.286
1382.15	667.713
1383.05	668.141
1383.96	668.568
1384.86	668.996
1385.76	669.424
1386.67	669.851
1387.57	670.279
1388.48	670.706
1389.38	671.134
1390.28	671.561
1391.19	671.989
1392.09	672.416
1393	672.844
1393.9	673.271
1394.8	673.698
1395.71	674.126
1396.61	674.553
1397.52	674.981
1398.42	675.408
1399.32	675.836
1400.23	676.263
1401.13	676.69
1402.04	677.118
1402.94	677.545
1403.85	677.972
1404.75	678.4
1405.65	678.827
1406.56	679.254
1407.46	679.682
1408.37	680.109
1409.27	680.536
1410.17	680.963
1411.08	681.391
1411.98	681.818
1412.89	682.245
1413.79	682.672
1414.69	683.1
1415.6	683.527
1416.5	683.954
1417.41	684.381
1418.31	684.808
1419.22	685.236
1420.12	685.663
1421.02	686.09
1421.93	686.517
1422.83	686.944
1423.74	687.371
1424.64	687.798
1425.54	688.225
1426.45	688.653
1427.35	689.08
1428.26	689.507
1429.16	689.934
1430.07	690.361
1430.97	690.788
1431.87	691.215
1432.78	691.642
1433.68	692.069
1434.59	692.496
1435.49	692.923
1436.4	693.35
1437.3	693.777
1438.2	694.204
1439.11	694.631
1440.01	695.058
1440.92	695.485
1441.82	695.911
1442.73	696.338
1443.63	696.765
1444.53	697.192
1445.44	697.619
1446.34	698.046
1447.25	698.473
1448.15	698.9
1449.06	699.326
1449.96	699.753
1450.86	700.18
1451.77	700.607
1452.67	701.034
1453.58	701.46
1454.48	701.887
1455.39	702.314
1456.29	702.741
1457.19	703.167
1458.1	703.594
