x	y
5748.45	6469.75
5749.15	6470.46
5749.86	6471.17
5750.56	6471.88
5751.27	6472.59
5751.97	6473.3
5752.68	6474.01
5753.38	6474.72
5754.09	6475.43
5754.79	6476.13
5755.5	6476.84
5756.2	6477.55
5756.91	6478.26
5757.61	6478.97
5758.32	6479.68
5759.02	6480.39
5759.73	6481.1
5760.43	6481.81
5761.14	6482.52
5761.84	6483.23
5762.55	6483.94
5763.26	6484.64
5763.96	6485.35
5764.67	6486.06
5765.37	6486.77
5766.08	6487.48
5766.78	6488.19
5767.49	6488.9
5768.19	6489.61
5768.9	6490.32
5769.6	6491.03
5770.31	6491.73
5771.01	6492.44
5771.72	6493.15
5772.42	6493.86
5773.13	6494.57
5773.83	6495.28
5774.54	6495.99
5775.24	6496.7
5775.95	6497.41
5776.66	6498.11
5777.36	6498.82
5778.07	6499.53
5778.77	6500.24
5779.48	6500.95
5780.18	6501.66
5780.89	6502.37
5781.59	6503.08
5782.3	6503.78
5783	6504.49
5783.71	6505.2
5784.42	6505.91
5785.12	6506.62
5785.83	6507.33
5786.53	6508.04
5787.24	6508.74
5787.94	6509.45
5788.65	6510.16
5789.35	6510.87
5790.06	6511.58
5790.77	6512.29
5791.47	6513
5792.18	6513.71
5792.88	6514.41
5793.59	6515.12
5794.29	6515.83
5795	6516.54
5795.71	6517.25
5796.41	6517.96
5797.12	6518.66
5797.82	6519.37
5798.53	6520.08
5799.23	6520.79
5799.94	6521.5
5800.65	6522.21
5801.35	6522.92
5802.06	6523.62
5802.76	6524.33
5803.47	6525.04
5804.17	6525.75
5804.88	6526.46
5805.59	6527.17
5806.29	6527.87
5807	6528.58
5807.7	6529.29
5808.41	6530
5809.12	6530.71
5809.82	6531.42
5810.53	6532.12
5811.23	6532.83
5811.94	6533.54
5812.65	6534.25
5813.35	6534.96
5814.06	6535.66
5814.76	6536.37
5815.47	6537.08
5816.18	6537.79
5816.88	6538.5
5817.59	6539.21
5818.29	6539.91
5819	6540.62
5819.71	6541.33
5820.41	6542.04
5821.12	6542.75
5821.82	6543.45
5822.53	6544.16
5823.24	6544.87
5823.94	6545.58
5824.65	6546.29
5825.36	6546.99
5826.06	6547.7
5826.77	6548.41
5827.47	6549.12
5828.18	6549.83
5828.89	6550.53
5829.59	6551.24
5830.3	6551.95
5831.01	6552.66
5831.71	6553.37
5832.42	6554.07
5833.12	6554.78
5833.83	6555.49
5834.54	6556.2
5835.24	6556.9
5835.95	6557.61
5836.66	6558.32
5837.36	6559.03
5838.07	6559.74
5838.78	6560.44
5839.48	6561.15
5840.19	6561.86
5840.9	6562.57
5841.6	6563.27
5842.31	6563.98
5843.01	6564.69
5843.72	6565.4
5844.43	6566.11
5845.13	6566.81
5845.84	6567.52
5846.55	6568.23
5847.25	6568.94
5847.96	6569.64
5848.67	6570.35
5849.37	6571.06
5850.08	6571.77
5850.79	6572.47
5851.49	6573.18
5852.2	6573.89
5852.91	6574.6
5853.61	6575.3
5854.32	6576.01
5855.03	6576.72
5855.73	6577.43
5856.44	6578.13
5857.15	6578.84
5857.85	6579.55
5858.56	6580.26
5859.27	6580.96
5859.97	6581.67
5860.68	6582.38
5861.39	6583.09
5862.1	6583.79
5862.8	6584.5
5863.51	6585.21
5864.22	6585.92
5864.92	6586.62
5865.63	6587.33
5866.34	6588.04
5867.04	6588.74
5867.75	6589.45
5868.46	6590.16
5869.16	6590.87
5869.87	6591.57
5870.58	6592.28
5871.29	6592.99
5871.99	6593.7
5872.7	6594.4
5873.41	6595.11
5874.11	6595.82
5874.82	6596.52
5875.53	6597.23
5876.23	6597.94
5876.94	6598.65
5877.65	6599.35
5878.36	6600.06
5879.06	6600.77
5879.77	6601.47
5880.48	6602.18
5881.18	6602.89
5881.89	6603.59
5882.6	6604.3
5883.31	6605.01
5884.01	6605.72
5884.72	6606.42
5885.43	6607.13
5886.14	6607.84
5886.84	6608.54
5887.55	6609.25
5888.26	6609.96
5888.96	6610.66
5889.67	6611.37
5890.38	6612.08
5891.09	6612.79
5891.79	6613.49
5892.5	6614.2
5893.21	6614.91
5893.92	6615.61
5894.62	6616.32
5895.33	6617.03
5896.04	6617.73
5896.75	6618.44
5897.45	6619.15
5898.16	6619.85
5898.87	6620.56
5899.58	6621.27
5900.28	6621.97
5900.99	6622.68
5901.7	6623.39
5902.41	6624.09
5903.11	6624.8
5903.82	6625.51
5904.53	6626.21
5905.24	6626.92
5905.94	6627.63
5906.65	6628.33
5907.36	6629.04
5908.07	6629.75
5908.77	6630.45
5909.48	6631.16
5910.19	6631.87
5910.9	6632.57
5911.6	6633.28
5912.31	6633.99
5913.02	6634.69
5913.73	6635.4
5914.44	6636.11
5915.14	6636.81
5915.85	6637.52
5916.56	6638.22
5917.27	6638.93
5917.97	6639.64
5918.68	6640.34
5919.39	6641.05
5920.1	6641.76
5920.81	6642.46
5921.51	6643.17
5922.22	6643.88
5922.93	6644.58
5923.64	6645.29
5924.35	6645.99
5925.05	6646.7
5925.76	6647.41
5926.47	6648.11
5927.18	6648.82
5927.88	6649.53
5928.59	6650.23
5929.3	6650.94
5930.01	6651.64
5930.72	6652.35
5931.42	6653.06
5932.13	6653.76
5932.84	6654.47
5933.55	6655.18
5934.26	6655.88
5934.97	6656.59
5935.67	6657.29
5936.38	6658
5937.09	6658.71
5937.8	6659.41
5938.51	6660.12
5939.21	6660.82
5939.92	6661.53
5940.63	6662.24
5941.34	6662.94
5942.05	6663.65
5942.76	6664.35
5943.46	6665.06
5944.17	6665.77
5944.88	6666.47
5945.59	6667.18
5946.3	6667.88
5947	6668.59
5947.71	6669.3
5948.42	6670
5949.13	6670.71
5949.84	6671.41
5950.55	6672.12
5951.25	6672.82
5951.96	6673.53
5952.67	6674.24
5953.38	6674.94
5954.09	6675.65
5954.8	6676.35
5955.51	6677.06
5956.21	6677.77
5956.92	6678.47
5957.63	6679.18
5958.34	6679.88
5959.05	6680.59
5959.76	6681.29
5960.46	6682
5961.17	6682.71
5961.88	6683.41
5962.59	6684.12
5963.3	6684.82
5964.01	6685.53
5964.72	6686.23
5965.42	6686.94
5966.13	6687.64
5966.84	6688.35
5967.55	6689.06
5968.26	6689.76
5968.97	6690.47
5969.68	6691.17
5970.39	6691.88
5971.09	6692.58
5971.8	6693.29
5972.51	6693.99
5973.22	6694.7
5973.93	6695.4
5974.64	6696.11
5975.35	6696.82
5976.06	6697.52
5976.76	6698.23
5977.47	6698.93
5978.18	6699.64
5978.89	6700.34
5979.6	6701.05
5980.31	6701.75
5981.02	6702.46
5981.73	6703.16
5982.44	6703.87
5983.14	6704.57
5983.85	6705.28
5984.56	6705.99
5985.27	6706.69
5985.98	6707.4
5986.69	6708.1
5987.4	6708.81
5988.11	6709.51
5988.82	6710.22
5989.53	6710.92
5990.23	6711.63
5990.94	6712.33
5991.65	6713.04
5992.36	6713.74
5993.07	6714.45
5993.78	6715.15
5994.49	6715.86
5995.2	6716.56
5995.91	6717.27
5996.62	6717.97
5997.33	6718.68
5998.03	6719.38
5998.74	6720.09
5999.45	6720.79
6000.16	6721.5
6000.87	6722.2
6001.58	6722.91
6002.29	6723.61
6003	6724.32
6003.71	6725.02
6004.42	6725.73
6005.13	6726.43
6005.84	6727.14
6006.55	6727.84
6007.26	6728.55
6007.96	6729.25
6008.67	6729.96
6009.38	6730.66
6010.09	6731.37
6010.8	6732.07
6011.51	6732.78
6012.22	6733.48
6012.93	6734.18
6013.64	6734.89
6014.35	6735.59
6015.06	6736.3
6015.77	6737
6016.48	6737.71
6017.19	6738.41
6017.9	6739.12
6018.61	6739.82
6019.32	6740.53
6020.03	6741.23
6020.74	6741.94
6021.45	6742.64
6022.15	6743.35
6022.86	6744.05
6023.57	6744.75
6024.28	6745.46
6024.99	6746.16
6025.7	6746.87
6026.41	6747.57
6027.12	6748.28
6027.83	6748.98
6028.54	6749.69
6029.25	6750.39
6029.96	6751.1
6030.67	6751.8
6031.38	6752.5
6032.09	6753.21
6032.8	6753.91
6033.51	6754.62
6034.22	6755.32
6034.93	6756.03
6035.64	6756.73
6036.35	6757.43
6037.06	6758.14
6037.77	6758.84
6038.48	6759.55
6039.19	6760.25
6039.9	6760.96
6040.61	6761.66
6041.32	6762.37
6042.03	6763.07
6042.74	6763.77
6043.45	6764.48
6044.16	6765.18
6044.87	6765.89
6045.58	6766.59
6046.29	6767.29
6047	6768
6047.71	6768.7
6048.42	6769.41
6049.13	6770.11
6049.84	6770.82
6050.55	6771.52
6051.26	6772.22
6051.97	6772.93
6052.68	6773.63
6053.39	6774.34
6054.1	6775.04
6054.81	6775.74
6055.52	6776.45
6056.23	6777.15
6056.94	6777.86
6057.65	6778.56
6058.36	6779.26
6059.07	6779.97
6059.78	6780.67
6060.49	6781.38
6061.2	6782.08
6061.91	6782.78
6062.62	6783.49
6063.33	6784.19
6064.04	6784.89
6064.75	6785.6
6065.46	6786.3
6066.17	6787.01
6066.89	6787.71
6067.6	6788.41
6068.31	6789.12
6069.02	6789.82
6069.73	6790.53
6070.44	6791.23
6071.15	6791.93
6071.86	6792.64
6072.57	6793.34
6073.28	6794.04
6073.99	6794.75
6074.7	6795.45
6075.41	6796.15
6076.12	6796.86
6076.83	6797.56
6077.54	6798.27
6078.25	6798.97
6078.96	6799.67
6079.67	6800.38
6080.38	6801.08
6081.1	6801.78
6081.81	6802.49
6082.52	6803.19
6083.23	6803.89
6083.94	6804.6
6084.65	6805.3
6085.36	6806
6086.07	6806.71
6086.78	6807.41
6087.49	6808.11
6088.2	6808.82
6088.91	6809.52
6089.62	6810.23
6090.33	6810.93
6091.05	6811.63
6091.76	6812.34
6092.47	6813.04
6093.18	6813.74
6093.89	6814.45
6094.6	6815.15
6095.31	6815.85
6096.02	6816.56
6096.73	6817.26
6097.44	6817.96
6098.15	6818.67
6098.87	6819.37
6099.58	6820.07
6100.29	6820.77
6101	6821.48
6101.71	6822.18
6102.42	6822.88
6103.13	6823.59
6103.84	6824.29
6104.55	6824.99
6105.26	6825.7
6105.98	6826.4
6106.69	6827.1
6107.4	6827.81
6108.11	6828.51
6108.82	6829.21
6109.53	6829.92
6110.24	6830.62
6110.95	6831.32
6111.66	6832.02
6112.38	6832.73
6113.09	6833.43
6113.8	6834.13
6114.51	6834.84
6115.22	6835.54
6115.93	6836.24
6116.64	6836.95
6117.35	6837.65
6118.07	6838.35
6118.78	6839.05
6119.49	6839.76
6120.2	6840.46
6120.91	6841.16
6121.62	6841.87
6122.33	6842.57
6123.05	6843.27
6123.76	6843.97
6124.47	6844.68
6125.18	6845.38
6125.89	6846.08
6126.6	6846.79
6127.31	6847.49
6128.03	6848.19
6128.74	6848.89
6129.45	6849.6
6130.16	6850.3
6130.87	6851
6131.58	6851.7
6132.29	6852.41
6133.01	6853.11
6133.72	6853.81
6134.43	6854.51
6135.14	6855.22
6135.85	6855.92
6136.56	6856.62
6137.28	6857.32
6137.99	6858.03
6138.7	6858.73
6139.41	6859.43
6140.12	6860.13
6140.83	6860.84
6141.55	6861.54
6142.26	6862.24
6142.97	6862.94
6143.68	6863.65
6144.39	6864.35
6145.1	6865.05
6145.82	6865.75
6146.53	6866.46
6147.24	6867.16
6147.95	6867.86
6148.66	6868.56
6149.37	6869.27
6150.09	6869.97
6150.8	6870.67
6151.51	6871.37
6152.22	6872.08
6152.93	6872.78
6153.65	6873.48
6154.36	6874.18
6155.07	6874.88
6155.78	6875.59
6156.49	6876.29
6157.21	6876.99
6157.92	6877.69
6158.63	6878.4
6159.34	6879.1
6160.05	6879.8
6160.77	6880.5
6161.48	6881.2
6162.19	6881.91
6162.9	6882.61
6163.61	6883.31
6164.33	6884.01
6165.04	6884.71
6165.75	6885.42
6166.46	6886.12
6167.17	6886.82
6167.89	6887.52
6168.6	6888.22
6169.31	6888.93
6170.02	6889.63
6170.74	6890.33
6171.45	6891.03
6172.16	6891.73
6172.87	6892.44
6173.58	6893.14
6174.3	6893.84
6175.01	6894.54
6175.72	6895.24
6176.43	6895.95
6177.15	6896.65
6177.86	6897.35
6178.57	6898.05
6179.28	6898.75
6180	6899.46
6180.71	6900.16
6181.42	6900.86
6182.13	6901.56
6182.85	6902.26
6183.56	6902.96
6184.27	6903.67
6184.98	6904.37
6185.7	6905.07
6186.41	6905.77
6187.12	6906.47
6187.83	6907.17
6188.55	6907.88
6189.26	6908.58
6189.97	6909.28
6190.68	6909.98
6191.4	6910.68
6192.11	6911.38
6192.82	6912.09
6193.53	6912.79
6194.25	6913.49
6194.96	6914.19
6195.67	6914.89
6196.38	6915.59
6197.1	6916.29
6197.81	6917
6198.52	6917.7
6199.23	6918.4
6199.95	6919.1
6200.66	6919.8
6201.37	6920.5
6202.09	6921.2
6202.8	6921.91
6203.51	6922.61
6204.22	6923.31
6204.94	6924.01
6205.65	6924.71
6206.36	6925.41
6207.08	6926.11
6207.79	6926.82
6208.5	6927.52
6209.21	6928.22
6209.93	6928.92
6210.64	6929.62
6211.35	6930.32
6212.07	6931.02
6212.78	6931.72
6213.49	6932.43
6214.2	6933.13
6214.92	6933.83
6215.63	6934.53
6216.34	6935.23
6217.06	6935.93
6217.77	6936.63
6218.48	6937.33
6219.2	6938.03
6219.91	6938.74
6220.62	6939.44
6221.34	6940.14
6222.05	6940.84
6222.76	6941.54
6223.47	6942.24
6224.19	6942.94
6224.9	6943.64
6225.61	6944.34
6226.33	6945.04
6227.04	6945.75
6227.75	6946.45
6228.47	6947.15
6229.18	6947.85
6229.89	6948.55
6230.61	6949.25
6231.32	6949.95
6232.03	6950.65
6232.75	6951.35
6233.46	6952.05
6234.17	6952.75
6234.89	6953.45
6235.6	6954.16
6236.31	6954.86
6237.03	6955.56
6237.74	6956.26
6238.45	6956.96
6239.17	6957.66
6239.88	6958.36
6240.59	6959.06
6241.31	6959.76
6242.02	6960.46
6242.73	6961.16
6243.45	6961.86
6244.16	6962.56
6244.87	6963.26
6245.59	6963.97
6246.3	6964.67
6247.02	6965.37
6247.73	6966.07
6248.44	6966.77
6249.16	6967.47
6249.87	6968.17
6250.58	6968.87
6251.3	6969.57
6252.01	6970.27
6252.72	6970.97
6253.44	6971.67
6254.15	6972.37
6254.87	6973.07
6255.58	6973.77
6256.29	6974.47
6257.01	6975.17
6257.72	6975.87
6258.43	6976.57
6259.15	6977.27
6259.86	6977.98
6260.58	6978.68
6261.29	6979.38
6262	6980.08
6262.72	6980.78
6263.43	6981.48
6264.14	6982.18
6264.86	6982.88
6265.57	6983.58
6266.29	6984.28
6267	6984.98
6267.71	6985.68
6268.43	6986.38
6269.14	6987.08
6269.86	6987.78
6270.57	6988.48
6271.28	6989.18
6272	6989.88
6272.71	6990.58
6273.43	6991.28
6274.14	6991.98
6274.85	6992.68
6275.57	6993.38
6276.28	6994.08
6277	6994.78
6277.71	6995.48
6278.42	6996.18
6279.14	6996.88
6279.85	6997.58
6280.57	6998.28
6281.28	6998.98
6282	6999.68
6282.71	7000.38
6283.42	7001.08
6284.14	7001.78
6284.85	7002.48
6285.57	7003.18
6286.28	7003.88
6287	7004.58
6287.71	7005.28
6288.42	7005.98
6289.14	7006.68
6289.85	7007.38
6290.57	7008.08
6291.28	7008.78
6292	7009.48
6292.71	7010.18
6293.42	7010.88
6294.14	7011.58
6294.85	7012.28
6295.57	7012.98
6296.28	7013.68
6297	7014.38
6297.71	7015.08
6298.43	7015.78
6299.14	7016.47
6299.85	7017.17
6300.57	7017.87
6301.28	7018.57
6302	7019.27
6302.71	7019.97
6303.43	7020.67
6304.14	7021.37
6304.86	7022.07
6305.57	7022.77
6306.29	7023.47
6307	7024.17
6307.71	7024.87
6308.43	7025.57
6309.14	7026.27
6309.86	7026.97
6310.57	7027.67
6311.29	7028.37
6312	7029.07
6312.72	7029.77
6313.43	7030.47
6314.15	7031.16
6314.86	7031.86
6315.58	7032.56
6316.29	7033.26
6317.01	7033.96
6317.72	7034.66
6318.44	7035.36
6319.15	7036.06
6319.87	7036.76
6320.58	7037.46
6321.3	7038.16
6322.01	7038.86
6322.73	7039.56
6323.44	7040.26
6324.16	7040.95
6324.87	7041.65
6325.59	7042.35
6326.3	7043.05
6327.02	7043.75
6327.73	7044.45
6328.45	7045.15
6329.16	7045.85
6329.88	7046.55
6330.59	7047.25
6331.31	7047.95
6332.02	7048.64
6332.74	7049.34
6333.45	7050.04
6334.17	7050.74
6334.88	7051.44
6335.6	7052.14
6336.31	7052.84
6337.03	7053.54
6337.74	7054.24
6338.46	7054.94
6339.17	7055.63
6339.89	7056.33
6340.6	7057.03
6341.32	7057.73
6342.03	7058.43
6342.75	7059.13
6343.46	7059.83
6344.18	7060.53
6344.89	7061.22
6345.61	7061.92
6346.32	7062.62
6347.04	7063.32
6347.76	7064.02
6348.47	7064.72
6349.19	7065.42
6349.9	7066.12
6350.62	7066.81
6351.33	7067.51
6352.05	7068.21
6352.76	7068.91
6353.48	7069.61
6354.19	7070.31
6354.91	7071.01
6355.63	7071.71
6356.34	7072.4
6357.06	7073.1
6357.77	7073.8
6358.49	7074.5
6359.2	7075.2
6359.92	7075.9
6360.63	7076.6
6361.35	7077.29
6362.07	7077.99
6362.78	7078.69
6363.5	7079.39
6364.21	7080.09
6364.93	7080.79
6365.64	7081.48
6366.36	7082.18
6367.08	7082.88
6367.79	7083.58
6368.51	7084.28
6369.22	7084.98
6369.94	7085.67
6370.65	7086.37
6371.37	7087.07
6372.09	7087.77
6372.8	7088.47
6373.52	7089.17
6374.23	7089.86
6374.95	7090.56
6375.66	7091.26
6376.38	7091.96
6377.1	7092.66
6377.81	7093.36
6378.53	7094.05
6379.24	7094.75
6379.96	7095.45
6380.68	7096.15
6381.39	7096.85
6382.11	7097.54
6382.82	7098.24
6383.54	7098.94
6384.26	7099.64
6384.97	7100.34
6385.69	7101.04
6386.4	7101.73
6387.12	7102.43
6387.84	7103.13
6388.55	7103.83
6389.27	7104.53
6389.98	7105.22
6390.7	7105.92
6391.42	7106.62
6392.13	7107.32
6392.85	7108.02
6393.57	7108.71
6394.28	7109.41
6395	7110.11
6395.71	7110.81
6396.43	7111.5
6397.15	7112.2
6397.86	7112.9
6398.58	7113.6
6399.3	7114.3
6400.01	7114.99
6400.73	7115.69
6401.44	7116.39
6402.16	7117.09
6402.88	7117.78
6403.59	7118.48
6404.31	7119.18
6405.03	7119.88
6405.74	7120.58
6406.46	7121.27
6407.18	7121.97
6407.89	7122.67
6408.61	7123.37
6409.32	7124.06
6410.04	7124.76
6410.76	7125.46
6411.47	7126.16
6412.19	7126.85
6412.91	7127.55
6413.62	7128.25
6414.34	7128.95
6415.06	7129.64
6415.77	7130.34
6416.49	7131.04
6417.21	7131.74
6417.92	7132.43
6418.64	7133.13
6419.36	7133.83
6420.07	7134.53
6420.79	7135.22
6421.51	7135.92
6422.22	7136.62
6422.94	7137.32
6423.66	7138.01
6424.37	7138.71
6425.09	7139.41
6425.81	7140.11
6426.52	7140.8
6427.24	7141.5
6427.96	7142.2
6428.67	7142.89
6429.39	7143.59
6430.11	7144.29
6430.82	7144.99
6431.54	7145.68
6432.26	7146.38
6432.98	7147.08
6433.69	7147.78
6434.41	7148.47
6435.13	7149.17
6435.84	7149.87
6436.56	7150.56
6437.28	7151.26
6437.99	7151.96
6438.71	7152.65
6439.43	7153.35
6440.14	7154.05
6440.86	7154.75
6441.58	7155.44
6442.3	7156.14
6443.01	7156.84
6443.73	7157.53
6444.45	7158.23
6445.16	7158.93
6445.88	7159.62
6446.6	7160.32
6447.32	7161.02
6448.03	7161.72
6448.75	7162.41
6449.47	7163.11
6450.18	7163.81
6450.9	7164.5
6451.62	7165.2
6452.34	7165.9
6453.05	7166.59
6453.77	7167.29
6454.49	7167.99
6455.21	7168.68
6455.92	7169.38
6456.64	7170.08
6457.36	7170.77
6458.07	7171.47
6458.79	7172.17
6459.51	7172.86
6460.23	7173.56
6460.94	7174.26
6461.66	7174.95
6462.38	7175.65
6463.1	7176.35
6463.81	7177.04
6464.53	7177.74
6465.25	7178.44
6465.97	7179.13
6466.68	7179.83
6467.4	7180.53
6468.12	7181.22
6468.84	7181.92
6469.55	7182.62
6470.27	7183.31
6470.99	7184.01
6471.71	7184.71
6472.42	7185.4
6473.14	7186.1
6473.86	7186.8
6474.58	7187.49
6475.29	7188.19
6476.01	7188.88
6476.73	7189.58
6477.45	7190.28
6478.17	7190.97
6478.88	7191.67
6479.6	7192.37
6480.32	7193.06
6481.04	7193.76
6481.75	7194.46
6482.47	7195.15
6483.19	7195.85
6483.91	7196.54
6484.63	7197.24
6485.34	7197.94
6486.06	7198.63
6486.78	7199.33
6487.5	7200.02
6488.21	7200.72
6488.93	7201.42
6489.65	7202.11
6490.37	7202.81
6491.09	7203.51
6491.8	7204.2
6492.52	7204.9
6493.24	7205.59
6493.96	7206.29
6494.68	7206.99
6495.39	7207.68
6496.11	7208.38
6496.83	7209.07
6497.55	7209.77
6498.27	7210.47
6498.98	7211.16
6499.7	7211.86
6500.42	7212.55
6501.14	7213.25
6501.86	7213.95
6502.58	7214.64
6503.29	7215.34
6504.01	7216.03
6504.73	7216.73
6505.45	7217.42
6506.17	7218.12
6506.88	7218.82
6507.6	7219.51
6508.32	7220.21
6509.04	7220.9
6509.76	7221.6
6510.48	7222.3
6511.19	7222.99
6511.91	7223.69
6512.63	7224.38
6513.35	7225.08
6514.07	7225.77
6514.79	7226.47
6515.5	7227.16
6516.22	7227.86
6516.94	7228.56
6517.66	7229.25
6518.38	7229.95
6519.1	7230.64
6519.81	7231.34
6520.53	7232.03
6521.25	7232.73
6521.97	7233.43
6522.69	7234.12
6523.41	7234.82
6524.13	7235.51
6524.84	7236.21
6525.56	7236.9
6526.28	7237.6
6527	7238.29
6527.72	7238.99
6528.44	7239.68
6529.16	7240.38
6529.87	7241.08
6530.59	7241.77
6531.31	7242.47
6532.03	7243.16
6532.75	7243.86
6533.47	7244.55
6534.19	7245.25
6534.91	7245.94
6535.62	7246.64
6536.34	7247.33
6537.06	7248.03
6537.78	7248.72
6538.5	7249.42
6539.22	7250.11
6539.94	7250.81
6540.66	7251.5
6541.37	7252.2
6542.09	7252.89
6542.81	7253.59
6543.53	7254.28
6544.25	7254.98
6544.97	7255.67
6545.69	7256.37
6546.41	7257.06
6547.13	7257.76
6547.85	7258.45
6548.56	7259.15
6549.28	7259.85
6550	7260.54
6550.72	7261.24
6551.44	7261.93
6552.16	7262.62
6552.88	7263.32
6553.6	7264.01
6554.32	7264.71
6555.04	7265.4
6555.75	7266.1
6556.47	7266.79
6557.19	7267.49
6557.91	7268.18
6558.63	7268.88
6559.35	7269.57
6560.07	7270.27
6560.79	7270.96
6561.51	7271.66
6562.23	7272.35
6562.95	7273.05
6563.67	7273.74
6564.39	7274.44
6565.1	7275.13
6565.82	7275.83
6566.54	7276.52
6567.26	7277.22
6567.98	7277.91
6568.7	7278.61
6569.42	7279.3
6570.14	7279.99
6570.86	7280.69
6571.58	7281.38
6572.3	7282.08
6573.02	7282.77
6573.74	7283.47
6574.46	7284.16
6575.18	7284.86
6575.9	7285.55
6576.61	7286.25
6577.33	7286.94
6578.05	7287.63
6578.77	7288.33
6579.49	7289.02
6580.21	7289.72
6580.93	7290.41
6581.65	7291.11
6582.37	7291.8
6583.09	7292.5
6583.81	7293.19
6584.53	7293.88
6585.25	7294.58
6585.97	7295.27
6586.69	7295.97
6587.41	7296.66
6588.13	7297.36
6588.85	7298.05
6589.57	7298.74
6590.29	7299.44
6591.01	7300.13
6591.73	7300.83
6592.45	7301.52
6593.17	7302.21
6593.89	7302.91
6594.61	7303.6
6595.33	7304.3
6596.05	7304.99
6596.77	7305.69
6597.49	7306.38
6598.21	7307.07
6598.93	7307.77
6599.65	7308.46
6600.37	7309.16
6601.09	7309.85
6601.81	7310.54
6602.53	7311.24
6603.25	7311.93
6603.97	7312.63
6604.69	7313.32
6605.41	7314.01
6606.13	7314.71
6606.85	7315.4
6607.57	7316.1
6608.29	7316.79
6609.01	7317.48
6609.73	7318.18
6610.45	7318.87
6611.17	7319.57
6611.89	7320.26
6612.61	7320.95
6613.33	7321.65
6614.05	7322.34
6614.77	7323.03
6615.49	7323.73
6616.21	7324.42
6616.93	7325.12
6617.65	7325.81
6618.37	7326.5
6619.09	7327.2
6619.81	7327.89
6620.53	7328.58
6621.25	7329.28
6621.97	7329.97
6622.69	7330.66
6623.41	7331.36
6624.13	7332.05
6624.85	7332.75
6625.57	7333.44
6626.29	7334.13
6627.01	7334.83
6627.73	7335.52
6628.45	7336.21
6629.17	7336.91
6629.89	7337.6
6630.61	7338.29
6631.34	7338.99
6632.06	7339.68
6632.78	7340.37
6633.5	7341.07
6634.22	7341.76
6634.94	7342.45
6635.66	7343.15
6636.38	7343.84
6637.1	7344.53
6637.82	7345.23
6638.54	7345.92
6639.26	7346.61
6639.98	7347.31
6640.7	7348
6641.42	7348.69
6642.14	7349.39
6642.87	7350.08
6643.59	7350.77
6644.31	7351.47
6645.03	7352.16
6645.75	7352.85
6646.47	7353.55
6647.19	7354.24
6647.91	7354.93
6648.63	7355.63
6649.35	7356.32
6650.07	7357.01
6650.79	7357.71
6651.51	7358.4
6652.24	7359.09
6652.96	7359.78
6653.68	7360.48
6654.4	7361.17
6655.12	7361.86
6655.84	7362.56
6656.56	7363.25
6657.28	7363.94
6658	7364.64
6658.72	7365.33
6659.45	7366.02
6660.17	7366.71
6660.89	7367.41
6661.61	7368.1
6662.33	7368.79
6663.05	7369.49
6663.77	7370.18
6664.49	7370.87
6665.21	7371.56
6665.93	7372.26
6666.66	7372.95
6667.38	7373.64
6668.1	7374.33
6668.82	7375.03
6669.54	7375.72
6670.26	7376.41
6670.98	7377.11
6671.7	7377.8
6672.43	7378.49
6673.15	7379.18
6673.87	7379.88
6674.59	7380.57
6675.31	7381.26
6676.03	7381.95
6676.75	7382.65
6677.47	7383.34
6678.2	7384.03
6678.92	7384.72
6679.64	7385.42
6680.36	7386.11
6681.08	7386.8
6681.8	7387.49
6682.52	7388.19
6683.25	7388.88
6683.97	7389.57
6684.69	7390.26
6685.41	7390.96
6686.13	7391.65
6686.85	7392.34
6687.58	7393.03
6688.3	7393.73
6689.02	7394.42
6689.74	7395.11
6690.46	7395.8
6691.18	7396.5
6691.9	7397.19
6692.63	7397.88
6693.35	7398.57
6694.07	7399.26
6694.79	7399.96
6695.51	7400.65
6696.23	7401.34
6696.96	7402.03
6697.68	7402.73
6698.4	7403.42
6699.12	7404.11
6699.84	7404.8
6700.56	7405.49
6701.29	7406.19
6702.01	7406.88
6702.73	7407.57
6703.45	7408.26
6704.17	7408.95
6704.9	7409.65
6705.62	7410.34
6706.34	7411.03
6707.06	7411.72
6707.78	7412.41
6708.51	7413.11
6709.23	7413.8
6709.95	7414.49
6710.67	7415.18
6711.39	7415.87
6712.12	7416.57
6712.84	7417.26
6713.56	7417.95
6714.28	7418.64
6715	7419.33
6715.73	7420.03
6716.45	7420.72
6717.17	7421.41
6717.89	7422.1
6718.61	7422.79
6719.34	7423.48
6720.06	7424.18
6720.78	7424.87
6721.5	7425.56
6722.22	7426.25
6722.95	7426.94
6723.67	7427.64
6724.39	7428.33
6725.11	7429.02
6725.84	7429.71
6726.56	7430.4
6727.28	7431.09
6728	7431.79
6728.72	7432.48
6729.45	7433.17
6730.17	7433.86
6730.89	7434.55
6731.61	7435.24
6732.34	7435.93
6733.06	7436.63
6733.78	7437.32
6734.5	7438.01
6735.23	7438.7
6735.95	7439.39
6736.67	7440.08
6737.39	7440.77
6738.12	7441.47
6738.84	7442.16
6739.56	7442.85
6740.28	7443.54
6741.01	7444.23
6741.73	7444.92
6742.45	7445.61
6743.17	7446.31
6743.9	7447
6744.62	7447.69
6745.34	7448.38
6746.06	7449.07
6746.79	7449.76
6747.51	7450.45
6748.23	7451.14
6748.95	7451.84
6749.68	7452.53
6750.4	7453.22
6751.12	7453.91
6751.84	7454.6
