x	y
537.842	654.319
538.479	655.089
539.116	655.86
539.754	656.631
540.391	657.401
541.029	658.172
541.666	658.942
542.303	659.713
542.941	660.483
543.578	661.254
544.216	662.024
544.853	662.795
545.49	663.565
546.128	664.336
546.765	665.106
547.403	665.877
548.04	666.647
548.678	667.418
549.315	668.188
549.952	668.959
550.59	669.729
551.227	670.5
551.865	671.27
552.502	672.041
553.14	672.811
553.777	673.582
554.415	674.352
555.052	675.122
555.69	675.893
556.327	676.663
556.965	677.434
557.603	678.204
558.24	678.975
558.878	679.745
559.515	680.515
560.153	681.286
560.79	682.056
561.428	682.827
562.065	683.597
562.703	684.367
563.341	685.138
563.978	685.908
564.616	686.678
565.253	687.449
565.891	688.219
566.529	688.99
567.166	689.76
567.804	690.53
568.442	691.301
569.079	692.071
569.717	692.841
570.354	693.612
570.992	694.382
571.63	695.152
572.267	695.923
572.905	696.693
573.543	697.463
574.18	698.233
574.818	699.004
575.456	699.774
576.094	700.544
576.731	701.315
577.369	702.085
578.007	702.855
578.644	703.625
579.282	704.396
579.92	705.166
580.558	705.936
581.195	706.706
581.833	707.477
582.471	708.247
583.109	709.017
583.746	709.787
584.384	710.558
585.022	711.328
585.66	712.098
586.298	712.868
586.935	713.638
587.573	714.409
588.211	715.179
588.849	715.949
589.487	716.719
590.124	717.489
590.762	718.259
591.4	719.03
592.038	719.8
592.676	720.57
593.314	721.34
593.952	722.11
594.589	722.88
595.227	723.651
595.865	724.421
596.503	725.191
597.141	725.961
597.779	726.731
598.417	727.501
599.055	728.271
599.693	729.041
600.331	729.811
600.969	730.582
601.606	731.352
602.244	732.122
602.882	732.892
603.52	733.662
604.158	734.432
604.796	735.202
605.434	735.972
606.072	736.742
606.71	737.512
607.348	738.282
607.986	739.052
608.624	739.822
609.262	740.592
609.9	741.362
610.538	742.132
611.176	742.902
611.814	743.672
612.452	744.442
613.09	745.212
613.728	745.982
614.366	746.752
615.004	747.522
615.642	748.292
616.281	749.062
616.919	749.832
617.557	750.602
618.195	751.372
618.833	752.142
619.471	752.912
620.109	753.682
620.747	754.452
621.385	755.222
622.023	755.992
622.662	756.762
623.3	757.532
623.938	758.302
624.576	759.072
625.214	759.842
625.852	760.612
626.49	761.381
627.129	762.151
627.767	762.921
628.405	763.691
629.043	764.461
629.681	765.231
630.32	766.001
630.958	766.771
631.596	767.54
632.234	768.31
632.872	769.08
633.511	769.85
634.149	770.62
634.787	771.39
635.425	772.16
636.064	772.929
636.702	773.699
637.34	774.469
637.978	775.239
638.617	776.009
639.255	776.778
639.893	777.548
640.532	778.318
641.17	779.088
641.808	779.858
642.446	780.627
643.085	781.397
643.723	782.167
644.361	782.937
645	783.706
645.638	784.476
646.276	785.246
646.915	786.016
647.553	786.785
648.191	787.555
648.83	788.325
649.468	789.095
650.107	789.864
650.745	790.634
651.383	791.404
652.022	792.174
652.66	792.943
653.299	793.713
653.937	794.483
654.575	795.252
655.214	796.022
655.852	796.792
656.491	797.561
657.129	798.331
657.768	799.101
658.406	799.87
659.045	800.64
659.683	801.41
660.321	802.179
660.96	802.949
661.598	803.719
662.237	804.488
662.875	805.258
663.514	806.027
664.152	806.797
664.791	807.567
665.429	808.336
666.068	809.106
666.706	809.875
667.345	810.645
667.984	811.415
668.622	812.184
669.261	812.954
669.899	813.723
670.538	814.493
671.176	815.262
671.815	816.032
672.454	816.802
673.092	817.571
673.731	818.341
674.369	819.11
675.008	819.88
675.647	820.649
676.285	821.419
676.924	822.188
677.562	822.958
678.201	823.727
678.84	824.497
679.478	825.266
680.117	826.036
680.756	826.805
681.394	827.575
682.033	828.344
682.672	829.114
683.31	829.883
683.949	830.653
684.588	831.422
685.226	832.192
685.865	832.961
686.504	833.73
687.143	834.5
687.781	835.269
688.42	836.039
689.059	836.808
689.698	837.578
690.336	838.347
690.975	839.116
691.614	839.886
692.253	840.655
692.891	841.425
693.53	842.194
694.169	842.963
694.808	843.733
695.447	844.502
696.085	845.272
696.724	846.041
697.363	846.81
698.002	847.58
698.641	848.349
699.279	849.118
699.918	849.888
700.557	850.657
701.196	851.426
701.835	852.196
702.474	852.965
703.113	853.734
703.751	854.504
704.39	855.273
705.029	856.042
705.668	856.812
706.307	857.581
706.946	858.35
707.585	859.119
708.224	859.889
708.863	860.658
709.502	861.427
710.141	862.196
710.779	862.966
711.418	863.735
712.057	864.504
712.696	865.273
713.335	866.043
713.974	866.812
714.613	867.581
715.252	868.35
715.891	869.12
716.53	869.889
717.169	870.658
717.808	871.427
718.447	872.196
719.086	872.966
719.725	873.735
720.364	874.504
721.003	875.273
721.642	876.042
722.281	876.811
722.92	877.581
723.559	878.35
724.199	879.119
724.838	879.888
725.477	880.657
726.116	881.426
726.755	882.196
727.394	882.965
728.033	883.734
728.672	884.503
729.311	885.272
729.95	886.041
730.59	886.81
731.229	887.579
731.868	888.348
732.507	889.118
733.146	889.887
733.785	890.656
734.424	891.425
735.064	892.194
735.703	892.963
736.342	893.732
736.981	894.501
737.62	895.27
738.259	896.039
738.899	896.808
739.538	897.577
740.177	898.346
740.816	899.115
741.456	899.884
742.095	900.653
742.734	901.422
743.373	902.191
744.012	902.96
744.652	903.729
745.291	904.498
745.93	905.267
746.57	906.036
747.209	906.805
747.848	907.574
748.487	908.343
749.127	909.112
749.766	909.881
750.405	910.65
751.045	911.419
751.684	912.188
752.323	912.957
752.963	913.726
753.602	914.495
754.241	915.264
754.881	916.033
755.52	916.801
756.159	917.57
756.799	918.339
757.438	919.108
758.077	919.877
758.717	920.646
759.356	921.415
759.996	922.184
760.635	922.953
761.274	923.721
761.914	924.49
762.553	925.259
763.193	926.028
763.832	926.797
764.472	927.566
765.111	928.334
765.75	929.103
766.39	929.872
767.029	930.641
767.669	931.41
768.308	932.179
768.948	932.947
769.587	933.716
770.227	934.485
770.866	935.254
771.506	936.023
772.145	936.791
772.785	937.56
773.424	938.329
774.064	939.098
774.703	939.866
775.343	940.635
775.983	941.404
776.622	942.173
777.262	942.941
777.901	943.71
778.541	944.479
779.18	945.248
779.82	946.016
780.46	946.785
781.099	947.554
781.739	948.322
782.378	949.091
783.018	949.86
783.658	950.629
784.297	951.397
784.937	952.166
785.576	952.935
786.216	953.703
786.856	954.472
787.495	955.241
788.135	956.009
788.775	956.778
789.414	957.547
790.054	958.315
790.694	959.084
791.333	959.852
791.973	960.621
792.613	961.39
793.253	962.158
793.892	962.927
794.532	963.696
795.172	964.464
795.811	965.233
796.451	966.001
797.091	966.77
797.731	967.539
798.37	968.307
799.01	969.076
799.65	969.844
800.29	970.613
800.93	971.381
801.569	972.15
802.209	972.918
802.849	973.687
803.489	974.456
804.129	975.224
804.768	975.993
805.408	976.761
806.048	977.53
806.688	978.298
807.328	979.067
807.968	979.835
808.607	980.604
809.247	981.372
809.887	982.141
810.527	982.909
811.167	983.678
811.807	984.446
812.447	985.215
813.087	985.983
813.726	986.751
814.366	987.52
815.006	988.288
815.646	989.057
816.286	989.825
816.926	990.594
817.566	991.362
818.206	992.13
818.846	992.899
819.486	993.667
820.126	994.436
820.766	995.204
821.406	995.973
822.046	996.741
822.686	997.509
823.326	998.278
823.966	999.046
824.606	999.814
825.246	1000.58
825.886	1001.35
826.526	1002.12
827.166	1002.89
827.806	1003.66
828.446	1004.42
829.086	1005.19
829.726	1005.96
830.366	1006.73
831.006	1007.5
831.646	1008.27
832.286	1009.03
832.926	1009.8
833.566	1010.57
834.207	1011.34
834.847	1012.11
835.487	1012.88
836.127	1013.64
836.767	1014.41
837.407	1015.18
838.047	1015.95
838.687	1016.72
839.328	1017.49
839.968	1018.25
840.608	1019.02
841.248	1019.79
841.888	1020.56
842.528	1021.33
843.169	1022.09
843.809	1022.86
844.449	1023.63
845.089	1024.4
845.729	1025.17
846.369	1025.94
847.01	1026.7
847.65	1027.47
848.29	1028.24
848.93	1029.01
849.571	1029.78
850.211	1030.55
850.851	1031.31
851.491	1032.08
852.132	1032.85
852.772	1033.62
853.412	1034.39
854.052	1035.15
854.693	1035.92
855.333	1036.69
855.973	1037.46
856.614	1038.23
857.254	1038.99
857.894	1039.76
858.535	1040.53
859.175	1041.3
859.815	1042.07
860.456	1042.84
861.096	1043.6
861.736	1044.37
862.377	1045.14
863.017	1045.91
863.657	1046.68
864.298	1047.44
864.938	1048.21
865.579	1048.98
866.219	1049.75
866.859	1050.52
867.5	1051.28
868.14	1052.05
868.781	1052.82
869.421	1053.59
870.062	1054.36
870.702	1055.12
871.342	1055.89
871.983	1056.66
872.623	1057.43
873.264	1058.2
873.904	1058.96
874.545	1059.73
875.185	1060.5
875.826	1061.27
876.466	1062.04
877.107	1062.8
877.747	1063.57
878.388	1064.34
879.028	1065.11
879.669	1065.88
880.309	1066.64
880.95	1067.41
881.59	1068.18
882.231	1068.95
882.872	1069.72
883.512	1070.48
884.153	1071.25
884.793	1072.02
885.434	1072.79
886.074	1073.55
886.715	1074.32
887.356	1075.09
887.996	1075.86
888.637	1076.63
889.277	1077.39
889.918	1078.16
890.559	1078.93
891.199	1079.7
891.84	1080.47
892.481	1081.23
893.121	1082
893.762	1082.77
894.403	1083.54
895.043	1084.3
895.684	1085.07
896.325	1085.84
896.965	1086.61
897.606	1087.38
898.247	1088.14
898.887	1088.91
899.528	1089.68
900.169	1090.45
900.81	1091.21
901.45	1091.98
902.091	1092.75
902.732	1093.52
903.373	1094.29
904.013	1095.05
904.654	1095.82
905.295	1096.59
905.936	1097.36
906.576	1098.12
907.217	1098.89
907.858	1099.66
908.499	1100.43
909.14	1101.19
909.781	1101.96
910.421	1102.73
911.062	1103.5
911.703	1104.27
912.344	1105.03
912.985	1105.8
913.626	1106.57
914.266	1107.34
914.907	1108.1
915.548	1108.87
916.189	1109.64
916.83	1110.41
917.471	1111.17
918.112	1111.94
918.753	1112.71
919.393	1113.48
920.034	1114.25
920.675	1115.01
921.316	1115.78
921.957	1116.55
922.598	1117.32
923.239	1118.08
923.88	1118.85
924.521	1119.62
925.162	1120.39
925.803	1121.15
926.444	1121.92
927.085	1122.69
927.726	1123.46
928.367	1124.22
929.008	1124.99
929.649	1125.76
930.29	1126.53
930.931	1127.29
931.572	1128.06
932.213	1128.83
932.854	1129.6
933.495	1130.36
934.136	1131.13
934.777	1131.9
935.418	1132.67
936.059	1133.43
936.7	1134.2
937.341	1134.97
937.982	1135.74
938.624	1136.5
939.265	1137.27
939.906	1138.04
940.547	1138.81
941.188	1139.57
941.829	1140.34
942.47	1141.11
943.111	1141.88
943.752	1142.64
944.394	1143.41
945.035	1144.18
945.676	1144.95
946.317	1145.71
946.958	1146.48
947.599	1147.25
948.241	1148.01
948.882	1148.78
949.523	1149.55
950.164	1150.32
950.805	1151.08
951.447	1151.85
952.088	1152.62
952.729	1153.39
953.37	1154.15
954.012	1154.92
954.653	1155.69
955.294	1156.46
955.935	1157.22
956.577	1157.99
957.218	1158.76
957.859	1159.53
958.5	1160.29
959.142	1161.06
959.783	1161.83
960.424	1162.59
961.066	1163.36
961.707	1164.13
962.348	1164.9
962.99	1165.66
963.631	1166.43
964.272	1167.2
964.914	1167.97
965.555	1168.73
966.196	1169.5
966.838	1170.27
967.479	1171.03
968.12	1171.8
968.762	1172.57
969.403	1173.34
970.045	1174.1
970.686	1174.87
971.327	1175.64
971.969	1176.4
972.61	1177.17
973.252	1177.94
973.893	1178.71
974.534	1179.47
975.176	1180.24
975.817	1181.01
976.459	1181.77
977.1	1182.54
977.742	1183.31
978.383	1184.08
979.025	1184.84
979.666	1185.61
980.308	1186.38
980.949	1187.14
981.591	1187.91
982.232	1188.68
982.874	1189.45
983.515	1190.21
984.157	1190.98
984.798	1191.75
985.44	1192.51
986.081	1193.28
986.723	1194.05
987.365	1194.82
988.006	1195.58
988.648	1196.35
989.289	1197.12
989.931	1197.88
990.572	1198.65
991.214	1199.42
991.856	1200.19
992.497	1200.95
993.139	1201.72
993.78	1202.49
994.422	1203.25
995.064	1204.02
995.705	1204.79
996.347	1205.55
996.989	1206.32
997.63	1207.09
998.272	1207.86
998.914	1208.62
999.555	1209.39
1000.2	1210.16
1000.84	1210.92
1001.48	1211.69
1002.12	1212.46
1002.76	1213.22
1003.41	1213.99
1004.05	1214.76
1004.69	1215.52
1005.33	1216.29
1005.97	1217.06
1006.61	1217.83
1007.26	1218.59
1007.9	1219.36
1008.54	1220.13
1009.18	1220.89
1009.82	1221.66
1010.46	1222.43
1011.11	1223.19
1011.75	1223.96
1012.39	1224.73
1013.03	1225.49
1013.67	1226.26
1014.32	1227.03
1014.96	1227.8
1015.6	1228.56
1016.24	1229.33
1016.88	1230.1
1017.52	1230.86
1018.17	1231.63
1018.81	1232.4
1019.45	1233.16
1020.09	1233.93
1020.73	1234.7
1021.38	1235.46
1022.02	1236.23
1022.66	1237
1023.3	1237.76
1023.94	1238.53
1024.59	1239.3
1025.23	1240.06
1025.87	1240.83
1026.51	1241.6
1027.15	1242.36
1027.8	1243.13
1028.44	1243.9
1029.08	1244.66
1029.72	1245.43
1030.36	1246.2
1031.01	1246.96
1031.65	1247.73
1032.29	1248.5
1032.93	1249.26
1033.57	1250.03
1034.22	1250.8
1034.86	1251.56
1035.5	1252.33
1036.14	1253.1
1036.78	1253.86
1037.43	1254.63
1038.07	1255.4
1038.71	1256.16
1039.35	1256.93
1039.99	1257.7
1040.64	1258.46
1041.28	1259.23
1041.92	1260
1042.56	1260.76
1043.2	1261.53
1043.85	1262.3
1044.49	1263.06
1045.13	1263.83
1045.77	1264.6
1046.41	1265.36
1047.06	1266.13
1047.7	1266.9
1048.34	1267.66
1048.98	1268.43
1049.63	1269.2
1050.27	1269.96
1050.91	1270.73
1051.55	1271.5
1052.19	1272.26
1052.84	1273.03
1053.48	1273.8
1054.12	1274.56
1054.76	1275.33
1055.41	1276.1
1056.05	1276.86
1056.69	1277.63
1057.33	1278.4
