x,y_actual,y_interpolated
-2.4,0.00315111,-0.170798
-2.3,0.00504176,-0.205267
-2.2,0.00790705,-0.225214
-2.1,0.0121552,-0.229543
-2,0.0183156,-0.217815
-1.9,0.0270518,-0.190201
-1.8,0.0391639,-0.147428
-1.7,0.0555762,-0.0907078
-1.6,0.0773047,-0.0216633
-1.5,0.105399,0.0577495
-1.4,0.140858,0.145322
-1.3,0.18452,0.238676
-1.2,0.236928,0.335338
-1.1,0.298197,0.432816
-1,0.367879,0.528668
-0.9,0.444858,0.620566
-0.8,0.527292,0.706352
-0.7,0.612626,0.784084
-0.6,0.697676,0.852081
-0.5,0.778801,0.908949
-0.4,0.852144,0.953605
-0.3,0.913931,0.985297
-0.2,0.960789,1.0036
-0.1,0.99005,1.00843
-1.02696e-15,1,1
0.1,0.99005,0.978855
0.2,0.960789,0.945804
0.3,0.913931,0.901909
0.4,0.852144,0.848451
0.5,0.778801,0.786888
0.6,0.697676,0.718816
0.7,0.612626,0.645929
0.8,0.527292,0.569966
0.9,0.444858,0.492674
1,0.367879,0.415761
1.1,0.298197,0.340853
1.2,0.236928,0.269456
1.3,0.18452,0.202918
1.4,0.140858,0.142399
1.5,0.105399,0.0888423
1.6,0.0773047,0.0429534
1.7,0.0555762,0.0051872
1.8,0.0391639,-0.0242618
1.9,0.0270518,-0.0454597
2,0.0183156,-0.0587262
2.1,0.0121552,-0.0646212
2.2,0.00790705,-0.0639227
2.3,0.00504176,-0.0575981
2.4,0.00315111,-0.0467688
2.5,0.00193045,-0.0326683
2.6,0.00115923,-0.0165952
2.7,0.000682328,0.000137999
2.8,0.000393669,0.0162598
2.9,0.00022263,0.0305952
3,0.00012341,0.0421219
3.1,6.70548e-05,0.0500235
3.2,3.57128e-05,0.0537387
3.3,1.86437e-05,0.0530025
3.4,9.54016e-06,0.0478786
3.5,4.78512e-06,0.0387767
3.6,2.35258e-06,0.0264548
3.7,1.13373e-06,0.0119988
3.8,5.35535e-07,-0.00322167
3.9,2.4796e-07,-0.0176279
4,1.12535e-07,-0.0295414
4.1,5.00622e-08,-0.0373331
4.2,2.18296e-08,-0.0396194
4.3,9.33029e-09,-0.0355096
4.4,3.90894e-09,-0.024913
4.5,1.60523e-09,-0.00891211
4.6,6.46143e-10,0.00979094
4.7,2.54938e-10,0.0263455
4.8,9.85951e-11,0.0331335
4.9,3.73757e-11,0.0190514
5,1.38879e-11,-0.0313177
NEXT N
-5,1.38879e-11,-0.00532408
-4.9,3.73757e-11,0.00552119
-4.8,9.85951e-11,0.00098283
-4.7,2.54938e-10,-0.00452995
-4.6,6.46143e-10,-0.00615399
-4.5,1.60523e-09,-0.00386691
-4.4,3.90894e-09,0.000439855
-4.3,9.33029e-09,0.00463352
-4.2,2.18296e-08,0.00716042
-4.1,5.00622e-08,0.00731829
-4,1.12535e-07,0.00520381
-3.9,2.4796e-07,0.00149464
-3.8,5.35535e-07,-0.00282546
-3.7,1.13373e-06,-0.0067288
-3.6,2.35258e-06,-0.00935322
-3.5,4.78512e-06,-0.0101406
-3.4,9.54016e-06,-0.00890141
-3.3,1.86437e-05,-0.00581203
-3.2,3.57128e-05,-0.00135845
-3.1,6.70548e-05,0.00375817
-3,0.00012341,0.00873703
-2.9,0.00022263,0.0127989
-2.8,0.000393669,0.0152997
-2.7,0.000682328,0.0158252
-2.6,0.00115923,0.0142602
-2.5,0.00193045,0.0108272
-2.4,0.00315111,0.00609281
-2.3,0.00504176,0.000943778
-2.2,0.00790705,-0.00346464
-2.1,0.0121552,-0.00578285
-2,0.0183156,-0.00455757
-1.9,0.0270518,0.00166798
-1.8,0.0391639,0.0142511
-1.7,0.0555762,0.0343508
-1.6,0.0773047,0.062839
-1.5,0.105399,0.100227
-1.4,0.140858,0.146614
-1.3,0.18452,0.201651
-1.2,0.236928,0.26454
-1.1,0.298197,0.334046
-1,0.367879,0.408541
-0.9,0.444858,0.486063
-0.8,0.527292,0.564398
-0.7,0.612626,0.64117
-0.6,0.697676,0.713945
-0.5,0.778801,0.780336
-0.4,0.852144,0.83811
-0.3,0.913931,0.885286
-0.2,0.960789,0.920222
-0.1,0.99005,0.941691
-1.02696e-15,1,0.948933
0.1,0.99005,0.941691
0.2,0.960789,0.920222
0.3,0.913931,0.885286
0.4,0.852144,0.83811
0.5,0.778801,0.780336
0.6,0.697676,0.713945
0.7,0.612626,0.64117
0.8,0.527292,0.564398
0.9,0.444858,0.486063
1,0.367879,0.408541
1.1,0.298197,0.334046
1.2,0.236928,0.26454
1.3,0.18452,0.201651
1.4,0.140858,0.146614
1.5,0.105399,0.100227
1.6,0.0773047,0.062839
1.7,0.0555762,0.0343508
1.8,0.0391639,0.0142511
1.9,0.0270518,0.00166798
2,0.0183156,-0.00455757
2.1,0.0121552,-0.00578285
2.2,0.00790705,-0.00346464
2.3,0.00504176,0.000943778
2.4,0.00315111,0.00609281
2.5,0.00193045,0.0108272
2.6,0.00115923,0.0142602
2.7,0.000682328,0.0158252
2.8,0.000393669,0.0152997
2.9,0.00022263,0.0127989
3,0.00012341,0.00873703
3.1,6.70548e-05,0.00375817
3.2,3.57128e-05,-0.00135845
3.3,1.86437e-05,-0.00581203
3.4,9.54016e-06,-0.00890141
3.5,4.78512e-06,-0.0101406
3.6,2.35258e-06,-0.00935322
3.7,1.13373e-06,-0.0067288
3.8,5.35535e-07,-0.00282546
3.9,2.4796e-07,0.00149464
4,1.12535e-07,0.00520381
4.1,5.00622e-08,0.00731829
4.2,2.18296e-08,0.00716042
4.3,9.33029e-09,0.00463352
4.4,3.90894e-09,0.000439855
4.5,1.60523e-09,-0.00386691
4.6,6.46143e-10,-0.00615399
4.7,2.54938e-10,-0.00452995
4.8,9.85951e-11,0.00098283
4.9,3.73757e-11,0.00552119
5,1.38879e-11,-0.00532408
NEXT N
-5,1.38879e-11,-1.14043
-4.9,3.73757e-11,-0.0913248
-4.8,9.85951e-11,0.0841881
-4.7,2.54938e-10,0.0303548
-4.6,6.46143e-10,-0.0251607
-4.5,1.60523e-09,-0.0358483
-4.4,3.90894e-09,-0.0171693
-4.3,9.33029e-09,0.00654151
-4.2,2.18296e-08,0.0203395
-4.1,5.00622e-08,0.0206616
-4,1.12535e-07,0.0113539
-3.9,2.4796e-07,-0.00110715
-3.8,5.35535e-07,-0.0110789
-3.7,1.13373e-06,-0.0154354
-3.6,2.35258e-06,-0.0137771
-3.5,4.78512e-06,-0.00773565
-3.4,9.54016e-06,7.6797e-05
-3.3,1.86437e-05,0.00706431
-3.2,3.57128e-05,0.0113549
-3.1,6.70548e-05,0.0121364
-3,0.00012341,0.00965026
-2.9,0.00022263,0.00493822
-2.8,0.000393669,-0.000538264
-2.7,0.000682328,-0.0052917
-2.6,0.00115923,-0.00812773
-2.5,0.00193045,-0.00833653
-2.4,0.00315111,-0.00573921
-2.3,0.00504176,-0.000602684
-2.2,0.00790705,0.00654174
-2.1,0.0121552,0.0151287
-2,0.0183156,0.0247885
-1.9,0.0270518,0.0355324
-1.8,0.0391639,0.0478607
-1.7,0.0555762,0.0627771
-1.6,0.0773047,0.081707
-1.5,0.105399,0.106331
-1.4,0.140858,0.138361
-1.3,0.18452,0.179281
-1.2,0.236928,0.230101
-1.1,0.298197,0.291142
-1,0.367879,0.361883
-0.9,0.444858,0.440897
-0.8,0.527292,0.525874
-0.7,0.612626,0.613735
-0.6,0.697676,0.700832
-0.5,0.778801,0.783199
-0.4,0.852144,0.856851
-0.3,0.913931,0.918083
-0.2,0.960789,0.963751
-0.1,0.99005,0.991514
-1.02696e-15,1,1
0.1,0.99005,0.988899
0.2,0.960789,0.958969
0.3,0.913931,0.911955
0.4,0.852144,0.850438
0.5,0.778801,0.77762
0.6,0.697676,0.697075
0.7,0.612626,0.612488
0.8,0.527292,0.527393
0.9,0.444858,0.444956
1,0.367879,0.367796
1.1,0.298197,0.297871
1.2,0.236928,0.236428
1.3,0.18452,0.184018
1.4,0.140858,0.140573
1.5,0.105399,0.10552
1.6,0.0773047,0.0779278
1.7,0.0555762,0.0566645
1.8,0.0391639,0.0405419
1.9,0.0270518,0.0284409
2,0.0183156,0.0193992
2.1,0.0121552,0.0126591
2.2,0.00790705,0.00767469
2.3,0.00504176,0.00408371
2.4,0.00315111,0.00165542
2.5,0.00193045,0.000227845
2.6,0.00115923,-0.000351136
2.7,0.000682328,-0.000265971
2.8,0.000393669,0.000249932
2.9,0.00022263,0.000926233
3,0.00012341,0.00149266
3.1,6.70548e-05,0.00173081
3.2,3.57128e-05,0.00152574
3.3,1.86437e-05,0.00090033
3.4,9.54016e-06,1.75031e-05
3.5,4.78512e-06,-0.000857887
3.6,2.35258e-06,-0.00143531
3.7,1.13373e-06,-0.00149742
3.8,5.35535e-07,-0.000993409
3.9,2.4796e-07,-9.08412e-05
4,1.12535e-07,0.000848597
4.1,5.00622e-08,0.00138766
4.2,2.18296e-08,0.00121133
4.3,9.33029e-09,0.000339721
4.4,3.90894e-09,-0.000760657
4.5,1.60523e-09,-0.00131496
4.6,6.46143e-10,-0.000731536
4.7,2.54938e-10,0.000652383
4.8,9.85951e-11,0.00117365
4.9,3.73757e-11,-0.000587017
5,1.38879e-11,0.0011877
NEXT N
