x,y_actual,y_interpolated
-5,1.38879e-11,0.0167338
-4.9,3.73757e-11,0.00629962
-4.8,9.85951e-11,-0.00240391
-4.7,2.54938e-10,-0.00946987
-4.6,6.46143e-10,-0.0149894
-4.5,1.60523e-09,-0.0190517
-4.4,3.90894e-09,-0.0217441
-4.3,9.33029e-09,-0.0231519
-4.2,2.18296e-08,-0.0233586
-4.1,5.00622e-08,-0.0224458
-4,1.12535e-07,-0.0204931
-3.9,2.4796e-07,-0.0175781
-3.8,5.35535e-07,-0.0137767
-3.7,1.13373e-06,-0.00916267
-3.6,2.35258e-06,-0.00380802
-3.5,4.78512e-06,0.00221722
-3.4,9.54016e-06,0.00884497
-3.3,1.86437e-05,0.016009
-3.2,3.57128e-05,0.0236451
-3.1,6.70548e-05,0.0316909
-3,0.00012341,0.0400859
-2.9,0.00022263,0.0487717
-2.8,0.000393669,0.0576916
-2.7,0.000682328,0.0667909
-2.6,0.00115923,0.0760169
-2.5,0.00193045,0.0853188
-2.4,0.00315111,0.0946476
-2.3,0.00504176,0.103956
-2.2,0.00790705,0.1132
-2.1,0.0121552,0.122335
-2,0.0183156,0.131321
-1.9,0.0270518,0.140118
-1.8,0.0391639,0.148688
-1.7,0.0555762,0.156997
-1.6,0.0773047,0.16501
-1.5,0.105399,0.172696
-1.4,0.140858,0.180025
-1.3,0.18452,0.18697
-1.2,0.236928,0.193504
-1.1,0.298197,0.199604
-1,0.367879,0.205247
-0.9,0.444858,0.210414
-0.8,0.527292,0.215086
-0.7,0.612626,0.219246
-0.6,0.697676,0.222881
-0.5,0.778801,0.225977
-0.4,0.852144,0.228525
-0.3,0.913931,0.230516
-0.2,0.960789,0.231943
-0.1,0.99005,0.232801
-1.02696e-15,1,0.233087
0.1,0.99005,0.232801
0.2,0.960789,0.231943
0.3,0.913931,0.230516
0.4,0.852144,0.228525
0.5,0.778801,0.225977
0.6,0.697676,0.222881
0.7,0.612626,0.219246
0.8,0.527292,0.215086
0.9,0.444858,0.210414
1,0.367879,0.205247
1.1,0.298197,0.199604
1.2,0.236928,0.193504
1.3,0.18452,0.18697
1.4,0.140858,0.180025
1.5,0.105399,0.172696
1.6,0.0773047,0.16501
1.7,0.0555762,0.156997
1.8,0.0391639,0.148688
1.9,0.0270518,0.140118
2,0.0183156,0.131321
2.1,0.0121552,0.122335
2.2,0.00790705,0.1132
2.3,0.00504176,0.103956
2.4,0.00315111,0.0946476
2.5,0.00193045,0.0853188
2.6,0.00115923,0.0760169
2.7,0.000682328,0.0667909
2.8,0.000393669,0.0576916
2.9,0.00022263,0.0487717
3,0.00012341,0.0400859
3.1,6.70548e-05,0.0316909
3.2,3.57128e-05,0.0236451
3.3,1.86437e-05,0.016009
3.4,9.54016e-06,0.00884497
3.5,4.78512e-06,0.00221722
3.6,2.35258e-06,-0.00380802
3.7,1.13373e-06,-0.00916267
3.8,5.35535e-07,-0.0137767
3.9,2.4796e-07,-0.0175781
4,1.12535e-07,-0.0204931
4.1,5.00622e-08,-0.0224458
4.2,2.18296e-08,-0.0233586
4.3,9.33029e-09,-0.0231519
4.4,3.90894e-09,-0.0217441
4.5,1.60523e-09,-0.0190517
4.6,6.46143e-10,-0.0149894
4.7,2.54938e-10,-0.00946987
4.8,9.85951e-11,-0.00240391
4.9,3.73757e-11,0.00629962
5,1.38879e-11,0.0167338
NEXT N
-5,1.38879e-11,6.52032
-4.9,3.73757e-11,4.07586
-4.8,9.85951e-11,2.31474
-4.7,2.54938e-10,1.09231
-4.6,6.46143e-10,0.287198
-4.5,1.60523e-09,-0.201483
-4.4,3.90894e-09,-0.456747
-4.3,9.33029e-09,-0.546067
-4.2,2.18296e-08,-0.523487
-4.1,5.00622e-08,-0.43154
-4,1.12535e-07,-0.302958
-3.9,2.4796e-07,-0.162206
-3.8,5.35535e-07,-0.0268487
-3.7,1.13373e-06,0.0912351
-3.6,2.35258e-06,0.184788
-3.5,4.78512e-06,0.250238
-3.4,9.54016e-06,0.286879
-3.3,1.86437e-05,0.296173
-3.2,3.57128e-05,0.281141
-3.1,6.70548e-05,0.245857
-3,0.00012341,0.195016
-2.9,0.00022263,0.133585
-2.8,0.000393669,0.0665173
-2.7,0.000682328,-0.00147732
-2.6,0.00115923,-0.0660989
-2.5,0.00193045,-0.123586
