x,y_actual,y_interpolated
4.9,1,41.3077
5,1,1
NEXT N
-5,-1,-1
-4.9,-1,-977.474
-4.8,-1,-908.206
-4.7,-1,-557.795
-4.6,-1,-237.328
-4.5,-1,-34.6699
-4.4,-1,57.6691
-4.3,-1,76.7677
-4.2,-1,59.4293
-4.1,-1,31.714
-4,-1,7.91336
-3.9,-1,-6.70546
-3.8,-1,-12.3576
-3.7,-1,-11.7441
-3.6,-1,-8.02769
-3.5,-1,-3.74434
-3.4,-1,-0.421071
-3.3,-1,1.3651
-3.2,-1,1.71638
-3.1,-1,1.09489
-3,-1,0.0515635
-2.9,-1,-0.954315
-2.8,-1,-1.64089
-2.7,-1,-1.91292
-2.6,-1,-1.82167
-2.5,-1,-1.50286
-2.4,-1,-1.11452
-2.3,-1,-0.789162
-2.2,-1,-0.606465
-2.1,-1,-0.586614
-2,-1,-0.69991
-1.9,-1,-0.886099
-1.8,-1,-1.07663
-1.7,-1,-1.21411
-1.6,-1,-1.26528
-1.5,-1,-1.22572
-1.4,-1,-1.11699
-1.3,-1,-0.977828
-1.2,-1,-0.852453
-1.1,-1,-0.778706
-1,-1,-0.778727
-0.9,-1,-0.853846
-0.8,-1,-0.9844
-0.7,-1,-1.13417
-0.6,-1,-1.25824
-0.5,-1,-1.31253
-0.4,-1,-1.26301
-0.3,-1,-1.09291
-0.2,-1,-0.806409
-0.1,-1,-0.428356
-1.02696e-15,-1,-2.37642e-15
0.1,1,0.428356
0.2,1,0.806409
0.3,1,1.09291
0.4,1,1.26301
0.5,1,1.31253
0.6,1,1.25824
0.7,1,1.13417
0.8,1,0.9844
0.9,1,0.853846
1,1,0.778727
1.1,1,0.778706
1.2,1,0.852453
1.3,1,0.977828
1.4,1,1.11699
1.5,1,1.22572
1.6,1,1.26528
1.7,1,1.21411
1.8,1,1.07663
1.9,1,0.886099
2,1,0.69991
2.1,1,0.586614
2.2,1,0.606465
2.3,1,0.789162
2.4,1,1.11452
2.5,1,1.50286
2.6,1,1.82167
2.7,1,1.91292
2.8,1,1.64089
2.9,1,0.954315
3,1,-0.0515635
3.1,1,-1.09489
3.2,1,-1.71638
3.3,1,-1.3651
3.4,1,0.421071
3.5,1,3.74434
3.6,1,8.02769
3.7,1,11.7441
3.8,1,12.3576
3.9,1,6.70546
4,1,-7.91336
4.1,1,-31.714
4.2,1,-59.4293
4.3,1,-76.7677
4.4,1,-57.6691
4.5,1,34.6699
4.6,1,237.328
4.7,1,557.795
4.8,1,908.206
4.9,1,977.474
5,1,1
NEXT N
