x,y_actual,y_interpolated
-0.6,0.362358,0.714038
-0.5,0.540302,0.850145
-0.4,0.696707,0.952916
-0.3,0.825336,1.01992
-0.2,0.921061,1.04992
-0.1,0.980067,1.04291
-1.02696e-15,1,1
0.1,0.980067,0.923418
0.2,0.921061,0.816375
0.3,0.825336,0.68296
0.4,0.696707,0.528
0.5,0.540302,0.356911
0.6,0.362358,0.175531
0.7,0.169967,-0.0100539
0.8,-0.0291995,-0.193685
0.9,-0.227202,-0.369311
1,-0.416147,-0.531161
1.1,-0.588501,-0.67391
1.2,-0.737394,-0.792839
1.3,-0.856889,-0.883972
1.4,-0.942222,-0.944199
1.5,-0.989992,-0.971379
1.6,-0.998295,-0.964415
1.7,-0.966798,-0.923303
1.8,-0.896758,-0.849156
1.9,-0.790968,-0.744195
2,-0.653644,-0.611703
2.1,-0.490261,-0.455961
2.2,-0.307333,-0.282134
2.3,-0.112153,-0.0961443
2.4,0.087499,0.0954988
2.5,0.283662,0.285889
2.6,0.468517,0.467941
2.7,0.634693,0.634622
2.8,0.775566,0.779209
2.9,0.88552,0.895546
3,0.96017,0.978305
3.1,0.996542,1.02325
3.2,0.993185,1.02746
3.3,0.950233,0.989584
3.4,0.869397,0.909973
3.5,0.753902,0.790846
3.6,0.608351,0.63634
3.7,0.438547,0.452501
3.8,0.25126,0.247176
3.9,0.0539554,0.0297817
4,-0.1455,-0.189046
4.1,-0.339155,-0.397977
4.2,-0.519289,-0.585679
4.3,-0.67872,-0.741719
4.4,-0.811093,-0.857698
4.5,-0.91113,-0.928645
4.6,-0.974844,-0.954698
4.7,-0.999693,-0.943114
4.8,-0.984688,-0.910632
4.9,-0.930426,-0.886227
5,-0.839072,-0.914304
NEXT N
-5,-0.839072,-0.841639
-4.9,-0.930426,-0.927828
-4.8,-0.984688,-0.984237
-4.7,-0.999693,-1.00172
-4.6,-0.974844,-0.97752
-4.5,-0.91113,-0.912765
-4.4,-0.811093,-0.810912
-4.3,-0.67872,-0.676873
-4.2,-0.519289,-0.516521
-4.1,-0.339155,-0.336416
-4,-0.1455,-0.143616
-3.9,0.0539554,0.0544783
-3.8,0.25126,0.250305
-3.7,0.438547,0.436356
-3.6,0.608351,0.605418
-3.5,0.753902,0.750842
-3.4,0.869397,0.866815
-3.3,0.950233,0.948611
-3.2,0.993185,0.992813
-3.1,0.996542,0.997484
-3,0.96017,0.962272
-2.9,0.88552,0.888449
-2.8,0.775566,0.778879
-2.7,0.634693,0.6379
-2.6,0.468517,0.471158
-2.5,0.283662,0.285368
-2.4,0.087499,0.0880352
-2.3,-0.112153,-0.112862
-2.2,-0.307333,-0.309201
-2.1,-0.490261,-0.493057
-2,-0.653644,-0.657027
-1.9,-0.790968,-0.79453
-1.8,-0.896758,-0.900076
-1.7,-0.966798,-0.969482
-1.6,-0.998295,-1.00003
-1.5,-0.989992,-0.990583
-1.4,-0.942222,-0.941596
-1.3,-0.856889,-0.85511
-1.2,-0.737394,-0.734653
-1.1,-0.588501,-0.585091
-1,-0.416147,-0.412431
-0.9,-0.227202,-0.223575
-0.8,-0.0291995,-0.026043
-0.7,0.169967,0.172322
-0.6,0.362358,0.363664
-0.5,0.540302,0.540423
-0.4,0.696707,0.695627
-0.3,0.825336,0.823166
-0.2,0.921061,0.918022
-0.1,0.980067,0.976467
-1.02696e-15,1,0.996208
0.1,0.980067,0.976467
0.2,0.921061,0.918022
0.3,0.825336,0.823166
0.4,0.696707,0.695627
0.5,0.540302,0.540423
0.6,0.362358,0.363664
0.7,0.169967,0.172322
0.8,-0.0291995,-0.026043
0.9,-0.227202,-0.223575
1,-0.416147,-0.412431
1.1,-0.588501,-0.585091
1.2,-0.737394,-0.734653
1.3,-0.856889,-0.85511
1.4,-0.942222,-0.941596
1.5,-0.989992,-0.990583
1.6,-0.998295,-1.00003
1.7,-0.966798,-0.969482
1.8,-0.896758,-0.900076
1.9,-0.790968,-0.79453
2,-0.653644,-0.657027
2.1,-0.490261,-0.493057
2.2,-0.307333,-0.309201
2.3,-0.112153,-0.112862
2.4,0.087499,0.0880352
2.5,0.283662,0.285368
2.6,0.468517,0.471158
2.7,0.634693,0.6379
2.8,0.775566,0.778879
2.9,0.88552,0.888449
3,0.96017,0.962272
3.1,0.996542,0.997484
3.2,0.993185,0.992813
3.3,0.950233,0.948611
3.4,0.869397,0.866815
3.5,0.753902,0.750842
3.6,0.608351,0.605418
3.7,0.438547,0.436356
3.8,0.25126,0.250305
3.9,0.0539554,0.0544783
4,-0.1455,-0.143616
4.1,-0.339155,-0.336416
4.2,-0.519289,-0.516521
4.3,-0.67872,-0.676873
4.4,-0.811093,-0.810912
4.5,-0.91113,-0.912765
4.6,-0.974844,-0.97752
4.7,-0.999693,-1.00172
4.8,-0.984688,-0.984237
4.9,-0.930426,-0.927828
5,-0.839072,-0.841639
NEXT N
-5,-0.839072,-0.843436
-4.9,-0.930426,-0.930771
-4.8,-0.984688,-0.984374
-4.7,-0.999693,-0.999582
-4.6,-0.974844,-0.974935
-4.5,-0.91113,-0.911258
-4.4,-0.811093,-0.811153
-4.3,-0.67872,-0.678697
-4.2,-0.519289,-0.519219
-4.1,-0.339155,-0.339086
-4,-0.1455,-0.145463
-3.9,0.0539554,0.0539518
-3.8,0.25126,0.251224
-3.7,0.438547,0.438499
-3.6,0.608351,0.608309
-3.5,0.753902,0.753879
-3.4,0.869397,0.869398
-3.3,0.950233,0.950253
-3.2,0.993185,0.993217
-3.1,0.996542,0.996576
-3,0.96017,0.960197
-2.9,0.88552,0.885532
-2.8,0.775566,0.775563
-2.7,0.634693,0.634677
-2.6,0.468517,0.468493
-2.5,0.283662,0.283636
-2.4,0.087499,0.0874768
-2.3,-0.112153,-0.112166
-2.2,-0.307333,-0.307336
-2.1,-0.490261,-0.490254
-2,-0.653644,-0.653628
-1.9,-0.790968,-0.790948
-1.8,-0.896758,-0.896738
-1.7,-0.966798,-0.966782
-1.6,-0.998295,-0.998285
-1.5,-0.989992,-0.98999
-1.4,-0.942222,-0.942228
-1.3,-0.856889,-0.856901
-1.2,-0.737394,-0.737409
-1.1,-0.588501,-0.588518
-1,-0.416147,-0.416161
-0.9,-0.227202,-0.227212
-0.8,-0.0291995,-0.029203
-0.7,0.169967,0.16997
-0.6,0.362358,0.362366
-0.5,0.540302,0.540314
-0.4,0.696707,0.69672
-0.3,0.825336,0.825348
-0.2,0.921061,0.921071
-0.1,0.980067,0.980072
-1.02696e-15,1,1
0.1,0.980067,0.980062
0.2,0.921061,0.921052
0.3,0.825336,0.825325
0.4,0.696707,0.696696
0.5,0.540302,0.540293
0.6,0.362358,0.362352
0.7,0.169967,0.169965
0.8,-0.0291995,-0.0291972
0.9,-0.227202,-0.227196
1,-0.416147,-0.416138
1.1,-0.588501,-0.588492
1.2,-0.737394,-0.737385
1.3,-0.856889,-0.856883
1.4,-0.942222,-0.94222
1.5,-0.989992,-0.989993
1.6,-0.998295,-0.998299
1.7,-0.966798,-0.966805
1.8,-0.896758,-0.896766
1.9,-0.790968,-0.790975
2,-0.653644,-0.653649
2.1,-0.490261,-0.490263
2.2,-0.307333,-0.307332
2.3,-0.112153,-0.112149
2.4,0.087499,0.087505
2.5,0.283662,0.283669
2.6,0.468517,0.468522
2.7,0.634693,0.634696
2.8,0.775566,0.775566
2.9,0.88552,0.885517
3,0.96017,0.960166
3.1,0.996542,0.996536
3.2,0.993185,0.99318
3.3,0.950233,0.95023
3.4,0.869397,0.869397
3.5,0.753902,0.753905
3.6,0.608351,0.608356
3.7,0.438547,0.438552
3.8,0.25126,0.251263
3.9,0.0539554,0.0539557
4,-0.1455,-0.145503
4.1,-0.339155,-0.339159
4.2,-0.519289,-0.519292
4.3,-0.67872,-0.678721
4.4,-0.811093,-0.811091
4.5,-0.91113,-0.911126
4.6,-0.974844,-0.974841
4.7,-0.999693,-0.999695
4.8,-0.984688,-0.984691
4.9,-0.930426,-0.930425
5,-0.839072,-0.839075
NEXT N
